metric,day_type,count,mean,median,q1,q3,min,max
trip_duration_minutes,weekday,3970986,13.473028014180022,8.9759,5.2265500000000005,15.461629166666665,0.0007666666666666,1439.8272166666668
trip_duration_minutes,weekend,1576182,17.150519330170415,10.757691666666666,5.915266666666667,19.505583333333334,0.0011833333333333,1439.97595
trip_length_km,weekday,3970986,2.1780189579653664,1.5976234874509294,0.9094889625983688,2.8313948325296274,0.0,40.56508554703698
trip_length_km,weekend,1576182,2.265253149869095,1.6567844441423174,0.9038994028674546,2.998350266834157,0.0,37.26083678178923
