condition_type,day_type,condition_value,end_station_name,return_count,end_lat,end_lng,total_returns_in_group,return_share
cold,weekday,mild,Pulaski Rd & 60th St,17,41.784186,-87.722564,2816330,6.036224448129303e-06
cold,weekday,mild,Pulaski Rd & 68th St,26,41.769492215384616,-87.722888,2816330,9.231872685374228e-06
cold,weekday,mild,Pulaski Rd & 75th St,62,41.75725,-87.72247,2816330,2.201446563435393e-05
cold,weekday,mild,Pulaski Rd & 84th St,31,41.740407,-87.72190700000002,2816330,1.1007232817176965e-05
cold,weekday,mild,Pulaski Rd & Ann Lurie Pl,109,41.81644,-87.7248,2816330,3.870285087329965e-05
cold,weekday,mild,Pulaski Rd & Congress Pkwy,117,41.87441021003816,-87.72609159350395,2816330,4.154342708418403e-05
cold,weekday,mild,Pulaski Rd & Eddy St,416,41.946264,-87.731023,2816330,0.00014770996296598765
cold,weekday,mild,Pulaski Rd & Lake St,61,41.885409,-87.726491,2816330,2.165939360799338e-05
cold,weekday,mild,Racine Ave & 115th St,48,41.68476,-87.65196,2816330,1.7043457265306267e-05
cold,weekday,mild,Racine Ave & 13th St,811,41.865054,-87.656959,2816330,0.0002879634133784038
cold,weekday,mild,Racine Ave & 15th St,2011,41.861267,-87.656625,2816330,0.0007140498450110605
cold,weekday,mild,Racine Ave & 18th St,3750,41.8583996,-87.6564226,2816330,0.001331520098852052
cold,weekday,mild,Racine Ave & 35th St,554,41.83068856472101,-87.65621066093445,2816330,0.00019670990260374317
cold,weekday,mild,Racine Ave & 57th St,22,41.789696880483376,-87.65469789505005,2816330,7.811584579932039e-06
cold,weekday,mild,Racine Ave & 61st St,17,41.783189,-87.654372,2816330,6.036224448129303e-06
cold,weekday,mild,Racine Ave & 65th St,27,41.775393,-87.654308,2816330,9.586944711734775e-06
cold,weekday,mild,Racine Ave & Belmont Ave,6231,41.939743,-87.658865,2816330,0.00221245379625257
cold,weekday,mild,Racine Ave & Broadway,725,41.968235,-87.65965479999998,2816330,0.00025742721911139674
cold,weekday,mild,Racine Ave & Congress Pkwy,3549,41.87464,-87.65703,2816330,0.001260150621553582
cold,weekday,mild,Racine Ave & Fullerton Ave,6633,41.925566,-87.658416,2816330,0.0023551927508495096
cold,weekday,mild,Racine Ave & Garfield Blvd,41,41.794228,-87.655073,2816330,1.4557953080782437e-05
cold,weekday,mild,Racine Ave & Randolph St,2628,41.884081224846845,-87.65692072930314,2816330,0.0009331292852755182
cold,weekday,mild,Racine Ave & Washington Blvd,3196,41.883073,-87.656952,2816330,0.001134810196248309
cold,weekday,mild,Racine Ave & Webster Ave,411,41.9216,-87.65859,2816330,0.0001459346028341849
cold,weekday,mild,Racine Ave & Wrightwood Ave,3835,41.928887,-87.658971,2816330,0.0013617012210926987
cold,weekday,mild,Racine/Eddy Corral,501,41.9463404,-87.6591024,2816330,0.00017789108520663416
cold,weekday,mild,Rainbow - Beach,18,41.75787097864393,-87.54918257215735,2816330,6.39129647448985e-06
cold,weekday,mild,Rainbow Beach,70,41.75787096522547,-87.54917675279042,2816330,2.4855041845238305e-05
cold,weekday,mild,Ravenswood Ave & Berteau Ave,2707,41.957921,-87.673567,2816330,0.0009611799753580013
cold,weekday,mild,Ravenswood Ave & Irving Park Rd,3010,41.95469,-87.67393,2816330,0.0010687667993452472
cold,weekday,mild,Ravenswood Ave & Lawrence Ave,12375,41.968445,-87.674226,2816330,0.004394016326211772
cold,weekday,mild,Rhodes Ave & 32nd St,2167,41.836208000000006,-87.613533,2816330,0.0007694410811233058
cold,weekday,mild,Rhodes Ave & 71st St,7,41.766,-87.61172599999999,2816330,2.4855041845238307e-06
cold,weekday,mild,Richmond St & 59th St,114,41.78649,-87.69733,2816330,4.047821100510238e-05
cold,weekday,mild,Richmond St & Diversey Ave,1744,41.93190196886,-87.7011951301,2816330,0.0006192456139727944
cold,weekday,mild,Richmond St & Lincoln Ave,201,41.9881174,-87.7031754,2816330,7.136947729847e-05
cold,weekday,mild,Ridge Blvd & Howard St,415,42.019276,-87.68452,2816330,0.0001473548909396271
cold,weekday,mild,Ridge Blvd & Touhy Ave,623,42.01213227742,-87.6829126443,2816330,0.00022120987242262092
cold,weekday,mild,Ritchie Ct & Banks St,6794,41.906866,-87.626217,2816330,0.002412359347093558
cold,weekday,mild,Rockwell Ave & Logan Blvd,250,41.92811,-87.69268,2816330,8.87680065901368e-05
cold,weekday,mild,Rockwell St & 47th St,73,41.80853,-87.68942,2816330,2.592025792431995e-05
cold,weekday,mild,Rockwell St & 57th St,132,41.79031,-87.68888,2816330,4.686950747959224e-05
cold,weekday,mild,Rockwell St & 63rd St,16,41.7787905,-87.6885894,2816330,5.681152421768756e-06
cold,weekday,mild,Rockwell St & Archer Ave,360,41.82272,-87.68982,2816330,0.000127825929489797
cold,weekday,mild,Rockwell St & Cermak Rd,257,41.851644,-87.690621,2816330,9.125351077466063e-05
cold,weekday,mild,Rockwell St & Eastwood Ave,2143,41.96590013976,-87.69363849350002,2816330,0.0007609193524906528
cold,weekday,mild,Rockwell St & Fletcher St,1109,41.93877151938426,-87.69298122576966,2816330,0.00039377487723384687
cold,weekday,mild,Rockwell/Irving Park Hub,128,41.954212,-87.69317000000001,2816330,4.544921937415005e-05
cold,weekday,mild,Roscoe & Harlem,30,41.9416062,-87.8072964,2816330,1.0652160790816417e-05
cold,weekday,mild,Rush St & Cedar St,8808,41.90230870122,-87.627690528,2816330,0.0031274744081837003
cold,weekday,mild,Rush St & Hubbard St,6561,41.890173,-87.626185,2816330,0.0023296275649515503
cold,weekday,mild,Rush St & Illinois St,706,41.89087,-87.62584,2816330,0.00025068085061054633
cold,weekday,mild,Rush St & Superior St,8656,41.89576474564,-87.6259080327,2816330,0.003073503460176897
cold,weekday,mild,S Aberdeen St & W 106th St,2,41.701217,-87.649345,2816330,7.101440527210945e-07
cold,weekday,mild,S Michigan Ave & E 118th St,8,41.679804,-87.620843,2816330,2.840576210884378e-06
cold,weekday,mild,S Wentworth Ave & W 111th St,9,41.6926176,-87.6280518,2816330,3.195648237244925e-06
cold,weekday,mild,SCOOTERS CLASSIC - 2132 W Hubbard ST,101,41.88996749470834,-87.6801560819149,2816330,3.586227466241527e-05
cold,weekday,mild,Sacramento Ave & 25th St,52,41.846506,-87.700139,2816330,1.8463745370748456e-05
cold,weekday,mild,Sacramento Ave & 51st St,37,41.80068000000001,-87.69895,2816330,1.3137664975340247e-05
cold,weekday,mild,Sacramento Ave & Linden Pl,7,41.92575,-87.70258,2816330,2.4855041845238307e-06
cold,weekday,mild,Sacramento Ave & Lunt Ave,221,42.0082,-87.70461000000002,2816330,7.847091782568093e-05
cold,weekday,mild,Sacramento Ave & Lyndale St,248,41.92235,-87.70241,2816330,8.805786253741572e-05
cold,weekday,mild,Sacramento Ave & Pratt Blvd,167,42.00404000000001,-87.70473000000001,2816330,5.929702840221139e-05
cold,weekday,mild,Sacramento Blvd & Addison St,534,41.94609,-87.702988,2816330,0.00018960846207653222
cold,weekday,mild,Sacramento Blvd & Franklin Blvd,206,41.89046879243862,-87.70260751247406,2816330,7.314483743027273e-05
cold,weekday,mild,Sacramento Blvd & Fulton Ave,196,41.886528,-87.70167,2816330,6.959411716666726e-05
cold,weekday,mild,Sacramento Blvd & Polk St,25,41.870959,-87.700259,2816330,8.87680065901368e-06
cold,weekday,mild,Sangamon St & Adams St,902,41.879090000000005,-87.65128,2816330,0.0003202749677772136
cold,weekday,mild,Sangamon St & Lake St,6740,41.88577925240433,-87.65102460980414,2816330,0.0023931854576700884
cold,weekday,mild,Sangamon St & Washington Blvd,5692,41.883165,-87.6511,2816330,0.002021069974044235
cold,weekday,mild,Sawyer Ave & Fullerton Ave,4,41.92448,-87.70919999999998,2816330,1.420288105442189e-06
cold,weekday,mild,Sawyer Ave & Irving Park Rd,1021,41.953598557720426,-87.70931008347263,2816330,0.0003625285389141187
cold,weekday,mild,Sayre Ave & Diversey Ave,95,41.93098,-87.80106,2816330,3.3731842504251984e-05
cold,weekday,mild,Scottsdale Park,32,41.741966,-87.736179,2816330,1.1362304843537512e-05
cold,weekday,mild,Sedgwick St & Chicago Ave,176,41.89677,-87.6386,2816330,6.249267663945631e-05
cold,weekday,mild,Sedgwick St & Huron St,9079,41.894666,-87.638437,2816330,0.0032236989273274085
cold,weekday,mild,Sedgwick St & North Ave,7497,41.910983,-87.638525,2816330,0.0026619749816250227
cold,weekday,mild,Sedgwick St & Schiller St,2565,41.907626,-87.638566,2816330,0.0009107597476148036
cold,weekday,mild,Sedgwick St & Webster Ave,7426,41.922167,-87.638888,2816330,0.0026367648677534236
cold,weekday,mild,Seeley Ave & Garfield Blvd,48,41.79408699999999,-87.675478,2816330,1.7043457265306267e-05
cold,weekday,mild,Seeley Ave & Roscoe St,3151,41.943403,-87.679618,2816330,0.0011188319550620844
cold,weekday,mild,Seminary Ave & Belden Ave,645,41.923390000000005,-87.65599,2816330,0.00022902145700255298
cold,weekday,mild,Shabbona Park,221,41.94480000000001,-87.79932,2816330,7.847091782568093e-05
cold,weekday,mild,Shedd Aquarium,10748,41.86722596201104,-87.61535540410257,2816330,0.003816314139323162
cold,weekday,mild,Sheffield Ave & Addison St,4710,41.947017,-87.654418,2816330,0.0016723892441581774
cold,weekday,mild,Sheffield Ave & Fletcher St,361,41.93901,-87.65321000000002,2816330,0.00012818100151615756
cold,weekday,mild,Sheffield Ave & Fullerton Ave,11344,41.9256163,-87.65365740000001,2816330,0.004027937067034048
cold,weekday,mild,Sheffield Ave & Kingsbury St,7563,41.91052201283299,-87.653106010569,2816330,0.0026854097353648187
cold,weekday,mild,Sheffield Ave & Waveland Ave,9149,41.949399,-87.654529,2816330,0.0032485539691726466
cold,weekday,mild,Sheffield Ave & Webster Ave,8484,41.92154,-87.653818,2816330,0.003012431071642883
cold,weekday,mild,Sheffield Ave & Wellington Ave,8467,41.936253484169214,-87.6526620968688,2816330,0.0030063948471947535
cold,weekday,mild,Sheffield Ave & Willow St,5493,41.913688,-87.652855,2816330,0.001950410640798486
cold,weekday,mild,Sheffield Ave & Wrightwood Ave,8650,41.928712,-87.653833,2816330,0.0030713730280187337
cold,weekday,mild,Sheffield/Cornelia Corral,381,41.9452875,-87.6542225,2816330,0.00013528244204336849
cold,weekday,mild,Sheffield/Newport Corral,1077,41.9446132,-87.6542018,2816330,0.00038241257239030936
cold,weekday,mild,Sheridan Rd & Argyle St,4438,41.97328682025978,-87.65475958585739,2816330,0.0015758096529881087
cold,weekday,mild,Sheridan Rd & Berwyn Ave,196,41.97828,-87.65529,2816330,6.959411716666726e-05
cold,weekday,mild,Sheridan Rd & Buena Ave,5709,41.95849095778336,-87.65498859932366,2816330,0.0020271061984923643
cold,weekday,mild,Sheridan Rd & Columbia Ave,1845,42.004583,-87.661406,2816330,0.0006551078886352096
cold,weekday,mild,Sheridan Rd & Greenleaf Ave,1260,42.01058656284,-87.66241209479999,2816330,0.00044739075321428953
cold,weekday,mild,Sheridan Rd & Irving Park Rd,8591,41.954245,-87.654406,2816330,0.0030504237784634613
cold,weekday,mild,Sheridan Rd & Lawrence Ave,3184,41.969517,-87.654691,2816330,0.0011305493319319823
cold,weekday,mild,Sheridan Rd & Loyola Ave,2494,42.00104377979,-87.6611982433,2816330,0.0008855496337432048
cold,weekday,mild,Sheridan Rd & Montrose Ave,7623,41.96167,-87.65464,2816330,0.0027067140569464517
cold,weekday,mild,Sheridan Rd & Noyes St (NU),4136,42.058239,-87.677432,2816330,0.0014685779010272233
cold,weekday,mild,Shields Ave & 28th Pl,1076,41.842733,-87.635491,2816330,0.00038205750036394883
cold,weekday,mild,Shields Ave & 31st St,2141,41.838464,-87.635406,2816330,0.0007602092084379316
cold,weekday,mild,Shields Ave & 43rd St,123,41.81620767856,-87.6348193497,2816330,4.367385924234731e-05
cold,weekday,mild,Shields Ave & 57th St,5,41.79076,-87.6345,2816330,1.7753601318027362e-06
cold,weekday,mild,Shore Dr & 53rd St,25,41.79945,-87.58237,2816330,8.87680065901368e-06
cold,weekday,mild,Shore Dr & 55th St,6842,41.795212,-87.580715,2816330,0.002429402804358864
cold,weekday,mild,Smith Park,1510,41.892048,-87.689397,2816330,0.0005361587598044263
cold,weekday,mild,South Chicago Ave & 83rd St,27,41.743921,-87.575225,2816330,9.586944711734775e-06
cold,weekday,mild,South Chicago Ave & Elliot Ave,6,41.747363,-87.580046,2816330,2.1304321581632833e-06
cold,weekday,mild,South Shore Dr & 67th St,577,41.773643,-87.567514,2816330,0.00020487655921003575
cold,weekday,mild,South Shore Dr & 71st St,761,41.7664094567,-87.5656875719,2816330,0.00027020981206037645
cold,weekday,mild,South Shore Dr & 74th St,311,41.76218896038,-87.55927465,2816330,0.00011042740019813019
cold,weekday,mild,Southport Ave & Belmont Ave,5544,41.93947775040509,-87.6637476682663,2816330,0.0019685193141428738
cold,weekday,mild,Southport Ave & Clark St,2241,41.957081,-87.664199,2816330,0.0007957164110739864
cold,weekday,mild,Southport Ave & Clybourn Ave,3908,41.92126022238193,-87.66539180184805,2816330,0.0013876214790170187
cold,weekday,mild,Southport Ave & Grace St,204,41.95155,-87.66404,2816330,7.243469337755164e-05
cold,weekday,mild,Southport Ave & Irving Park Rd,4441,41.954177,-87.664358,2816330,0.0015768748690671902
cold,weekday,mild,Southport Ave & Roscoe St,9050,41.943739,-87.66402,2816330,0.0032134018385629524
cold,weekday,mild,Southport Ave & Waveland Ave,10419,41.948226,-87.6640712,2816330,0.0036994954426505418
cold,weekday,mild,Southport Ave & Wellington Ave,6701,41.93577461766458,-87.66360014677048,2816330,0.002379337648642027
cold,weekday,mild,Southport Ave & Wrightwood Ave,5412,41.92877300000001,-87.663913,2816330,0.0019216498066632816
cold,weekday,mild,Spaulding Ave & 16th St,60,41.8590732,-87.7078929,2816330,2.1304321581632835e-05
cold,weekday,mild,Spaulding Ave & 63rd,52,41.7791655,-87.7056392,2816330,1.8463745370748456e-05
cold,weekday,mild,Spaulding Ave & Armitage Ave,3273,41.91710803478932,-87.71022096276283,2816330,0.001162150742278071
cold,weekday,mild,Spaulding Ave & Division St,1203,41.90270659438,-87.709219571,2816330,0.0004271516477117383
cold,weekday,mild,Spaulding Ave & Milwaukee Ave,5,41.93089,-87.71072,2816330,1.7753601318027362e-06
cold,weekday,mild,Springfield Ave & 47th St,29,41.8080713,-87.7212202,2816330,1.029708876445587e-05
cold,weekday,mild,Springfield Ave & 71st St,42,41.764484,-87.72002800000001,2816330,1.4913025107142984e-05
cold,weekday,mild,Springfield Ave & 80th St,9,41.74763,-87.71945,2816330,3.195648237244925e-06
cold,weekday,mild,Springfield Ave & North Ave,359,41.910158,-87.723831,2816330,0.00012747085746343646
cold,weekday,mild,St Clair St & Ohio St,856,41.89238,-87.62264,2816330,0.0003039416545646284
cold,weekday,mild,St Louis Ave & 51st St,38,41.80095,-87.71104,2816330,1.3492737001700795e-05
cold,weekday,mild,St Louis Ave & 59th St,92,41.78589,-87.71057,2816330,3.2666626425170344e-05
cold,weekday,mild,St Louis Ave & Foster Ave,327,41.97598370000001,-87.7159844,2816330,0.00011610855261989895
cold,weekday,mild,St Louis Ave & Norman Bobbins Pl,69,41.79439000000001,-87.71132,2816330,2.449996981887776e-05
cold,weekday,mild,St. Clair St & Erie St,14022,41.89434700980045,-87.62280048612229,2816330,0.004978819953627593
cold,weekday,mild,St. Clair St & Erie St 1,52,41.894400000000005,-87.62286,2816330,1.8463745370748456e-05
cold,weekday,mild,St. Clair St & Erie St 2,52,41.89445,-87.62268000000002,2816330,1.8463745370748456e-05
cold,weekday,mild,St. Louis & 71st St,42,41.764354,-87.71012099999999,2816330,1.4913025107142984e-05
cold,weekday,mild,St. Louis Ave & Balmoral Ave,750,41.98039423475,-87.7161149615,2816330,0.00026630401977041044
cold,weekday,mild,St. Louis Ave & Fullerton Ave,1883,41.92481559681187,-87.71449506282805,2816330,0.0006686006256369104
cold,weekday,mild,State St & 111th St,21,41.692510000000006,-87.62287,2816330,7.456512553571492e-06
cold,weekday,mild,State St & 123rd St,28,41.67064383687979,-87.62258648872375,2816330,9.942016738095323e-06
cold,weekday,mild,State St & 127th St,17,41.66388,-87.622,2816330,6.036224448129303e-06
cold,weekday,mild,State St & 19th St,1794,41.856594,-87.627542,2816330,0.0006369992152908217
cold,weekday,mild,State St & 29th St,311,41.84170699999999,-87.626938,2816330,0.00011042740019813019
cold,weekday,mild,State St & 33rd St,3554,41.834734,-87.625813,2816330,0.0012619259816853848
cold,weekday,mild,State St & 35th St,1880,41.8310363140161,-87.62679755687714,2816330,0.0006675354095578288
cold,weekday,mild,State St & 45th St,63,41.81313,-87.62585,2816330,2.2369537660714475e-05
cold,weekday,mild,State St & 54th St,149,41.796642,-87.625923,2816330,5.290573192772154e-05
cold,weekday,mild,State St & 76th St,41,41.756971,-87.624621,2816330,1.4557953080782437e-05
cold,weekday,mild,State St & 79th St,89,41.750794,-87.624424,2816330,3.1601410346088703e-05
cold,weekday,mild,State St & 95th St,220,41.7218499,-87.6228544,2816330,7.811584579932039e-05
cold,weekday,mild,State St & Chicago Ave,16976,41.896617200407526,-87.62857854366302,2816330,0.00602770271949665
cold,weekday,mild,State St & Harrison St,4555,41.874053,-87.627716,2816330,0.0016173530800722927
cold,weekday,mild,State St & Kinzie St,9067,41.8893754597427,-87.62707652193124,2816330,0.003219438063011082
cold,weekday,mild,State St & Pearson St,4966,41.897448,-87.62872199999998,2816330,0.0017632876829064776
cold,weekday,mild,State St & Pershing Rd,50,41.82301523798,-87.62656801850001,2816330,1.775360131802736e-05
cold,weekday,mild,State St & Randolph St,7967,41.88462107257936,-87.62783423066139,2816330,0.00282885883401448
cold,weekday,mild,State St & Van Buren St,5002,41.877181,-87.627844,2816330,0.0017760702758554572
cold,weekday,mild,Stave St & Armitage Ave,2764,41.917741,-87.691392,2816330,0.0009814190808605525
cold,weekday,mild,Steelworkers Park,90,41.73793,-87.53091,2816330,3.195648237244925e-05
cold,weekday,mild,Steelworkers Park (Updated),16,41.737948,-87.53083599999998,2816330,5.681152421768756e-06
cold,weekday,mild,Stetson Ave & South Water St,6593,41.886835,-87.62232,2816330,0.002340989869795088
cold,weekday,mild,Stewart Ave & 123rd St,74,41.6706,-87.63244,2816330,2.6275329950680495e-05
cold,weekday,mild,Stewart Ave & 63rd St,28,41.779835,-87.634774,2816330,9.942016738095323e-06
cold,weekday,mild,Stewart Ave & 83rd St,69,41.743717,-87.634088,2816330,2.449996981887776e-05
cold,weekday,mild,Stockton Dr & Wrightwood Ave,7653,41.93132,-87.63874200000001,2816330,0.002717366217737268
cold,weekday,mild,Stony Island Ave & 63rd St,364,41.780506,-87.586853,2816330,0.0001292462175952392
cold,weekday,mild,Stony Island Ave & 64th St,122,41.778881,-87.58664699999999,2816330,4.331878721598676e-05
cold,weekday,mild,Stony Island Ave & 67th St,181,41.77345849948,-87.5853397391,2816330,6.426803677125905e-05
cold,weekday,mild,Stony Island Ave & 71st St,270,41.7664929373,-87.58646087749999,2816330,9.586944711734776e-05
cold,weekday,mild,Stony Island Ave & 75th St,170,41.7586696704,-87.586882871,2816330,6.036224448129303e-05
cold,weekday,mild,Stony Island Ave & 82nd St,35,41.746559,-87.586005,2816330,1.2427520922619153e-05
cold,weekday,mild,Stony Island Ave & 90th St,27,41.73139494330236,-87.58574366569519,2816330,9.586944711734775e-06
cold,weekday,mild,Stony Island Ave & South Chicago Ave,13,41.751173,-87.585337,2816330,4.615936342687114e-06
cold,weekday,mild,Streeter Dr & Grand Ave,17374,41.892278002970286,-87.61204300164603,2816330,0.006169021385988148
cold,weekday,mild,Streeter Dr/Grand Ave,2185,41.89240100000001,-87.612388,2816330,0.0007758323775977958
cold,weekday,mild,Summit Ave & 86th St,22,41.73784847673341,-87.64489978551863,2816330,7.811584579932039e-06
cold,weekday,mild,Talman Ave & Addison St,1907,41.9466358306,-87.69461475800001,2816330,0.0006771223542695636
cold,weekday,mild,The Salt Shed,853,41.90689,-87.65978,2816330,0.0003028764384855468
cold,weekday,mild,Theater on the Lake,15220,41.926277,-87.630834,2816330,0.005404196241207529
cold,weekday,mild,Throop St & 52nd St,27,41.799659,-87.657195,2816330,9.586944711734775e-06
cold,weekday,mild,Throop St & 99th St,22,41.71414,-87.6547,2816330,7.811584579932039e-06
cold,weekday,mild,Throop St & Taylor St,3471,41.868968,-87.659141,2816330,0.0012324550034974594
cold,weekday,mild,Torrence Ave & 106th St,10,41.70280085022591,-87.55972623825073,2816330,3.5507202636054724e-06
cold,weekday,mild,Torrence Ave & 126th Pl,11,41.66631200825726,-87.55721569061278,2816330,3.905792289966019e-06
cold,weekday,mild,Tripp Ave & 15th St,81,41.86077,-87.73136,2816330,2.8760834135204328e-05
cold,weekday,mild,Tripp Ave & 31st St,36,41.836966,-87.73050199999999,2816330,1.27825929489797e-05
cold,weekday,mild,Tripp Ave & 65th St,123,41.77491,-87.72883,2816330,4.367385924234731e-05
cold,weekday,mild,Troy Ave & 27th St,26,41.84265,-87.70401,2816330,9.231872685374228e-06
cold,weekday,mild,Troy St & Elston Ave,1496,41.94524356848,-87.7066499009,2816330,0.0005311877514353787
cold,weekday,mild,Troy St & Grace St,619,41.950244,-87.706489,2816330,0.00021978958431717873
cold,weekday,mild,Troy St & Jackson Blvd,38,41.87750499999999,-87.70485,2816330,1.3492737001700795e-05
cold,weekday,mild,Troy St & North Ave,1114,41.909769301690005,-87.7052804871,2816330,0.00039555023736564964
cold,weekday,mild,Union Ave & Root St,169,41.819102,-87.643278,2816330,6.0007172454932486e-05
cold,weekday,mild,University Ave & 57th St,13863,41.79147800295527,-87.59986050810642,2816330,0.0049223635014362666
cold,weekday,mild,University Ave & 59th St,4535,41.787878,-87.598906,2816330,0.0016102516395450817
cold,weekday,mild,University Ave & 65th St,350,41.77694,-87.59842000000002,2816330,0.00012427520922619155
cold,weekday,mild,University Library (NU),1668,42.052939,-87.673447,2816330,0.0005922601399693928
cold,weekday,mild,Valli Produce - Evanston Plaza,509,42.03974199999999,-87.699413,2816330,0.00018073166141751855
cold,weekday,mild,Vernon Ave & 107th St,50,41.70012137923888,-87.61225998401642,2816330,1.775360131802736e-05
cold,weekday,mild,Vernon Ave & 75th St,73,41.758361,-87.614138,2816330,2.592025792431995e-05
cold,weekday,mild,Vernon Ave & 79th St,54,41.75094,-87.61379,2816330,1.917388942346955e-05
cold,weekday,mild,Vincennes Ave & 104th St,85,41.70492556499763,-87.65686810958869,2816330,3.0181122240646514e-05
cold,weekday,mild,Vincennes Ave & 107th St,56,41.69922,-87.65869,2816330,1.9884033476190646e-05
cold,weekday,mild,Vincennes Ave & 75th St,29,41.75797,-87.63121,2816330,1.029708876445587e-05
cold,weekday,mild,Vincennes Ave & 79th St,83,41.750600000000006,-87.63409,2816330,2.947097818792542e-05
cold,weekday,mild,Vincennes Ave & 95th St,84,41.72126,-87.65005,2816330,2.9826050214285968e-05
cold,weekday,mild,Virginia Ave & Catalpa Ave,238,41.9812456,-87.7048924,2816330,8.450714227381024e-05
cold,weekday,mild,W 103rd St & S Avers Ave,48,41.705846,-87.717074,2816330,1.7043457265306267e-05
cold,weekday,mild,W Armitage Ave & N Sheffield Ave,2536,41.917805,-87.653449,2816330,0.0009004626588503477
cold,weekday,mild,W Washington Blvd & N Peoria St,643,41.883043,-87.649931,2816330,0.00022831131294983188
cold,weekday,mild,Wabansia & Milwaukee,945,41.913754,-87.6826658,2816330,0.00033554306491071715
cold,weekday,mild,Wabash Ave & 16th St,4717,41.86038402778688,-87.62581300235036,2816330,0.0016748747483427014
cold,weekday,mild,Wabash Ave & 49th St,53,41.80581,-87.6245,2816330,1.8818817397109005e-05
cold,weekday,mild,Wabash Ave & 59th St,57,41.78656330002277,-87.62392012393944,2816330,2.023910550255119e-05
cold,weekday,mild,Wabash Ave & 83rd St,35,41.74335976225324,-87.62284398078917,2816330,1.2427520922619153e-05
cold,weekday,mild,Wabash Ave & 87th St,109,41.73655301831962,-87.62264415621758,2816330,3.870285087329965e-05
cold,weekday,mild,Wabash Ave & 9th St,8292,41.870769,-87.625734,2816330,0.0029442572425816575
cold,weekday,mild,Wabash Ave & Adams St,6204,41.87947235235,-87.6256886059,2816330,0.002202866851540835
cold,weekday,mild,Wabash Ave & Cermak Rd,1828,41.852619,-87.626488,2816330,0.0006490716641870803
cold,weekday,mild,Wabash Ave & Grand Ave,14088,41.891466,-87.62676099999999,2816330,0.00500225470736739
cold,weekday,mild,Wabash Ave & Jackson Blvd,176,41.87801,-87.62599,2816330,6.249267663945631e-05
cold,weekday,mild,Wabash Ave & Roosevelt Rd,11459,41.867227,-87.625961,2816330,0.004068770350065511
cold,weekday,mild,Wabash Ave & Wacker Pl,6716,41.886875,-87.62603,2816330,0.0023846637290374354
cold,weekday,mild,Wabash Ave & Washington St,1754,41.8832,-87.62662,2816330,0.0006227963342363998
cold,weekday,mild,Wacker Dr & Randolph St,839,41.88454,-87.63732,2816330,0.0002979054301164991
cold,weekday,mild,Wacker Dr & Washington St,7570,41.88314336439022,-87.63724207878113,2816330,0.0026878952395493426
cold,weekday,mild,Wacker Dr & Washington St Corral,1894,41.88316,-87.63736,2816330,0.0006725064179268765
cold,weekday,mild,Walden Pkwy & 100th St,201,41.71216410359803,-87.66773343086243,2816330,7.136947729847e-05
cold,weekday,mild,Wallace St & 28th St,187,41.843511,-87.6419,2816330,6.639846892942233e-05
cold,weekday,mild,Wallace St & 35th St,785,41.83070705144085,-87.64125533401966,2816330,0.00027873154069302957
cold,weekday,mild,Wallace St & Pershing Rd,247,41.82348386197183,-87.6408699859155,2816330,8.770279051105517e-05
cold,weekday,mild,Walsh Park,3891,41.91461,-87.667968,2816330,0.0013815852545688893
cold,weekday,mild,Warren Park East,584,42.00454962194,-87.68066614509999,2816330,0.0002073620633945596
cold,weekday,mild,Warren Park West,728,42.001785,-87.688829,2816330,0.0002584924351904784
cold,weekday,mild,Washtenaw Ave & Lawrence Ave,1816,41.9687297,-87.6962603,2816330,0.0006448107998707538
cold,weekday,mild,Washtenaw Ave & Ogden Ave,290,41.86193049278259,-87.69345045089722,2816330,0.0001029708876445587
cold,weekday,mild,Washtenaw Ave & Peterson Ave,143,41.99066,-87.697075,2816330,5.077529976955826e-05
cold,weekday,mild,Washtenaw Ave & Polk St,156,41.8711028,-87.693683,2816330,5.539123611224537e-05
cold,weekday,mild,Waveland/Racine,192,41.9491,-87.6593,2816330,6.817382906122507e-05
cold,weekday,mild,Waveland/Racine Corral,735,41.9488214,-87.6592823,2816330,0.00026097793937500223
cold,weekday,mild,Waveland/Wilton Corral,82,41.9489031,-87.65314100000002,2816330,2.9115906161564874e-05
cold,weekday,mild,Wellington Ave & Mulligan Ave,58,41.93473,-87.78436,2816330,2.059417752891174e-05
cold,weekday,mild,Wells St & 19th St,974,41.856802,-87.633879,2816330,0.000345840153675173
cold,weekday,mild,Wells St & Concord Ln,16632,41.912133,-87.634656,2816330,0.005905557942428622
cold,weekday,mild,Wells St & Elm St,16423,41.903222,-87.634324,2816330,0.005831347888919267
cold,weekday,mild,Wells St & Evergreen Ave,8982,41.90672457611039,-87.63482999967887,2816330,0.003189256940770435
cold,weekday,mild,Wells St & Hubbard St,14806,41.889906,-87.634266,2816330,0.0052571964222942625
cold,weekday,mild,Wells St & Huron St,16035,41.89478399980203,-87.6343724037867,2816330,0.005693579942691375
cold,weekday,mild,Wells St & Institute Pl,4760,41.89737986072316,-87.63442039489746,2816330,0.0016901428454762048
cold,weekday,mild,Wells St & Madison St,1794,41.88199,-87.63418,2816330,0.0006369992152908217
cold,weekday,mild,Wells St & Polk St,6702,41.87273154226308,-87.63351649045944,2816330,0.0023796927206683875
cold,weekday,mild,Wells St & Randolph St,9208,41.884295,-87.633963,2816330,0.003269503218727919
