day_type,variable,count,mean,median,q1,q3,skew,lognormal_mu,lognormal_sigma,lognormal_median,powerlaw_xmin_q90,powerlaw_alpha_tail,powerlaw_tail_n
weekday,trip_duration_min,3755631,13.292361525346873,9.125383333333334,5.473375,15.407516666666668,28.0144184535412,2.219443805479064,0.8273294175145328,9.2022112227929,25.085816666666663,3.2676329058152933,375564
weekday,straight_line_distance_km,3755631,2.3029106932536916,1.6796403375520417,1.0238582731828272,2.943051329981348,2.2247971072350867,0.5342635956716112,0.8015968392963957,1.7061913328316862,4.777120624730125,4.15638603627508,375605
weekend,trip_duration_min,1453990,16.892055510870108,11.0411,6.351575,19.41493333333333,22.479908690123803,2.4065582672635095,0.8933364937851433,11.095706894720179,32.71894166666667,3.123278479874165,145399
weekend,straight_line_distance_km,1453990,2.455622968704715,1.8278285921194142,1.0934482867923685,3.184566041726259,2.321328969451009,0.5921598195933118,0.8178110155888416,1.807888915595655,5.012843979687702,4.040744365680653,145405
