end_station_name,return_count_dry,return_count_rainy,return_share_dry,return_share_rainy,total_return_count,rainy_minus_dry_share,rainy_dry_share_ratio,end_lat,end_lng
South Shore Dr & 67th St,702.0,235.0,0.00021955819386800863,0.00021129692252775856,937.0,-8.261271340250068e-06,0.9623733755134096,41.773643,-87.567514
Milwaukee Ave & Highland Ave,205.0,62.0,6.411599678481733e-05,5.5746422113706515e-05,267.0,-8.369574671110815e-06,0.8694640252849039,41.99636,-87.78674
SCOOTERS CLASSIC - 2132 W Hubbard ST,116.0,31.0,3.628027135140883e-05,2.7873211056853257e-05,147.0,-8.407060294555572e-06,0.7682809895737261,41.88996749470834,-87.6801560819149
Racine Ave & Randolph St,2813.0,969.0,0.0008797965802716641,0.0008712626294868003,3782.0,-8.533950784863839e-06,0.9903000974585214,41.884081224846845,-87.65692072930314
Troy St & Jackson Blvd,48.0,7.0,1.5012526076445034e-05,6.293950883805574e-06,55.0,-8.71857519263946e-06,0.4192853065797664,41.87750499999999,-87.70485
Kedzie Ave & Foster Ave,790.0,265.0,0.0002470811583414912,0.00023827099774406817,1055.0,-8.81016059742302e-06,0.9643431939539456,41.975672,-87.709261
Western Ave & 24th St,566.0,187.0,0.00017702270331808103,0.0001681384021816632,753.0,-8.884301136417822e-06,0.9498129291733646,41.84847,-87.68510899999998
Farragut Ave & Central Ave,210.0,63.0,6.567980158444702e-05,5.664555795425017e-05,273.0,-9.03424363019685e-06,0.8624522933298651,41.976659999999995,-87.76823
Drake Ave & Addison St,1337.0,455.0,0.00041816140342097936,0.00040910680744736235,1792.0,-9.054595973617013e-06,0.9783466999913394,41.947326,-87.717582
Clark St & 9th St (AMLI),2999.0,1033.0,0.0009379701188178887,0.000928807323281594,4032.0,-9.162795536294668e-06,0.9902312604807679,41.870816,-87.631246
Exchange Ave & 79th St,139.0,38.0,4.347377342970541e-05,3.416716194065883e-05,177.0,-9.306611489046575e-06,0.7859307650195237,41.75211500633265,-87.55200700025293
Kimball Ave & Belmont Ave,2868.0,987.0,0.0008969984330675908,0.000887447074616586,3855.0,-9.551358451004776e-06,0.9893518790548833,41.93939395344302,-87.71206766366959
Wood St & Augusta Blvd,4458.0,1540.0,0.0013942883593498325,0.0013846691944372263,5998.0,-9.61916491260613e-06,0.9931010268075978,41.899181,-87.6722
