end_station_name,return_count_cold,return_count_mild,return_share_cold,return_share_mild,total_return_count,cold_minus_mild_share,cold_mild_share_ratio,end_lat,end_lng
Halsted St & Roscoe St,799.0,8676.0,0.002793950520150363,0.003080604900704108,9475.0,-0.0002866543805537451,0.9069487010694139,41.943667741716816,-87.64895781893892
Sedgwick St & Webster Ave,671.0,7426.0,0.0023463589474604423,0.0026367648677534236,8097.0,-0.00029040592029298123,0.8898628339191857,41.922167,-87.638888
Leavitt St & Armitage Ave,246.0,3267.0,0.0008602150537634409,0.0011600203101199077,3513.0,-0.00029980525635646686,0.7415519406919543,41.917805,-87.68243699999998
Wabash Ave & Wacker Pl,596.0,6716.0,0.002084098260337442,0.0023846637290374354,7312.0,-0.00030056546869999335,0.8739590244951054,41.886875,-87.62603
Damen Ave & Pierce Ave,759.0,8324.0,0.0026540781536847627,0.002955619547425195,9083.0,-0.0003015413937404324,0.897976959862753,41.90913973176558,-87.6775313230267
Wentworth Ave & Cermak Rd*,299.0,3800.0,0.001045545939330361,0.0013492737001700795,4099.0,-0.00030372776083971843,0.7748955340217727,41.853214418519656,-87.63187229633331
Damen Ave & Chicago Ave,562.0,6397.0,0.001965206748841682,0.002271395752628421,6959.0,-0.00030618900378673883,0.865197921308806,41.89569719911461,-87.67713042376089
Wilton Ave & Diversey Pkwy,699.0,7750.0,0.0024442696039863624,0.002751808204294241,8449.0,-0.0003075386003078785,0.8882413069089384,41.93241798951903,-87.65270499568871
California Ave & Cortez St,265.0,3477.0,0.0009266544278346009,0.0012345854356556228,3742.0,-0.00030793100782102183,0.750579628183347,41.900363,-87.696704
Michigan Ave & Ida B Wells Dr,330.0,4129.0,0.0011539470233412012,0.0014660923968426995,4459.0,-0.0003121453735014984,0.7870903898934966,41.876203,-87.624464
Milwaukee Ave & Rockwell St,156.0,2418.0,0.0005455022292158405,0.0008585641597398032,2574.0,-0.0003130619305239627,0.6353661373601053,41.92032879364165,-87.69308613427661
N Southport Ave & W Newport Ave,79.0,1688.0,0.0002762479237695603,0.0005993615804966038,1767.0,-0.0003231136567270435,0.46090452216865685,41.944018882992054,-87.66397501880483
Sheffield/Newport Corral,15.0,1077.0,5.245213742460005e-05,0.00038241257239030936,1092.0,-0.0003299604349657093,0.13716337811113016,41.9446132,-87.6542018
Michigan Ave & Jackson Blvd,642.0,7261.0,0.0022449514817728822,0.0025781779834039334,7903.0,-0.0003332265016310512,0.8707512148008061,41.878345598237544,-87.62415080552178
Wabansia & Milwaukee,0.0,945.0,0.0,0.00033554306491071715,945.0,-0.00033554306491071715,2.980234504419215e-06,41.913754,-87.6826658
Clark St & Leland Ave,417.0,5052.0,0.0014581694204038815,0.0017938238771734846,5469.0,-0.00033565445676960316,0.8128833750491345,41.967087841502305,-87.66729089029786
Ashland Ave & Blackhawk St,402.0,4908.0,0.0014057172829792814,0.0017426935053775658,5310.0,-0.00033697622239828437,0.8066349429814285,41.907066,-87.667252
