end_station_name,return_count_weekday,return_count_weekend,return_share_weekday,return_share_weekend,condition_type,condition_value,weekend_minus_weekday_share_under_weather,total_return_count_under_weather,end_lat,end_lng
Commercial Ave & 130th St,59.0,24.0,2.0949249555272286e-05,2.130547524081845e-05,cold,mild,3.5622568554616343e-07,83.0,41.659150427597744,-87.55076229572296
Commercial Ave & 83rd St,86.0,37.0,3.053619426700706e-05,3.2845940996261775e-05,cold,mild,2.309746729254712e-06,123.0,41.744615,-87.551208
Conservatory Dr & Lake St,249.0,150.0,8.841293456377627e-05,0.00013315922025511532,cold,mild,4.474628569133906e-05,399.0,41.885502,-87.716866
Cornell Ave & Hyde Park Blvd,4014.0,1722.0,0.0014252591138112366,0.0015286678485287237,cold,mild,0.00010340873471748708,5736.0,41.802406,-87.586924
Cottage Grove Ave & 111th Pl,23.0,28.0,8.166656606292586e-06,2.485638778095486e-05,cold,mild,1.6689731174662275e-05,51.0,41.69170975847015,-87.61000156402588
Cottage Grove Ave & 43rd St,360.0,213.0,0.000127825929489797,0.00018908609276226373,cold,mild,6.126016327246672e-05,573.0,41.816499,-87.606582
Cottage Grove Ave & 47th St,384.0,145.0,0.00013634765812245013,0.0001287205795799448,cold,mild,-7.627078542505331e-06,529.0,41.809855,-87.606755
Cottage Grove Ave & 49th St,94.0,33.0,3.337677047789144e-05,2.9295028456125368e-05,cold,mild,-4.081742021766074e-06,127.0,41.806273,-87.606643
Cottage Grove Ave & 51st St,468.0,213.0,0.00016617370833673612,0.00018908609276226373,cold,mild,2.291238442552761e-05,681.0,41.803038,-87.606615
Cottage Grove Ave & 63rd St,595.0,190.0,0.0002112678556845256,0.0001686683456564794,cold,mild,-4.259951002804621e-05,785.0,41.78053094070882,-87.6059702038765
Cottage Grove Ave & 67th St,342.0,134.0,0.00012143463301530715,0.00011895557009456968,cold,mild,-2.479062920737469e-06,476.0,41.77372095205,-87.60563486
Cottage Grove Ave & 71st St,39.0,13.0,1.3847809028061342e-05,1.1540465755443327e-05,cold,mild,-2.307343272618015e-06,52.0,41.76571903697,-87.604959713
Cottage Grove Ave & 83rd St,126.0,50.0,4.473907532142895e-05,4.4386406751705104e-05,cold,mild,-3.526685697238471e-07,176.0,41.743441,-87.604836
Cottage Grove Ave & Oakwood Blvd,682.0,362.0,0.0002421591219778932,0.00032135758488234496,cold,mild,7.919846290445175e-05,1044.0,41.822985,-87.6071
Cumberland Ave & Catherine Ave,163.0,74.0,5.78767402967692e-05,6.569188199252355e-05,cold,mild,7.815141695754352e-06,237.0,41.97732,-87.83674
Daley Center Plaza,16192.0,2986.0,0.005749326250829981,0.0026507562112118286,cold,mild,-0.0030985700396181522,19178.0,41.88424087537072,-87.62963348535213
Daley Center Plaza Corral,52.0,12.0,1.8463745370748456e-05,1.0652737620409225e-05,cold,mild,-7.811007750339231e-06,64.0,41.8841951,-87.629701
Damen Ave & 51st St,51.0,15.0,1.810867334438791e-05,1.331592202551153e-05,cold,mild,-4.79275131887638e-06,66.0,41.800908,-87.674684
Damen Ave & 59th St,57.0,29.0,2.023910550255119e-05,2.5744115915988962e-05,cold,mild,5.5050104134377706e-06,86.0,41.785861065132,-87.67414391040802
Damen Ave & 81st St,83.0,28.0,2.947097818792542e-05,2.485638778095486e-05,cold,mild,-4.61459040697056e-06,111.0,41.746534,-87.67305500000002
Damen Ave & 87th St,39.0,32.0,1.3847809028061342e-05,2.8407300321091266e-05,cold,mild,1.4559491293029924e-05,71.0,41.736044,-87.672861
Damen Ave & Charleston St,3348.0,1547.0,0.001188781144255112,0.0013733154248977558,cold,mild,0.00018453428064264376,4895.0,41.920082,-87.677855
Damen Ave & Chicago Ave,6397.0,3096.0,0.002271395752628421,0.00274840630606558,cold,mild,0.0004770105534371593,9493.0,41.89569719911461,-87.67713042376089
Damen Ave & Clybourn Ave,2567.0,1202.0,0.0009114698916675248,0.0010670492183109906,cold,mild,0.00015557932664346584,3769.0,41.931931,-87.677856
Damen Ave & Cortland St,6452.0,3366.0,0.0022909247140782507,0.0029880929025247875,cold,mild,0.0006971681884465368,9818.0,41.915983,-87.67733500000001
Damen Ave & Cullerton St,1669.0,660.0,0.0005926152119957533,0.0005859005691225074,cold,mild,-6.714642873245961e-06,2329.0,41.854966518753926,-87.67569959163664
Damen Ave & Division St,5142.0,2382.0,0.001825780359545934,0.002114568417651231,cold,mild,0.00028878805810529716,7524.0,41.903266,-87.678435
Damen Ave & Evergreen Ave,151.0,85.0,5.361587598044263e-05,7.545689147789868e-05,cold,mild,2.184101549745605e-05,236.0,41.90605,-87.67758
Damen Ave & Foster Ave,3178.0,1436.0,0.0011284188997738192,0.0012747776019089705,cold,mild,0.00014635870213515131,4614.0,41.9758109755749,-87.67950989857908
Damen Ave & Grand Ave,3128.0,1140.0,0.0011106652984557918,0.0010120100739388763,cold,mild,-9.865522451691549e-05,4268.0,41.89239445296271,-87.67688512802124
Damen Ave & Lake St,2830.0,821.0,0.0010048538346003487,0.0007288247988629978,cold,mild,-0.0002760290357373509,3651.0,41.8849659,-87.6768354
Damen Ave & Leland Ave,4076.0,1754.0,0.0014472735794455905,0.001557075148849815,cold,mild,0.00010980156940422459,5830.0,41.967081,-87.679076
Damen Ave & Madison St,1575.0,549.0,0.0005592384415178619,0.00048736274613372205,cold,mild,-7.187569538413981e-05,2124.0,41.88137,-87.67493
Damen Ave & Melrose Ave,2587.0,1210.0,0.0009185713321947357,0.0010741510433912634,cold,mild,0.00015557971119652776,3797.0,41.9406,-87.6785
Damen Ave & Ohio St,130.0,73.0,4.615936342687114e-05,6.480415385748945e-05,cold,mild,1.864479043061831e-05,203.0,41.89239445296271,-87.67688512802124
Damen Ave & Pershing Rd,197.0,64.0,6.994918919302781e-05,5.681460064218253e-05,cold,mild,-1.313458855084528e-05,261.0,41.823192,-87.676597
Damen Ave & Pierce Ave,8324.0,4129.0,0.002955619547425195,0.0036654294695558074,cold,mild,0.0007098099221306124,12453.0,41.90913973176558,-87.6775313230267
Damen Ave & St Paul Ave,495.0,235.0,0.0001757606530484709,0.000208616111733014,cold,mild,3.28554586845431e-05,730.0,41.91301,-87.67778000000001
Damen Ave & Sunnyside Ave,2545.0,1074.0,0.0009036583070875928,0.0009534200170266256,cold,mild,4.9761709939032854e-05,3619.0,41.96325,-87.679258
Damen Ave & Thomas St (Augusta Blvd),4877.0,1962.0,0.0017316862725603888,0.0017417226009369083,cold,mild,1.0036328376519495e-05,6839.0,41.901315,-87.677409
Damen Ave & Wabansia Ave,1788.0,754.0,0.0006348687831326585,0.0006693470138157129,cold,mild,3.447823068305448e-05,2542.0,41.91227003510449,-87.67728471402764
Damen Ave & Wellington Ave,3075.0,1352.0,0.0010918464810586827,0.001200208438566106,cold,mild,0.00010836195750742335,4427.0,41.93588,-87.67842000000002
Damen Ave & Wicker Park Ave,3427.0,1909.0,0.0012168318343375954,0.0016946730097801008,cold,mild,0.0004778411754425055,5336.0,41.90881520000001,-87.6771937
Damen Ave/Coulter St,395.0,159.0,0.00014025345041241615,0.00014114877347042224,cold,mild,8.953230580060979e-07,554.0,41.8492,-87.67564
Dan Ryan Woods & 83rd St,142.0,90.0,5.042022774319771e-05,7.989553215306919e-05,cold,mild,2.947530440987148e-05,232.0,41.742805,-87.680177
Dauphin Ave & 103rd St,53.0,16.0,1.8818817397109005e-05,1.4203650160545633e-05,cold,mild,-4.615167236563372e-06,69.0,41.7072503677818,-87.60766267776489
Dauphin Ave & 87th St,59.0,17.0,2.0949249555272286e-05,1.5091378295579735e-05,cold,mild,-5.8578712596925505e-06,76.0,41.73648,-87.601252
Dayton St & North Ave,7414.0,2881.0,0.0026325040034370973,0.0025575447570332483,cold,mild,-7.495924640384902e-05,10295.0,41.9105780349,-87.6494219288
Dearborn Pkwy & Delaware Pl,14155.0,5541.0,0.005026044533133546,0.00491890159622396,cold,mild,-0.00010714293690958655,19696.0,41.898969,-87.629912
Dearborn St & Adams St,7745.0,1412.0,0.002750032844162438,0.0012534721266681521,cold,mild,-0.001496560717494286,9157.0,41.87936394102892,-87.62977936980188
Dearborn St & Adams St Corral,515.0,44.0,0.00018286209357568182,3.906003794150049e-05,cold,mild,-0.00014380205563418132,559.0,41.87939,-87.62988
Dearborn St & Division St,1620.0,885.0,0.0005752166827040865,0.0007856393995051803,cold,mild,0.00021042271680109378,2505.0,41.9043,-87.62991
Dearborn St & Erie St,14495.0,5529.0,0.005146769022096132,0.004908248858603551,cold,mild,-0.00023852016349258133,20024.0,41.893992,-87.629318
Dearborn St & Madison St,96.0,11.0,3.408691453061253e-05,9.765009485375122e-06,cold,mild,-2.432190504523741e-05,107.0,41.88206,-87.62963999999998
Dearborn St & Maple St,1805.0,701.0,0.0006409050075807878,0.0006222974226589056,cold,mild,-1.8607584921882217e-05,2506.0,41.90191999999999,-87.63026
Dearborn St & Monroe St,12116.0,2227.0,0.004302052671384391,0.001976970556720945,cold,mild,-0.0023250821146634454,14343.0,41.881319815,-87.6295209193
Dearborn St & Van Buren St,3809.0,1528.0,0.0013524693484073245,0.001356448590332108,cold,mild,3.9792419247834665e-06,5337.0,41.876268,-87.629155
Delano Ct & Roosevelt Rd,3515.0,1778.0,0.0012480781726573235,0.0015783806240906334,cold,mild,0.00033030245143331,5293.0,41.867491,-87.63219
Desplaines St & Jackson Blvd,8066.0,2379.0,0.002864010964624174,0.002111905233246129,cold,mild,-0.0007521057313780452,10445.0,41.87811890091227,-87.64394760131836
Desplaines St & Kinzie St,12785.0,4859.0,0.004539595857019596,0.004313471008130702,cold,mild,-0.00022612484888889436,17644.0,41.888716036,-87.6444478533
Desplaines St & Randolph St,4508.0,1520.0,0.001600664694833347,0.0013493467652518352,cold,mild,-0.00025131792958151184,6028.0,41.883703,-87.644238
Dodge Ave & Church St,468.0,149.0,0.00016617370833673612,0.0001322714921200812,cold,mild,-3.390221621665492e-05,617.0,42.048308,-87.698224
Dodge Ave & Main St,482.0,153.0,0.00017114471670578378,0.00013582240466021762,cold,mild,-3.5322312045566156e-05,635.0,42.03463185161588,-87.69918769598006
Dodge Ave & Mulford St,271.0,154.0,9.62245191437083e-05,0.00013671013279525172,cold,mild,4.0485613651543414e-05,425.0,42.023463,-87.699595
Dorchester Ave & 49th St,686.0,293.0,0.0002435794100833354,0.00026010434356499193,cold,mild,1.6524933481656522e-05,979.0,41.805772,-87.592464
Dorchester Ave & 53rd St,100.0,45.0,3.550720263605472e-05,3.9947766076534595e-05,cold,mild,4.440563440479872e-06,145.0,41.79943,-87.59227
Dorchester Ave & 63rd St,558.0,242.0,0.00019813019070918537,0.0002148302086782527,cold,mild,1.670001796906734e-05,800.0,41.78040564570001,-87.5914159893
Drake Ave & Addison St,1363.0,276.0,0.0004839631719294259,0.00024501296526941216,cold,mild,-0.00023895020666001374,1639.0,41.947326,-87.717582
Drake Ave & Montrose Ave,922.0,351.0,0.00032737640830442455,0.00031159257539696984,cold,mild,-1.578383290745471e-05,1273.0,41.96115407569,-87.7165690733
Drexel Ave & 60th St,2940.0,971.0,0.001043911757500009,0.0008619840191181131,cold,mild,-0.0001819277383818958,3911.0,41.785861,-87.604553
DuSable Lake Shore Dr & Belmont Ave,10236.0,5953.0,0.0036345172618265616,0.00528464558785801,cold,mild,0.0016501283260314482,16189.0,41.940775,-87.639192
DuSable Lake Shore Dr & Diversey Pkwy,11991.0,6895.0,0.004257668668089322,0.006120885491060134,cold,mild,0.0018632168229708122,18886.0,41.932588,-87.636427
DuSable Lake Shore Dr & Monroe St,20322.0,16873.0,0.007215773719699041,0.014978636822430405,cold,mild,0.007762863102731364,37195.0,41.880958,-87.616743
DuSable Lake Shore Dr & North Blvd,19401.0,14743.0,0.006888752383420977,0.013087775894807767,cold,mild,0.00619902351138679,34144.0,41.911722,-87.626804
DuSable Lake Shore Dr & Wellington Ave,9173.0,5706.0,0.0032570756978053,0.005065376738504586,cold,mild,0.0018083010406992864,14879.0,41.936688449499705,-87.63682901859283
DuSable Museum,377.0,164.0,0.00013386215393792632,0.00014558741414559274,cold,mild,1.1725260207666422e-05,541.0,41.79156801058,-87.6078521774
Dusable Harbor,11489.0,8622.0,0.004079422510856327,0.007653991980264028,cold,mild,0.0035745694694077007,20111.0,41.88697599432289,-87.61281299950515
East End Ave & 87th St,30.0,21.0,1.0652160790816417e-05,1.8642290835716145e-05,cold,mild,7.990130044899728e-06,51.0,41.73681521440671,-87.58280128240585
Eastlake Ter & Howard St,946.0,444.0,0.00033589813693707767,0.0003941512919551413,cold,mild,5.8253155018063625e-05,1390.0,42.01920250193227,-87.66430288553238
Eberhart Ave & 61st St,204.0,71.0,7.243469337755164e-05,6.302869758742125e-05,cold,mild,-9.40599579013039e-06,275.0,41.784071072761,-87.61448353528975
Eckhart Park,4510.0,1644.0,0.001601374838886068,0.0014594250539960638,cold,mild,-0.00014194978489000427,6154.0,41.89637337,-87.66098386
Eddy/Seminary Corral,798.0,339.0,0.0002833474770357167,0.0003009398377765606,cold,mild,1.759236074084391e-05,1137.0,41.9461279,-87.6566721
Edgebrook Metra,293.0,89.0,0.00010403610372364035,7.900780401803509e-05,cold,mild,-2.5028299705605255e-05,382.0,41.99751,-87.76539
Eggleston Ave & 69th St,49.0,17.0,1.7398529291666816e-05,1.5091378295579735e-05,cold,mild,-2.3071509960870803e-06,66.0,41.768898,-87.635876
Eggleston Ave & 92nd St,35.0,21.0,1.2427520922619153e-05,1.8642290835716145e-05,cold,mild,6.214769913096993e-06,56.0,41.727575659299575,-87.63482809066771
Elizabeth St & 47th St,70.0,15.0,2.4855041845238305e-05,1.331592202551153e-05,cold,mild,-1.1539119819726775e-05,85.0,41.80839,-87.656526
Elizabeth St & Fulton St,5016.0,916.0,0.001781041284224505,0.0008131589716912375,cold,mild,-0.0009678823125332675,5932.0,41.88678352528257,-87.65919419155264
Elizabeth St & Randolph St,6603.0,2027.0,0.0023445405900586933,0.001799424929714125,cold,mild,-0.0005451156603445684,8630.0,41.884336,-87.658902
Ellis Ave & 53rd St,3824.0,1297.0,0.0013577954288027327,0.0011513833911392303,cold,mild,-0.0002064120376635023,5121.0,41.79933626261,-87.6009581145
Ellis Ave & 55th St,11344.0,3482.0,0.004027937067034048,0.0030910693661887435,cold,mild,-0.0009368677008453046,14826.0,41.79430062054,-87.6014497734
Ellis Ave & 58th St,5870.0,788.0,0.0020842727947364124,0.0006995297704068725,cold,mild,-0.00138474302432954,6658.0,41.788746136093295,-87.60133399414377
Ellis Ave & 60th St,11171.0,3659.0,0.003966509606473673,0.0032481972460897796,cold,mild,-0.0007183123603838938,14830.0,41.78509714636001,-87.6010727606
Ellis Ave & 83rd St,54.0,13.0,1.917388942346955e-05,1.1540465755443327e-05,cold,mild,-7.633423668026224e-06,67.0,41.744123,-87.599034
Elmwood Ave & Austin St,740.0,288.0,0.00026275329950680495,0.0002556657028898214,cold,mild,-7.087596616983541e-06,1028.0,42.02578400000001,-87.684107
Elston Ave & Carmen Ave,167.0,89.0,5.929702840221139e-05,7.900780401803509e-05,cold,mild,1.9710775615823703e-05,256.0,41.97354,-87.74955
Elston Ave & Cortland St,8057.0,1948.0,0.0028608153163869293,0.0017292944070464308,cold,mild,-0.0011315209093404985,10005.0,41.91643343189861,-87.66674637967343
Elston Ave & George St,1044.0,417.0,0.0003706951955204113,0.00037018263230922054,cold,mild,-5.125632111907768e-07,1461.0,41.934003,-87.690823
Elston Ave & Henderson St,670.0,193.0,0.00023789825766156665,0.0001713315300615817,cold,mild,-6.656672759998495e-05,863.0,41.941499,-87.701051
Elston Ave & Wabansia Ave,1910.0,641.0,0.0006781875703486452,0.0005690337345568594,cold,mild,-0.00010915383579178579,2551.0,41.912919,-87.664169
Emerald Ave & 28th St,992.0,456.0,0.0003522314501496629,0.00040480402957555054,cold,mild,5.2572579425887666e-05,1448.0,41.84358000000001,-87.64536800000002
Emerald Ave & 31st St,2275.0,965.0,0.000807788859970245,0.0008566576503079085,cold,mild,4.886879033766346e-05,3240.0,41.83819799627639,-87.64514298911445
Evanston Civic Center,938.0,429.0,0.00033305756072619333,0.0003808353699296298,cold,mild,4.777780920343645e-05,1367.0,42.057044,-87.686554
Ewing Ave & 106th St,79.0,42.0,2.8050690082483233e-05,3.728458167143229e-05,cold,mild,9.233891588949057e-06,121.0,41.70266,-87.53564
Ewing Ave & 98th St,37.0,24.0,1.3137664975340247e-05,2.130547524081845e-05,cold,mild,8.167810265478202e-06,61.0,41.71781,-87.53504
Ewing Ave & Burnham Greenway,56.0,19.0,1.9884033476190646e-05,1.686683456564794e-05,cold,mild,-3.017198910542705e-06,75.0,41.70999,-87.5355
Exchange Ave & 79th St,113.0,53.0,4.012313897874184e-05,4.704959115680741e-05,cold,mild,6.926452178065568e-06,166.0,41.75211500633265,-87.55200700025293
Fairbanks Ct & Grand Ave,10104.0,4300.0,0.0035876477543469692,0.003817230980646639,cold,mild,0.00022958322629966976,14404.0,41.89184737210993,-87.62058019638062
Fairbanks St & Superior St,4463.0,1281.0,0.0015846864536471223,0.0011371797409786848,cold,mild,-0.0004475067126684376,5744.0,41.895748,-87.620104
Fairfield Ave & 44th St,226.0,72.0,8.024627795748368e-05,6.391642572245535e-05,cold,mild,-1.632985223502833e-05,298.0,41.813617,-87.6932272
Fairfield Ave & Pratt Blvd,282.0,100.0,0.00010013031143367432,8.877281350341021e-05,cold,mild,-1.1357497930264112e-05,382.0,42.0044482,-87.69859730000002
Fairfield Ave & Roosevelt Rd,172.0,109.0,6.107238853401413e-05,9.676236671871713e-05,cold,mild,3.5689978184703e-05,281.0,41.866624,-87.694521
Farragut Ave & Central Ave,177.0,83.0,6.284774866581686e-05,7.368143520783047e-05,cold,mild,1.083368654201361e-05,260.0,41.97666,-87.76823
Federal St & Polk St,10325.0,4027.0,0.0036661186721726503,0.003574881199782329,cold,mild,-9.12374723903214e-05,14352.0,41.87207763285,-87.6295437729
Field Blvd & South Water St,7703.0,3883.0,0.002735119819055295,0.0034470483483374182,cold,mild,0.000711928529282123,11586.0,41.88634906269,-87.6175165471
Field Museum,5388.0,4393.0,0.0019131280780306285,0.0038997896972048102,cold,mild,0.001986661619174182,9781.0,41.8653120005395,-87.61786701481803
Financial Pl & Ida B Wells Dr,6003.0,1482.0,0.002131497374242365,0.0013156130961205392,cold,mild,-0.0008158842781218257,7485.0,41.8750236280333,-87.6330940425396
Fort Dearborn Dr & 31st St,772.0,655.0,0.00027411560435034246,0.0005814619284473368,cold,mild,0.00030734632409699437,1427.0,41.83855595291223,-87.60821812148446
Fort Dearborn Dr & 31st St*,2220.0,1900.0,0.0007882598985204149,0.001686683456564794,cold,mild,0.0008984235580443791,4120.0,41.83867628233386,-87.60883195345701
Francisco Ave & 47th St,73.0,40.0,2.592025792431995e-05,3.5509125401364086e-05,cold,mild,9.588867477044137e-06,113.0,41.80849,-87.69673000000002
Francisco Ave & 85th St,73.0,24.0,2.592025792431995e-05,2.130547524081845e-05,cold,mild,-4.6147826835015e-06,97.0,41.738902,-87.695518
Francisco Ave & Bloomingdale Ave,645.0,256.0,0.00022902145700255298,0.00022725840256873013,cold,mild,-1.7630544338228496e-06,901.0,41.9139595955414,-87.69938705732484
Francisco Ave & Chicago Ave,1273.0,534.0,0.00045200668955697665,0.0004740468241082105,cold,mild,2.2040134551233842e-05,1807.0,41.895745,-87.698653
Francisco Ave & Foster Ave,1549.0,548.0,0.0005500065688324876,0.00048647501799868793,cold,mild,-6.353155083379971e-05,2097.0,41.97563272521,-87.7014194389
Francisco Ave & Hollywood Ave,48.0,16.0,1.7043457265306267e-05,1.4203650160545633e-05,cold,mild,-2.8398071047606337e-06,64.0,41.984746,-87.701593
Francisco Ave & Montrose Ave,791.0,262.0,0.00028086197285119287,0.00023258477137893475,cold,mild,-4.827720147225812e-05,1053.0,41.9610471,-87.700901
Franklin St & Adams St,6675.0,985.0,0.0023701057759566526,0.0008744122130085906,cold,mild,-0.001495693562948062,7660.0,41.879434091400135,-87.63550400733948
Franklin St & Adams St (Temp),767.0,87.0,0.00027234024421853974,7.723234774796688e-05,cold,mild,-0.00019510789647057288,854.0,41.87943409140013,-87.63550400733948
Franklin St & Adams St Corral,1766.0,40.0,0.0006270571985527264,3.5509125401364086e-05,cold,mild,-0.0005915480731513624,1806.0,41.87942,-87.63558
Franklin St & Chicago Ave,8299.0,2356.0,0.0029467427467661815,0.0020914874861403445,cold,mild,-0.000855255260625837,10655.0,41.896792266987376,-87.63564033012628
Franklin St & Illinois St,8455.0,3102.0,0.003002133982878427,0.0027537326748757847,cold,mild,-0.00024840130800264214,11557.0,41.89102335487364,-87.63548087376064
Franklin St & Jackson Blvd,10755.0,2531.0,0.0038187996435076854,0.002246839909771312,cold,mild,-0.0015719597337363733,13286.0,41.87770795589999,-87.6353211408
Franklin St & Lake St,9649.0,1768.0,0.00342608998235292,0.0015695033427402924,cold,mild,-0.0018565866396126277,11417.0,41.885837,-87.63549999999998
Franklin St & Madison St,299.0,62.0,0.00010616653588180363,5.503914437211433e-05,cold,mild,-5.11273915096893e-05,361.0,41.88139,-87.63542000000001
Franklin St & Monroe St,16873.0,692.0,0.005991130300781513,0.0006143078694435986,cold,mild,-0.005376822431337915,17565.0,41.88031616332084,-87.63518440237203
Franklin St & Monroe St Corral,197.0,4.0,6.994918919302781e-05,3.5509125401364082e-06,cold,mild,-6.63982766528914e-05,201.0,41.88056,-87.63524
Franklin St & Washington St,3403.0,393.0,0.0012083101057049422,0.0003488771570684021,cold,mild,-0.00085943294863654,3796.0,41.88318,-87.63511
Fulton Market,2691.0,828.0,0.0009554988229362327,0.0007350388958082365,cold,mild,-0.00022045992712799612,3519.0,41.886871,-87.648089
Glenwood Ave & Morse Ave,2699.0,1350.0,0.0009583393991471169,0.0011984329822960378,cold,mild,0.0002400935831489209,4049.0,42.00797192287,-87.6655023944
Glenwood Ave & Touhy Ave,978.0,420.0,0.0003472604417806152,0.00037284581671432287,cold,mild,2.5585374933707677e-05,1398.0,42.012701,-87.666058
Grace St & Central Ave,106.0,43.0,3.763763479421801e-05,3.817230980646639e-05,cold,mild,5.346750122483794e-07,149.0,41.9495327,-87.7672648
Grace St & Cicero Ave,216.0,84.0,7.66955576938782e-05,7.456916334286458e-05,cold,mild,-2.126394351013622e-06,300.0,41.94973,-87.74695
Grace/Sheffield,89.0,75.0,3.1601410346088703e-05,6.657961012755766e-05,cold,mild,3.497819978146896e-05,164.0,41.95120000000001,-87.6546
Grace/Sheffield Corral,377.0,138.0,0.00013386215393792632,0.00012250648263470608,cold,mild,-1.1355671303220236e-05,515.0,41.9511586,-87.6546115
Granville Ave & Clark St,81.0,47.0,2.8760834135204328e-05,4.17232223466028e-05,cold,mild,1.2962388211398472e-05,128.0,41.9944,-87.66983
Granville Ave & Pulaski Rd,77.0,18.0,2.734054602976214e-05,1.5979106430613838e-05,cold,mild,-1.13614395991483e-05,95.0,41.9924402,-87.72890720000001
Green St & Chicago Ave,1085.0,343.0,0.00038525314860119375,0.000304490750316697,cold,mild,-8.076239828449676e-05,1428.0,41.89466827448534,-87.64995936930755
Green St & Lake St,2771.0,995.0,0.0009839045850450765,0.0008832894943589316,cold,mild,-0.00010061509068614487,3766.0,41.88558,-87.64841
Green St & Madison St,11794.0,4386.0,0.0041877194788962945,0.003893575600259572,cold,mild,-0.0002941438786367226,16180.0,41.88185932803824,-87.64926373958588
Green St & Randolph St*,5781.0,2194.0,0.0020526713843903237,0.00194767552826482,cold,mild,-0.0001049958561255037,7975.0,41.8836016120626,-87.64862672558314
Green St & Washington Blvd,4473.0,1792.0,0.0015882371739107278,0.001590808817981111,cold,mild,2.5716440703832215e-06,6265.0,41.88318130575352,-87.64872461685994
Greenview Ave & Diversey Pkwy,3677.0,1595.0,0.0013055998409277321,0.0014159263753793928,cold,mild,0.00011032653445166066,5272.0,41.93258963429789,-87.66593635082245
Greenview Ave & Fullerton Ave,5244.0,2147.0,0.0018619977062347096,0.0019059523059182172,cold,mild,4.3954599683507624e-05,7391.0,41.92533,-87.6658
Greenview Ave & Jarvis Ave,1816.0,797.0,0.0006448107998707538,0.0007075193236221794,cold,mild,6.270852375142555e-05,2613.0,42.015962,-87.66857
Greenwood Ave & 47th St,996.0,404.0,0.00035365173825510507,0.0003586421665537772,cold,mild,4.990428298672154e-06,1400.0,41.809835,-87.59938299999999
Griffin Museum of Science and Industry,3132.0,2175.0,0.001112085586561234,0.0019308086936991721,cold,mild,0.0008187231071379382,5307.0,41.79172820953,-87.583945009
Hale Ave & 107th St,102.0,18.0,3.621734668877582e-05,1.5979106430613838e-05,cold,mild,-2.0238240258161983e-05,120.0,41.69920616812768,-87.66891896724701
Halsted St & 104th St,49.0,22.0,1.7398529291666816e-05,1.9530018970750244e-05,cold,mild,2.1314896790834287e-06,71.0,41.70513978893236,-87.6424241065979
Halsted St & 18th St,2660.0,1081.0,0.0009444915901190556,0.0009596341139718644,cold,mild,1.5142523852808786e-05,3741.0,41.85750568031716,-87.64599144458771
Halsted St & 21st St,1515.0,557.0,0.000537934119936229,0.0004944645712139948,cold,mild,-4.346954872223418e-05,2072.0,41.85377981072743,-87.6466029882431
Halsted St & 35th St,1480.0,619.0,0.0005255065990136099,0.0005495037155861092,cold,mild,2.399711657249926e-05,2099.0,41.830661,-87.647172
Halsted St & 37th St,422.0,128.0,0.00014984039512415094,0.00011362920128436506,cold,mild,-3.621119383978588e-05,550.0,41.827059,-87.64572
Halsted St & 47th Pl,164.0,66.0,5.823181232312975e-05,5.8590056912250737e-05,cold,mild,3.582445891209894e-07,230.0,41.80813391481,-87.6456165545
Halsted St & 51st St,195.0,73.0,6.923904514030671e-05,6.480415385748945e-05,cold,mild,-4.434891282817263e-06,268.0,41.80183164049,-87.645213904
Halsted St & 59th St,48.0,21.0,1.7043457265306267e-05,1.8642290835716145e-05,cold,mild,1.5988335704098787e-06,69.0,41.787539,-87.644874
Halsted St & 63rd St,81.0,15.0,2.8760834135204328e-05,1.331592202551153e-05,cold,mild,-1.5444912109692797e-05,96.0,41.77938114228001,-87.6446208145
Halsted St & 69th St,88.0,18.0,3.1246338319728154e-05,1.5979106430613838e-05,cold,mild,-1.5267231889114316e-05,106.0,41.76906172032,-87.6446135779
Halsted St & 78th St,42.0,28.0,1.4913025107142984e-05,2.485638778095486e-05,cold,mild,9.943362673811875e-06,70.0,41.75248701249013,-87.6439021574879
Halsted St & 96th St,118.0,62.0,4.189849911054457e-05,5.503914437211433e-05,cold,mild,1.3140645261569755e-05,180.0,41.71971218361882,-87.6430195569992
Halsted St & Archer Ave,1462.0,666.0,0.0005191153025391201,0.000591226937932712,cold,mild,7.211163539359194e-05,2128.0,41.847203,-87.646795
Halsted St & Armitage Ave,939.0,577.0,0.00033341263275255386,0.0005122191339146769,cold,mild,0.00017880650116212308,1516.0,41.91823000000001,-87.64878999999999
Halsted St & Belden St,1271.0,608.0,0.00045129654550425555,0.0005397387061007341,cold,mild,8.844216059647854e-05,1879.0,41.92365,-87.64894
Halsted St & Clybourn Ave,11153.0,4180.0,0.003960118309999184,0.003710703604442547,cold,mild,-0.00024941470555663687,15333.0,41.909668,-87.648128
Halsted St & Dickens Ave,7177.0,3656.0,0.0025483519331896474,0.0032455340616846773,cold,mild,0.0006971821284950299,10833.0,41.919936,-87.64883
Halsted St & Fulton St,9599.0,3059.0,0.003408336381034893,0.002715560365069318,cold,mild,-0.0006927760159655748,12658.0,41.88685835666811,-87.64802209919087
Halsted St & Lake St,831.0,321.0,0.0002950648539056148,0.00028496073134594676,cold,mild,-1.0104122559668018e-05,1152.0,41.885760000000005,-87.64711
Halsted St & Maxwell St,5930.0,1534.0,0.002105577116318045,0.0013617749591423125,cold,mild,-0.0007438021571757325,7464.0,41.864883,-87.64707099999998
