end_station_name,return_count_cold,return_count_mild,return_share_cold,return_share_mild,total_return_count,cold_minus_mild_share,cold_mild_share_ratio,end_lat,end_lng
Exchange Ave & 79th St,3.0,53.0,3.7159525844450226e-05,4.704959115680741e-05,56.0,-9.890065312357182e-06,0.7897993400466286,41.75211500633265,-87.55200700025293
Public Rack - Western Ave & Devon Ave,3.0,53.0,3.7159525844450226e-05,4.704959115680741e-05,56.0,-9.890065312357182e-06,0.7897993400466286,41.997579,-87.689713
Kilbourn Ave & Milwaukee Ave,4.0,67.0,4.9546034459266966e-05,5.947778504728484e-05,71.0,-9.931750588017877e-06,0.8330202847936072,41.94761930237381,-87.74001627636491
Lexington St & California Ave,3.0,55.0,3.7159525844450226e-05,4.882504742687561e-05,58.0,-1.1665521582425387e-05,0.761079952255069,41.8719938,-87.6958108
Dodge Ave & Main St,10.0,153.0,0.00012386508614816742,0.00013582240466021762,163.0,-1.1957318512050198e-05,0.911964226327832,42.03463185161588,-87.69918769598006
Grace St & Cicero Ave,5.0,84.0,6.193254307408371e-05,7.456916334286458e-05,89.0,-1.263662026878087e-05,0.8305405311950409,41.94973,-87.74695
Lincoln Ave & Addison St,79.0,1117.0,0.0009785341805705226,0.000991592326833092,1196.0,-1.3058146262569367e-05,0.986831147498467,41.946176,-87.673308
Public Rack - Rockwell & Division,3.0,57.0,3.7159525844450226e-05,5.060050369694382e-05,60.0,-1.3440977852493592e-05,0.7343759202692353,41.90282,-87.692397
Eberhart Ave & 61st St,4.0,71.0,4.9546034459266966e-05,6.302869758742125e-05,75.0,-1.3482663128154287e-05,0.7860903091046243,41.784071072761,-87.61448353528975
Racine Ave & Broadway,23.0,337.0,0.00028488969814078507,0.0002991643815064924,360.0,-1.427468336570733e-05,0.9522849759760805,41.968235,-87.65965479999998
Wells St & Randolph St Corral,5.0,86.0,6.193254307408371e-05,7.634461961293278e-05,91.0,-1.4412076538849067e-05,0.8112258881135901,41.88438,-87.63396
Wabash Ave & Adams St,152.0,2138.0,0.0018827493094521446,0.0018979627527029102,2290.0,-1.521344325076555e-05,0.9919843341427886,41.87947235235,-87.6256886059
Rockwell/Irving Park Hub,3.0,59.0,3.7159525844450226e-05,5.237595996701202e-05,62.0,-1.5216434122561797e-05,0.7094822965642644,41.954212,-87.69317000000001
Melvina Ave & Giddings Ave,5.0,87.0,6.193254307408371e-05,7.723234774796688e-05,92.0,-1.5299804673883166e-05,0.8019015733487233,41.96648,-87.78202000000002
