condition_type,day_type,condition_value,end_station_name,return_count
cold,weekday,cold,Public Rack - Northwest Hwy & Overhill Ave,1
cold,weekday,cold,Public Rack - Norwood Park Station,1
cold,weekday,cold,Public Rack - Oak Park & Higgins,1
cold,weekday,cold,Public Rack - Oak Park Ave & Foster Ave,3
cold,weekday,cold,Public Rack - Octavia Ave & Touhy Ave,1
cold,weekday,cold,Public Rack - Odell & Talcott,2
cold,weekday,cold,Public Rack - Oglesby Ave & 95th St,1
cold,weekday,cold,Public Rack - Oketo & Northwest Hwy,1
cold,weekday,cold,Public Rack - Olmstead Ave & Oliphant Ave,9
cold,weekday,cold,Public Rack - Osceola Ave & Touhy Ave,1
cold,weekday,cold,Public Rack - Ottowa Ave & Touhy Ave,1
cold,weekday,cold,Public Rack - Overhill Ave & Touhy Ave,1
cold,weekday,cold,Public Rack - Park Manor Elementary School,1
cold,weekday,cold,Public Rack - Parkside & 63rd,3
cold,weekday,cold,Public Rack - Parkside & Archer,1
cold,weekday,cold,Public Rack - Parkside & Elston,14
cold,weekday,cold,Public Rack - Penn Elementary School / KIPP Ascend Middle School,6
cold,weekday,cold,Public Rack - Peterson Ave & Bernard Ave,1
cold,weekday,cold,Public Rack - Peterson Ave & Drake Ave,6
cold,weekday,cold,Public Rack - Peterson Park,4
cold,weekday,cold,Public Rack - Plainfield Ave & Irving Park Rd,1
cold,weekday,cold,Public Rack - Prairie Ave & 47th St,25
cold,weekday,cold,Public Rack - Prairie Ave & Garfield Blvd N,3
cold,weekday,cold,Public Rack - Prairie Ave & Garfield Blvd S,1
cold,weekday,cold,Public Rack - Pratt Ave & Odell Ave,3
cold,weekday,cold,Public Rack - Pulaski & Ardmore,2
cold,weekday,cold,Public Rack - Pulaski Rd & 41st,1
cold,weekday,cold,Public Rack - Pulaski Rd & 44th St,21
cold,weekday,cold,Public Rack - Pulaski Rd & Armitage Ave,1
cold,weekday,cold,Public Rack - Pulaski Rd & Fullerton Ave,6
cold,weekday,cold,Public Rack - Pullman - Planet Fitness,1
cold,weekday,cold,Public Rack - Pullman - Ross Dress for Less,1
cold,weekday,cold,Public Rack - Pullman - Walmart,1
cold,weekday,cold,Public Rack - Pullman Community Center,2
cold,weekday,cold,Public Rack - Richard Daley College,3
cold,weekday,cold,Public Rack - Richmond St & Thorndale Ave,1
cold,weekday,cold,Public Rack - Rockwell & Division,10
cold,weekday,cold,Public Rack - Rockwell Ave & Touhy Ave,1
cold,weekday,cold,Public Rack - Rutherford Ave & Belmont Ave,1
cold,weekday,cold,Public Rack - Sacramento Ave & Devon Ave,1
cold,weekday,cold,Public Rack - Saginaw Ave & 93rd St,1
cold,weekday,cold,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,1
cold,weekday,cold,Public Rack - Sawyer Ave & Lawrence Ave,2
cold,weekday,cold,Public Rack - South Shore Dr & 71st St,16
cold,weekday,cold,Public Rack - Spaulding Ave & Bryn Mawr Ave,2
cold,weekday,cold,Public Rack - Spaulding Ave & Evergreen Ave,24
cold,weekday,cold,Public Rack - Spaulding Ave & Foster Ave,1
cold,weekday,cold,Public Rack - Spaulding Ave & North Ave,14
cold,weekday,cold,Public Rack - Springfield Ave & Lawrence Ave,7
cold,weekday,cold,Public Rack - St Louis Ave & Flournoy St,1
cold,weekday,cold,Public Rack - Talman Ave & 51st St,2
cold,weekday,cold,Public Rack - Touhy Ave & Oconto Ave,3
cold,weekday,cold,Public Rack - Walden Pkwy & 103rd St,4
cold,weekday,cold,Public Rack - Washington Park Ct & 51st St,2
cold,weekday,cold,Public Rack - Washtenaw Ave & Devon Ave,19
cold,weekday,cold,Public Rack - Washtenaw Ave & Superior St,31
cold,weekday,cold,Public Rack - Western Ave & 100th St,2
cold,weekday,cold,Public Rack - Western Ave & 118th St,1
cold,weekday,cold,Public Rack - Western Ave & 47th Pl,3
cold,weekday,cold,Public Rack - Western Ave & 92nd Pl,2
cold,weekday,cold,Public Rack - Western Ave & 96th St,1
cold,weekday,cold,Public Rack - Western Ave & Devon Ave,7
cold,weekday,cold,Public Rack - Western Blvd & 49th St,7
cold,weekday,cold,Public Rack - Whipple St & 63rd St,6
cold,weekday,cold,Public Rack - Wilbur Wright College South,8
cold,weekday,cold,Public Rack - Woodlawn Ave & 63rd St N,53
cold,weekday,cold,Public Rack - Woodlawn Ave & 63rd St S,10
cold,weekday,cold,Public Rack - Wrightwood Metra Station,3
cold,weekday,cold,Pulaski Rd & 51st St,59
cold,weekday,cold,Pulaski Rd & 54th St,7
cold,weekday,cold,Pulaski Rd & 60th Pl,1
cold,weekday,cold,Pulaski Rd & 60th St,1
cold,weekday,cold,Pulaski Rd & 68th St,2
cold,weekday,cold,Pulaski Rd & 75th St,1
cold,weekday,cold,Pulaski Rd & 84th St,2
cold,weekday,cold,Pulaski Rd & Ann Lurie Pl,26
cold,weekday,cold,Pulaski Rd & Congress Pkwy,15
cold,weekday,cold,Pulaski Rd & Eddy St,30
cold,weekday,cold,Pulaski Rd & Lake St,2
cold,weekday,cold,Racine Ave & 115th St,2
cold,weekday,cold,Racine Ave & 13th St,77
cold,weekday,cold,Racine Ave & 15th St,161
cold,weekday,cold,Racine Ave & 18th St,454
cold,weekday,cold,Racine Ave & 35th St,61
cold,weekday,cold,Racine Ave & 61st St,1
cold,weekday,cold,Racine Ave & Belmont Ave,440
cold,weekday,cold,Racine Ave & Broadway,110
cold,weekday,cold,Racine Ave & Congress Pkwy,615
cold,weekday,cold,Racine Ave & Fullerton Ave,634
cold,weekday,cold,Racine Ave & Garfield Blvd,2
cold,weekday,cold,Racine Ave & Randolph St,233
cold,weekday,cold,Racine Ave & Washington Blvd,385
cold,weekday,cold,Racine Ave & Webster Ave,74
cold,weekday,cold,Racine Ave & Wrightwood Ave,391
cold,weekday,cold,Racine/Eddy Corral,5
cold,weekday,cold,Ravenswood Ave & Berteau Ave,251
cold,weekday,cold,Ravenswood Ave & Irving Park Rd,276
cold,weekday,cold,Ravenswood Ave & Lawrence Ave,1451
cold,weekday,cold,Rhodes Ave & 32nd St,262
cold,weekday,cold,Rhodes Ave & 71st St,1
cold,weekday,cold,Richmond St & 59th St,12
cold,weekday,cold,Richmond St & Diversey Ave,119
cold,weekday,cold,Richmond St & Lincoln Ave,21
cold,weekday,cold,Ridge Blvd & Howard St,28
cold,weekday,cold,Ridge Blvd & Touhy Ave,50
cold,weekday,cold,Ritchie Ct & Banks St,660
cold,weekday,cold,Rockwell Ave & Logan Blvd,33
cold,weekday,cold,Rockwell St & 47th St,4
cold,weekday,cold,Rockwell St & 57th St,4
cold,weekday,cold,Rockwell St & 63rd St,1
cold,weekday,cold,Rockwell St & Archer Ave,45
cold,weekday,cold,Rockwell St & Cermak Rd,15
cold,weekday,cold,Rockwell St & Division St,1
cold,weekday,cold,Rockwell St & Eastwood Ave,155
cold,weekday,cold,Rockwell St & Fletcher St,57
cold,weekday,cold,Rockwell/Irving Park Hub,8
cold,weekday,cold,Roscoe & Harlem,2
cold,weekday,cold,Rush St & Cedar St,954
cold,weekday,cold,Rush St & Hubbard St,823
cold,weekday,cold,Rush St & Illinois St,130
cold,weekday,cold,Rush St & Superior St,862
cold,weekday,cold,S Wentworth Ave & W 111th St,1
cold,weekday,cold,SCOOTERS CLASSIC - 2132 W Hubbard ST,11
cold,weekday,cold,Sacramento Ave & 25th St,3
cold,weekday,cold,Sacramento Ave & 51st St,3
cold,weekday,cold,Sacramento Ave & Linden Pl,28
cold,weekday,cold,Sacramento Ave & Lunt Ave,14
cold,weekday,cold,Sacramento Ave & Lyndale St,19
cold,weekday,cold,Sacramento Ave & Pratt Blvd,9
cold,weekday,cold,Sacramento Blvd & Addison St,32
cold,weekday,cold,Sacramento Blvd & Franklin Blvd,38
cold,weekday,cold,Sacramento Blvd & Fulton Ave,17
cold,weekday,cold,Sacramento Blvd & Polk St,6
cold,weekday,cold,Sangamon St & Adams St,116
cold,weekday,cold,Sangamon St & Lake St,793
cold,weekday,cold,Sangamon St & Washington Blvd,660
cold,weekday,cold,Sawyer Ave & Fullerton Ave,24
cold,weekday,cold,Sawyer Ave & Irving Park Rd,75
cold,weekday,cold,Sayre Ave & Diversey Ave,9
cold,weekday,cold,Scottsdale Park,1
cold,weekday,cold,Sedgwick St & Chicago Ave,61
cold,weekday,cold,Sedgwick St & Huron St,1114
cold,weekday,cold,Sedgwick St & North Ave,636
cold,weekday,cold,Sedgwick St & North Ave*,74
cold,weekday,cold,Sedgwick St & Schiller St,243
cold,weekday,cold,Sedgwick St & Webster Ave,671
cold,weekday,cold,Seeley Ave & Garfield Blvd,1
cold,weekday,cold,Seeley Ave & Roscoe St,322
cold,weekday,cold,Seminary Ave & Belden Ave,24
cold,weekday,cold,Shabbona Park,5
cold,weekday,cold,Shedd Aquarium,443
cold,weekday,cold,Sheffield Ave & Addison St,193
cold,weekday,cold,Sheffield Ave & Fletcher St,47
cold,weekday,cold,Sheffield Ave & Fullerton Ave,1090
cold,weekday,cold,Sheffield Ave & Fullerton Ave*,172
cold,weekday,cold,Sheffield Ave & Kingsbury St,727
cold,weekday,cold,Sheffield Ave & Kingsbury St*,68
cold,weekday,cold,Sheffield Ave & Waveland Ave,617
cold,weekday,cold,Sheffield Ave & Webster Ave,761
cold,weekday,cold,Sheffield Ave & Wellington Ave,678
cold,weekday,cold,Sheffield Ave & Willow St,536
cold,weekday,cold,Sheffield Ave & Wrightwood Ave,599
cold,weekday,cold,Sheffield/Cornelia Corral,10
cold,weekday,cold,Sheffield/Newport Corral,15
cold,weekday,cold,Sheridan Rd & Argyle St,399
cold,weekday,cold,Sheridan Rd & Berwyn Ave,50
cold,weekday,cold,Sheridan Rd & Buena Ave,480
cold,weekday,cold,Sheridan Rd & Columbia Ave,167
cold,weekday,cold,Sheridan Rd & Greenleaf Ave,77
cold,weekday,cold,Sheridan Rd & Irving Park Rd,910
cold,weekday,cold,Sheridan Rd & Lawrence Ave,251
cold,weekday,cold,Sheridan Rd & Loyola Ave,184
cold,weekday,cold,Sheridan Rd & Montrose Ave,603
cold,weekday,cold,Sheridan Rd & Noyes St (NU),560
cold,weekday,cold,Shields Ave & 28th Pl,221
cold,weekday,cold,Shields Ave & 31st St,220
cold,weekday,cold,Shields Ave & 43rd St,21
cold,weekday,cold,Shore Dr & 53rd St,34
cold,weekday,cold,Shore Dr & 55th St,554
cold,weekday,cold,Smith Park,122
cold,weekday,cold,South Shore Dr & 67th St,41
cold,weekday,cold,South Shore Dr & 71st St,9
cold,weekday,cold,South Shore Dr & 74th St,20
cold,weekday,cold,Southport Ave & Belmont Ave,531
cold,weekday,cold,Southport Ave & Clark St,182
cold,weekday,cold,Southport Ave & Clybourn Ave,462
cold,weekday,cold,Southport Ave & Grace St,86
cold,weekday,cold,Southport Ave & Irving Park Rd,387
cold,weekday,cold,Southport Ave & Roscoe St,764
cold,weekday,cold,Southport Ave & Waveland Ave,798
cold,weekday,cold,Southport Ave & Waveland Ave*,92
cold,weekday,cold,Southport Ave & Wellington Ave,646
cold,weekday,cold,Southport Ave & Wrightwood Ave,618
cold,weekday,cold,Southport Ave & Wrightwood Ave*,65
cold,weekday,cold,Spaulding Ave & 16th St,8
cold,weekday,cold,Spaulding Ave & Armitage Ave,305
cold,weekday,cold,Spaulding Ave & Division St,154
cold,weekday,cold,Spaulding Ave & Milwaukee Ave,27
cold,weekday,cold,Springfield Ave & 47th St,6
cold,weekday,cold,Springfield Ave & 71st St,6
cold,weekday,cold,Springfield Ave & North Ave,39
cold,weekday,cold,St Clair St & Ohio St,200
cold,weekday,cold,St Louis Ave & 51st St,6
cold,weekday,cold,St Louis Ave & 59th St,32
cold,weekday,cold,St Louis Ave & Foster Ave,34
cold,weekday,cold,St Louis Ave & Norman Bobbins Pl,4
cold,weekday,cold,St. Clair St & Erie St,1609
cold,weekday,cold,St. Clair St & Erie St 1,54
cold,weekday,cold,St. Clair St & Erie St 2,105
cold,weekday,cold,St. Louis & 71st St,5
cold,weekday,cold,St. Louis Ave & Balmoral Ave,73
cold,weekday,cold,St. Louis Ave & Fullerton Ave,192
cold,weekday,cold,State St & 111th St,1
cold,weekday,cold,State St & 123rd St,2
cold,weekday,cold,State St & 19th St,121
cold,weekday,cold,State St & 29th St,37
cold,weekday,cold,State St & 33rd St,733
cold,weekday,cold,State St & 35th St,270
cold,weekday,cold,State St & 45th St,1
cold,weekday,cold,State St & 54th St,8
cold,weekday,cold,State St & 76th St,2
cold,weekday,cold,State St & 79th St,12
cold,weekday,cold,State St & 95th St,15
cold,weekday,cold,State St & Chicago Ave,2208
cold,weekday,cold,State St & Harrison St,391
cold,weekday,cold,State St & Kinzie St,1171
cold,weekday,cold,State St & Pearson St,480
cold,weekday,cold,State St & Pershing Rd,2
cold,weekday,cold,State St & Randolph St,880
cold,weekday,cold,State St & Van Buren St,537
cold,weekday,cold,Stave St & Armitage Ave,281
cold,weekday,cold,Steelworkers Park,3
cold,weekday,cold,Stetson Ave & South Water St,600
cold,weekday,cold,Stewart Ave & 123rd St,5
cold,weekday,cold,Stockton Dr & Wrightwood Ave,587
cold,weekday,cold,Stony Island Ave & 63rd St,10
cold,weekday,cold,Stony Island Ave & 64th St,6
cold,weekday,cold,Stony Island Ave & 67th St,13
cold,weekday,cold,Stony Island Ave & 71st St,26
cold,weekday,cold,Stony Island Ave & 75th St,30
cold,weekday,cold,Stony Island Ave & 82nd St,4
cold,weekday,cold,Stony Island Ave & 90th St,1
cold,weekday,cold,Stony Island Ave & South Chicago Ave,1
cold,weekday,cold,Streeter Dr & Grand Ave,480
cold,weekday,cold,Streeter Dr/Grand Ave,46
cold,weekday,cold,Talman Ave & Addison St,181
cold,weekday,cold,The Salt Shed,42
cold,weekday,cold,Theater on the Lake,187
cold,weekday,cold,Throop St & 52nd St,1
cold,weekday,cold,Throop St & 99th St,3
cold,weekday,cold,Throop St & Taylor St,393
cold,weekday,cold,Torrence Ave & 126th Pl,2
cold,weekday,cold,Tripp Ave & 65th St,18
cold,weekday,cold,Troy St & Elston Ave,176
cold,weekday,cold,Troy St & Grace St,54
cold,weekday,cold,Troy St & Jackson Blvd,2
cold,weekday,cold,Troy St & North Ave,85
cold,weekday,cold,Union Ave & Root St,18
cold,weekday,cold,University Ave & 57th St,2534
cold,weekday,cold,University Ave & 59th St,902
cold,weekday,cold,University Ave & 65th St,41
cold,weekday,cold,University Library (NU),252
cold,weekday,cold,Valli Produce - Evanston Plaza,34
cold,weekday,cold,Vernon Ave & 107th St,1
cold,weekday,cold,Vernon Ave & 75th St,4
cold,weekday,cold,Vernon Ave & 79th St,9
cold,weekday,cold,Vincennes Ave & 104th St,4
cold,weekday,cold,Vincennes Ave & 107th St,3
cold,weekday,cold,Vincennes Ave & 75th St,1
cold,weekday,cold,Vincennes Ave & 79th St,4
cold,weekday,cold,Vincennes Ave & 95th St,7
cold,weekday,cold,Virginia Ave & Catalpa Ave,24
cold,weekday,cold,W 103rd St & S Avers Ave,3
cold,weekday,cold,W Armitage Ave & N Sheffield Ave,184
cold,weekday,cold,W Washington Blvd & N Peoria St,39
cold,weekday,cold,Wabash Ave & 16th St,479
cold,weekday,cold,Wabash Ave & 49th St,1
cold,weekday,cold,Wabash Ave & 59th St,3
cold,weekday,cold,Wabash Ave & 83rd St,5
cold,weekday,cold,Wabash Ave & 87th St,9
cold,weekday,cold,Wabash Ave & 9th St,962
cold,weekday,cold,Wabash Ave & Adams St,913
cold,weekday,cold,Wabash Ave & Cermak Rd,149
cold,weekday,cold,Wabash Ave & Grand Ave,1487
cold,weekday,cold,Wabash Ave & Jackson Blvd,189
cold,weekday,cold,Wabash Ave & Roosevelt Rd,1239
cold,weekday,cold,Wabash Ave & Wacker Pl,596
cold,weekday,cold,Wabash Ave & Washington St,354
cold,weekday,cold,Wacker Dr & Randolph St,264
cold,weekday,cold,Wacker Dr & Washington St,1211
cold,weekday,cold,Wacker Dr & Washington St Corral,37
cold,weekday,cold,Walden Pkwy & 100th St,11
cold,weekday,cold,Wallace St & 28th St,13
cold,weekday,cold,Wallace St & 35th St,79
cold,weekday,cold,Wallace St & Pershing Rd,15
cold,weekday,cold,Walsh Park,296
cold,weekday,cold,Warren Park East,82
cold,weekday,cold,Warren Park West,69
cold,weekday,cold,Washtenaw Ave & Lawrence Ave,176
cold,weekday,cold,Washtenaw Ave & Ogden Ave,28
cold,weekday,cold,Washtenaw Ave & Peterson Ave,22
cold,weekday,cold,Washtenaw Ave & Polk St,14
cold,weekday,cold,Waveland/Racine Corral,9
cold,weekday,cold,Wellington Ave & Mulligan Ave,3
cold,weekday,cold,Wells St & 19th St,31
cold,weekday,cold,Wells St & Concord Ln,1684
cold,weekday,cold,Wells St & Elm St,1701
cold,weekday,cold,Wells St & Evergreen Ave,759
cold,weekday,cold,Wells St & Hubbard St,1927
cold,weekday,cold,Wells St & Huron St,1654
cold,weekday,cold,Wells St & Institute Pl,504
cold,weekday,cold,Wells St & Madison St,276
cold,weekday,cold,Wells St & Polk St,855
cold,weekday,cold,Wells St & Randolph St,1098
cold,weekday,cold,Wells St & Randolph St Corral,46
cold,weekday,cold,Wells St & Walton St,822
cold,weekday,cold,Wells St & Washington St,164
cold,weekday,cold,Wentworth Ave & 104th St,2
cold,weekday,cold,Wentworth Ave & 107th St,5
cold,weekday,cold,Wentworth Ave & 24th St,74
cold,weekday,cold,Wentworth Ave & 33rd St,100
cold,weekday,cold,Wentworth Ave & 35th St,92
cold,weekday,cold,Wentworth Ave & 63rd St,11
cold,weekday,cold,Wentworth Ave & 92nd St,4
cold,weekday,cold,Wentworth Ave & Cermak Rd,43
cold,weekday,cold,Wentworth Ave & Cermak Rd*,299
cold,weekday,cold,Western Ave & 101st St,8
cold,weekday,cold,Western Ave & 104th St,5
cold,weekday,cold,Western Ave & 111th St,1
cold,weekday,cold,Western Ave & 21st St,80
cold,weekday,cold,Western Ave & 24th St,48
cold,weekday,cold,Western Ave & 28th St,6
cold,weekday,cold,Western Ave & 43rd St,2
cold,weekday,cold,Western Ave & 62nd St,2
cold,weekday,cold,Western Ave & 79th St,5
cold,weekday,cold,Western Ave & 81st St,1
cold,weekday,cold,Western Ave & Ardmore Ave,17
cold,weekday,cold,Western Ave & Berteau Ave,99
cold,weekday,cold,Western Ave & Congress Pkwy,124
cold,weekday,cold,Western Ave & Division St,249
cold,weekday,cold,Western Ave & Fillmore St,208
cold,weekday,cold,Western Ave & Grace St,86
cold,weekday,cold,Western Ave & Granville Ave,136
cold,weekday,cold,Western Ave & Gunnison St,44
cold,weekday,cold,Western Ave & Howard St,83
cold,weekday,cold,Western Ave & Lake St,28
cold,weekday,cold,Western Ave & Leland Ave,315
cold,weekday,cold,Western Ave & Lunt Ave,88
cold,weekday,cold,Western Ave & Lyndale St,32
cold,weekday,cold,Western Ave & Monroe St,103
cold,weekday,cold,Western Ave & Roscoe St,176
cold,weekday,cold,Western Ave & Wabansia Ave,37
cold,weekday,cold,Western Ave & Walton St,312
cold,weekday,cold,Western Ave & Winnebago Ave,475
cold,weekday,cold,Western Blvd & 48th Pl,26
cold,weekday,cold,Whipple/Irving Park,34
cold,weekday,cold,Wilton Ave & Addison St,114
cold,weekday,cold,Wilton Ave & Belmont Ave,1189
cold,weekday,cold,Wilton Ave & Diversey Pkwy,699
cold,weekday,cold,Wilton Ave & Diversey Pkwy*,301
cold,weekday,cold,Winchester (Ravenswood) Ave & Balmoral Ave,111
cold,weekday,cold,Winchester Ave & Elston Ave,163
cold,weekday,cold,Winthrop Ave & Lawrence Ave,248
cold,weekday,cold,Wolcott (Ravenswood) Ave & Montrose Ave,274
cold,weekday,cold,Wolcott Ave & Fargo Ave,18
cold,weekday,cold,Wolcott Ave & Polk St,728
cold,weekday,cold,Wood St & 33rd St,18
cold,weekday,cold,Wood St & 35th St,30
cold,weekday,cold,Wood St & 84th St,1
cold,weekday,cold,Wood St & Augusta Blvd,356
cold,weekday,cold,Wood St & Beach Ave,230
cold,weekday,cold,Wood St & Chicago Ave,521
cold,weekday,cold,Wood St & Cortland St,30
cold,weekday,cold,Wood St & Hubbard St,273
cold,weekday,cold,Wood St & Milwaukee Ave,429
cold,weekday,cold,Wood St & Milwaukee Ave*,86
cold,weekday,cold,Wood St & Taylor St (Temp),525
cold,weekday,cold,Wood St & Walnut St,9
cold,weekday,cold,Wood St & Webster Ave,145
cold,weekday,cold,Woodlawn & 103rd,1
cold,weekday,cold,Woodlawn Ave & 55th St,700
cold,weekday,cold,Woodlawn Ave & 58th St,933
cold,weekday,cold,Woodlawn Ave & 75th St,1
cold,weekday,cold,Woodlawn Ave & Lake Park Ave,105
cold,weekday,cold,Yates Blvd & 75th St,4
cold,weekday,cold,Yates Blvd & 93rd St,3
cold,weekday,mild,2112 W Peterson Ave,520
cold,weekday,mild,21st St & Pulaski Rd,57
cold,weekday,mild,63rd St Beach,578
cold,weekday,mild,900 W Harrison St,5831
cold,weekday,mild,Aberdeen St & 103rd St,32
cold,weekday,mild,Aberdeen St & Carroll Ave,3719
cold,weekday,mild,Aberdeen St & Jackson Blvd,8686
cold,weekday,mild,Aberdeen St & Monroe St,5178
cold,weekday,mild,Aberdeen St & Randolph St,7533
cold,weekday,mild,Ada St & 113th Place,4
cold,weekday,mild,Ada St & Washington Blvd,4539
cold,weekday,mild,Addison Red Line,390
cold,weekday,mild,Addison Red Line Corral,30
cold,weekday,mild,Addison/Racine,176
cold,weekday,mild,Addison/Racine Corral,676
cold,weekday,mild,Addison/Sheffield SE Corral,249
cold,weekday,mild,Addison/Sheffield SW Corral,339
cold,weekday,mild,Addison/Wilton Corral,377
cold,weekday,mild,Adler Planetarium,7540
cold,weekday,mild,Albany Ave & 16th St,57
cold,weekday,mild,Albany Ave & 26th St,137
cold,weekday,mild,Albany Ave & Belmont Ave,420
cold,weekday,mild,Albany Ave & Bloomingdale Ave,2653
cold,weekday,mild,Albany Ave & Douglas Blvd,103
cold,weekday,mild,Albany Ave & Montrose Ave,1415
cold,weekday,mild,Altgeld Gardens,21
cold,weekday,mild,Archer & Wentworth,530
cold,weekday,mild,Archer (Damen) Ave & 37th St,246
cold,weekday,mild,Archer Ave & 43rd St,37
cold,weekday,mild,Archer Ave & 49th St,53
cold,weekday,mild,Archer Ave & Homan Ave,52
cold,weekday,mild,Archer Ave & Wentworth Ave,768
cold,weekday,mild,Artesian Ave & 55th St,59
cold,weekday,mild,Artesian Ave & 71st St,40
cold,weekday,mild,Artesian Ave & Hubbard St,3578
cold,weekday,mild,Artesian Ave & Marquette Rd,29
cold,weekday,mild,Ashland Ave & 13th St,1970
cold,weekday,mild,Ashland Ave & 50th St,100
cold,weekday,mild,Ashland Ave & 63rd St,42
cold,weekday,mild,Ashland Ave & 66th St,41
cold,weekday,mild,Ashland Ave & 74th St,42
cold,weekday,mild,Ashland Ave & 78th St,40
cold,weekday,mild,Ashland Ave & Archer Ave,710
cold,weekday,mild,Ashland Ave & Augusta Blvd,4027
cold,weekday,mild,Ashland Ave & Belle Plaine Ave,1584
cold,weekday,mild,Ashland Ave & Blackhawk St,4908
cold,weekday,mild,Ashland Ave & Chicago Ave,4641
cold,weekday,mild,Ashland Ave & Division St,9494
cold,weekday,mild,Ashland Ave & Garfield Blvd,36
cold,weekday,mild,Ashland Ave & Grace St,3314
cold,weekday,mild,Ashland Ave & Grand Ave,3240
cold,weekday,mild,Ashland Ave & Lake St,3263
cold,weekday,mild,Ashland Ave & McDowell Ave,174
cold,weekday,mild,Ashland Ave & Pershing Rd,304
cold,weekday,mild,Ashland Ave & Wellington Ave,3911
cold,weekday,mild,Ashland Ave & Wrightwood Ave,3618
cold,weekday,mild,Augusta Blvd & Laramie Ave,63
cold,weekday,mild,Austin Ave & Milwaukee Ave,107
cold,weekday,mild,Austin Blvd & Chicago Ave,64
cold,weekday,mild,Austin Blvd & Lake St,227
cold,weekday,mild,Austin Blvd & Madison St,176
cold,weekday,mild,Ave L & 114th,90
cold,weekday,mild,Avenue L & 114th St,3
cold,weekday,mild,Avenue O & 118th St,14
cold,weekday,mild,Avenue O & 134th St,20
cold,weekday,mild,Avers Ave & 16th St,71
cold,weekday,mild,Avers Ave & Belmont Ave,1794
cold,weekday,mild,Avers Ave & Foster Ave,146
cold,weekday,mild,Avondale Ave & Irving Park Rd,1951
cold,weekday,mild,Baltimore Ave & 133rd St,38
cold,weekday,mild,Baltimore Ave & 87th St,50
cold,weekday,mild,Bennett Ave & 79th St,16
cold,weekday,mild,Benson Ave & Church St,4227
cold,weekday,mild,Bernard St & Elston Ave,685
cold,weekday,mild,Bernard St & Peterson Ave,158
cold,weekday,mild,Big Marsh Park,126
cold,weekday,mild,Bissell St & Armitage Ave*,7165
cold,weekday,mild,Blackstone Ave & 59th St,5220
cold,weekday,mild,Blackstone Ave & Hyde Park Blvd,2834
cold,weekday,mild,Blue Island Ave & 18th St,3066
cold,weekday,mild,Bosworth Ave & Howard St,485
cold,weekday,mild,Bradley Park,43
cold,weekday,mild,Broadway & Argyle St,3931
cold,weekday,mild,Broadway & Barry Ave,11073
cold,weekday,mild,Broadway & Belmont Ave,8585
cold,weekday,mild,Broadway & Berwyn Ave,4439
cold,weekday,mild,Broadway & Cornelia Ave,12225
cold,weekday,mild,Broadway & Cuyler Ave,292
cold,weekday,mild,Broadway & Granville Ave,4060
cold,weekday,mild,Broadway & Oakdale Ave,2511
cold,weekday,mild,Broadway & Ridge Ave,2958
cold,weekday,mild,Broadway & Roscoe Ave,506
cold,weekday,mild,Broadway & Sheridan Rd,8167
cold,weekday,mild,Broadway & Sunnyside Ave,1587
cold,weekday,mild,Broadway & Thorndale Ave,3872
cold,weekday,mild,Broadway & Waveland Ave,11491
cold,weekday,mild,Broadway & Wilson Ave,6130
cold,weekday,mild,Buckingham Fountain,6248
cold,weekday,mild,Budlong Woods Library,428
cold,weekday,mild,Burley Ave & 85th St,41
cold,weekday,mild,Burley Ave & 91st St,11
cold,weekday,mild,Burling St & Armitage Ave,596
cold,weekday,mild,Burling St & Diversey Pkwy,6752
cold,weekday,mild,Burnham Greenway & 105th St,57
cold,weekday,mild,Burnham Greenway & 112th St,112
cold,weekday,mild,Burnham Harbor,4930
cold,weekday,mild,California & 16th St,146
cold,weekday,mild,California Ave & 21st St,650
cold,weekday,mild,California Ave & 23rd Pl,343
cold,weekday,mild,California Ave & 26th St,145
cold,weekday,mild,California Ave & 29th St,15
cold,weekday,mild,California Ave & 36th St,54
cold,weekday,mild,California Ave & 41st St,210
cold,weekday,mild,California Ave & 71st St,105
cold,weekday,mild,California Ave & Altgeld St,1998
cold,weekday,mild,California Ave & Byron St,1615
cold,weekday,mild,California Ave & Cortez St,3477
cold,weekday,mild,California Ave & Division St,2132
cold,weekday,mild,California Ave & Fletcher St,2016
cold,weekday,mild,California Ave & Francis Pl,2468
cold,weekday,mild,California Ave & Granville Ave,758
cold,weekday,mild,California Ave & Lake St,521
cold,weekday,mild,California Ave & Madison St,129
cold,weekday,mild,California Ave & Marquette Rd,70
cold,weekday,mild,California Ave & Milwaukee Ave,6651
cold,weekday,mild,California Ave & Montrose Ave,2077
cold,weekday,mild,California Ave & North Ave,2273
cold,weekday,mild,California Ave & Touhy Ave,200
cold,weekday,mild,California Ave & Winona St,311
cold,weekday,mild,Calumet Ave & 18th St,4957
cold,weekday,mild,Calumet Ave & 21st St,3247
cold,weekday,mild,Calumet Ave & 33rd St,2301
cold,weekday,mild,Calumet Ave & 35th St,800
cold,weekday,mild,Calumet Ave & 51st St,408
cold,weekday,mild,Calumet Ave & 71st St,26
cold,weekday,mild,Calumet Park,87
cold,weekday,mild,Campbell Ave & 51st St,67
cold,weekday,mild,Campbell Ave & Augusta Blvd,1744
cold,weekday,mild,Campbell Ave & Fullerton Ave,1497
cold,weekday,mild,Campbell Ave & Irving Park Rd,468
