end_station_name,return_count_dry,return_count_rainy,return_share_dry,return_share_rainy,total_return_count,rainy_minus_dry_share,rainy_dry_share_ratio,end_lat,end_lng
Racine Ave & Fullerton Ave,5395.0,1872.0,0.002308933110271992,0.002444732333152242,7267.0,0.0001357992228802501,1.0588146808850483,41.925566,-87.658416
Sheffield Ave & Wrightwood Ave,6889.0,2360.0,0.002948329971578082,0.003082034351623553,9249.0,0.00013370438004547134,1.0453491759691778,41.928712,-87.653833
Lincoln Ave & Fullerton Ave,8699.0,2953.0,0.0037229674006035323,0.003856460779806929,11652.0,0.0001334933792033967,1.0358567048760758,41.924161029067626,-87.64638036489487
Lake Park Ave & 56th St,3935.0,1389.0,0.001684087449290137,0.0018139600484767438,5324.0,0.00012987259918660686,1.0771174454888932,41.791661314578,-87.58748949571235
Sangamon St & Lake St,5599.0,1934.0,0.0023962403122174017,0.0025257010322203184,7533.0,0.00012946072000291674,1.054026578768529,41.88577925240433,-87.65102460980414
900 W Harrison St,4967.0,1726.0,0.0021257591767786807,0.0022540641063145137,6693.0,0.00012830492953583295,1.0603571987740699,41.874754,-87.649807
Indiana Ave & Roosevelt Rd,10460.0,3525.0,0.00447663398210288,0.004603462326047892,13985.0,0.00012682834394501206,1.0283311783185491,41.86788801019692,-87.6230410031074
Kimbark Ave & 53rd St,7212.0,2459.0,0.003086566374658314,0.003211323080780643,9671.0,0.00012475670612232875,1.0404192395560907,41.7994549,-87.59477789999998
Broadway & Wilson Ave,4977.0,1726.0,0.0021300389415799263,0.0022540641063145137,6703.0,0.00012402516473458735,1.0582266850088236,41.965221,-87.658139
LaSalle St & Adams St,3233.0,1152.0,0.001383647960242697,0.0015044506665552258,4385.0,0.0001208027063125288,1.0873073371813466,41.87934437346,-87.6319852213
Wells St & Hubbard St,12535.0,4198.0,0.005364685178361338,0.005482364494964269,16733.0,0.00011767931660293125,1.021935918092953,41.889906,-87.634266
Clark St & Ida B Wells Dr,4640.0,1608.0,0.0019858108677779504,0.0020999623887333362,6248.0,0.00011415152095538587,1.057483552600135,41.8759326655,-87.6305845355
Western Ave & Division St,2227.0,817.0,0.0009531036212373912,0.0010669585022357808,3044.0,0.00011385488099838951,1.1194568554820084,41.902893,-87.687275
Woodlawn Ave & 58th St,4786.0,1655.0,0.002048295433876136,0.0021613418864139746,6441.0,0.00011304645253783869,1.0551904747126435,41.789381,-87.596479
Franklin St & Lake St,8361.0,2826.0,0.003578311350321432,0.0036906055413932883,11187.0,0.00011229419107185645,1.0313818862296271,41.885836999999995,-87.63549999999998
Bissell St & Armitage Ave*,5736.0,1965.0,0.002454873089994466,0.0025661853817543568,7701.0,0.00011131229175989068,1.0453433812404374,41.9182955629354,-87.65218332409859
Morgan St & 31st St,1791.0,672.0,0.0007665058759030839,0.0008775962221572151,2463.0,0.00011109034625413116,1.1449306584800647,41.8378,-87.65114
Wabash Ave & Grand Ave,11667.0,3908.0,0.004993201593613221,0.005103639934807138,15575.0,0.0001104383411939169,1.0221177368879801,41.891466,-87.62676099999999
Peoria St & Jackson Blvd,7555.0,2560.0,0.0032333623073410376,0.0033432237034560575,10115.0,0.00010986139611501985,1.0339774363943546,41.87764159627531,-87.64961779117584
Morgan St & Lake St*,6533.0,2225.0,0.002795970344653739,0.0029057315391366125,8758.0,0.00010976119448287327,1.0392569096578013,41.88549170626906,-87.65228927135468
Blackstone Ave & 59th St,4831.0,1667.0,0.002067554375481741,0.0021770132475239247,6498.0,0.0001094588720421839,1.0529412045453341,41.787877,-87.590461
Michigan Ave & Madison St,4225.0,1468.0,0.0018082006285262586,0.0019171298424505829,5693.0,0.00010892921392432423,1.0602417408577964,41.882134,-87.625125
Rhodes Ave & 32nd St,1767.0,662.0,0.0007562344403800944,0.0008645367545655899,2429.0,0.00010830231418549544,1.1432124288317687,41.836208000000006,-87.613533
LaSalle St & Illinois St,10678.0,3582.0,0.004569932854770033,0.004677901291320155,14260.0,0.00010796843655012239,1.0236258204125703,41.890762,-87.631697
Emerald Ave & 31st St,1845.0,687.0,0.00078961660582981,0.0008971854235446529,2532.0,0.00010756881771484294,1.1362290011274492,41.83819799627639,-87.64514298911445
Clinton St & Lake St,11303.0,3785.0,0.004837418154847882,0.004943008483430148,15088.0,0.00010559032858226559,1.0218278228952822,41.885637,-87.641823
Ellis Ave & 55th St,9799.0,3289.0,0.004193741528740547,0.004295258890885536,13088.0,0.0001015173621449891,1.0242068656931775,41.79430062054,-87.6014497734
Clark St & Lake St,10779.0,3610.0,0.004613158479262614,0.0047144678005767065,14389.0,0.00010130932131409247,1.0219609406025316,41.88602073203813,-87.63087535800302
State St & Harrison St,3667.0,1279.0,0.0015693897526167552,0.0016703059049688663,4946.0,0.00010091615235211112,1.0643027570946537,41.874053,-87.627716
Morgan Ave & 14th Pl,2527.0,905.0,0.0010814965652747588,0.0011818818170420827,3432.0,0.00010038525176732393,1.0928205989458892,41.86237799999999,-87.651062
Griffin Museum of Science and Industry,2403.0,863.0,0.0010284274817393135,0.0011270320531572568,3266.0,9.860457141794331e-05,1.0958788804168278,41.79172820953,-87.583945009
Fairbanks St & Superior St,3825.0,1329.0,0.0016370100364764353,0.0017356032429269924,5154.0,9.859320645055707e-05,1.0602275759012432,41.895748,-87.620104
Wabash Ave & 16th St,3857.0,1339.0,0.0016507052838404214,0.0017486627105186175,5196.0,9.795742667819611e-05,1.0593427356745109,41.86038402778688,-87.62581300235036
Southport Ave & Roscoe St,7337.0,2477.0,0.003140063434673884,0.003234830122445568,9814.0,9.476668777168426e-05,1.0301798545040133,41.943738999999994,-87.66402
Wabash Ave & Roosevelt Rd,9510.0,3188.0,0.004070056325984549,0.0041633582682101215,12698.0,9.330194222557237e-05,1.0229239872445783,41.867227,-87.625961
Canal St & Adams St,14802.0,4922.0,0.006334907858803711,0.0064278699485979356,19724.0,9.296208979422439e-05,1.0146745741519285,41.879255,-87.639904
Halsted St & Polk St,5859.0,1990.0,0.002507514197049787,0.0025988340507334196,7849.0,9.131985368363276e-05,1.0364184646980705,41.87184,-87.64664
Lincoln Ave & Melrose St,5232.0,1784.0,0.002239172944011689,0.00232980901834594,7016.0,9.063607433425127e-05,1.0404774602601299,41.9406,-87.669435
Green St & Madison St,9950.0,3330.0,0.004258365977239355,0.0043488027080112,13280.0,9.043673077184511e-05,1.0212374206486248,41.88185932803824,-87.64926373958588
Paulina St & Montrose Ave,2420.0,862.0,0.001035703081901431,0.0011257261063980944,3282.0,9.002302449666343e-05,1.0869196386012032,41.961507,-87.67138699999998
