start_station_id,start_station_name,weekday_count,weekend_count,total_start_count,start_lat,start_lng,weekday_system_share,weekend_system_share,share_difference_per_10k,weekend_trip_share_at_station
CHI00391,Winthrop Ave & Lawrence Ave,2968,1399,4367,41.968814373413366,-87.6576590041319,0.0009448113051383983,0.0011456564144475545,2.008451093091562,0.3203572246393405
PI00002,Streeter Dr/Grand Ave,853,574,1427,41.89240058607835,-87.61238702212513,0.00027153775043229576,0.0004700548834116485,1.9851713297935274,0.4022424667133847
CHI00512,California Ave & Francis Pl,2083,1051,3134,41.91849390816104,-87.69742507211258,0.0006630869099067667,0.0008606754049924087,1.9758849508564202,0.3353541799617103
13276,Stockton Dr & Wrightwood Ave,1964,1003,2967,41.93131978144608,-87.63874032181906,0.0006252053245592366,0.0008213676795503196,1.96162354991083,0.3380519042804179
TA1309000061,Halsted St & Wrightwood Ave,2437,1183,3620,41.92914323688913,-87.64907951207664,0.0007757766679994194,0.0009687716499581537,1.929949819587343,0.32679558011049725
chargingstx07,Wentworth Ave & Cermak Rd*,1010,627,1637,41.85321420467881,-87.63187219255525,0.00032151597647903714,0.0005134571635872885,1.9194118710825137,0.3830177153329261
CHI02125,Dearborn St & Division St,1926,982,2908,41.904300053861476,-87.62991350360076,0.0006131086838600253,0.0008041705496694057,1.9106186580938043,0.33768913342503437
CHI00506,Racine Ave & Wrightwood Ave,2828,1332,4160,41.928890353948944,-87.65897147332356,0.0009002447341413041,0.0010907893810179717,1.9054464687666763,0.32019230769230766
TA1309000035,Clark St & Winnemac Ave,2462,1188,3650,41.9733476911605,-87.66785489301719,0.0007837349842489005,0.0009728662046917046,1.8913122044280413,0.3254794520547945
TA1305000004,McCormick Place,1017,626,1643,41.85137726859648,-87.61883531929266,0.0003237443050288919,0.0005126382526405783,1.8889394761168643,0.3810103469263542
CHI00475,Seeley Ave & Roscoe St,2384,1153,3537,41.943402944956,-87.67961869958741,0.0007589050375505194,0.000944204321556848,1.8529928400632865,0.325982471020639
CHI00516,Damen Ave & Melrose Ave,1869,952,2821,41.940598995170994,-87.6785023833157,0.0005949637228112084,0.0007796032212681,1.8463949845689165,0.337468982630273
CHI00340,California Ave & Division St,1661,871,2532,41.90302893963001,-87.69747509366918,0.0005287505316155255,0.0007132714345845746,1.8452090296904913,0.3439968404423381
CHI01879,Lincoln Ave & Byron St,2156,1062,3218,41.952372065459265,-87.67729472318386,0.0006863251933552516,0.0008696834254062208,1.8335823205096915,0.3300186451211933
CHI00562,Clark St & Montrose Ave,3692,1657,5349,41.96158729116809,-87.66604298532091,0.0011752841437233715,0.0013569354386987833,1.8165129497541184,0.30977752851000184
CHI00550,Central Park Ave & Elbridge Ave,1553,824,2377,41.935337633557396,-87.71688831819348,0.0004943706054177671,0.0006747826200891958,1.8041201467142869,0.34665544804375265
KA1504000146,Clark St & Berwyn Ave,1987,991,2978,41.978030379491926,-87.66855764750403,0.0006325269755087593,0.0008115407481897974,1.7901377268103809,0.3327736736064473
CHI00467,Leavitt St & Armitage Ave,2503,1188,3691,41.917805078671734,-87.68244057988727,0.0007967866228980495,0.0009728662046917046,1.7607958179365513,0.3218639934976971
CHI00357,Wolcott (Ravenswood) Ave & Montrose Ave,2709,1267,3976,41.961407228200244,-87.67617216661459,0.000862363148793774,0.0010375601694818095,1.7519702068803558,0.31866197183098594
13102,Calumet Ave & 18th St,1277,710,1987,41.857620575868694,-87.61941203547747,0.0004065107940234955,0.0005814267721642343,1.7491597814073876,0.3573225968797182
13128,Clark St & North Ave,1553,816,2369,41.91197326159351,-87.63194401569399,0.0004943706054177671,0.0006682313325155143,1.738607270977472,0.344449134655973
CHI00251,State St & Randolph St,6663,2801,9464,41.884622219414084,-87.62784105531843,0.0021210504468117076,0.0022937695617352397,1.7271911492353207,0.2959636517328825
CHI02100,The Salt Shed,1061,623,1684,41.9068904652457,-87.65978080130687,0.00033775094162797866,0.0005101815198004478,1.724305781724691,0.36995249406175773
CHI00361,Clark St & Schreiber Ave,1470,780,2250,41.99924475103737,-87.67125283573581,0.0004679489954694897,0.0006387505384339475,1.7080154296445778,0.3466666666666667
639,Lakefront Trail & Wilson Ave,844,534,1378,41.96685626829684,-87.64309159561279,0.00026867275658248256,0.00043729844554324095,1.6862568896075838,0.3875181422351234
CHI00403,Damen Ave & Charleston St,2640,1232,3872,41.92008107616659,-87.67785831248712,0.000840398195945206,0.001008898286346953,1.6850009040174687,0.3181818181818182
CHI02006,Archer Ave & Wentworth Ave,715,483,1198,41.85468746629916,-87.63085251599472,0.00022760784473515997,0.0003955339872610213,1.6792614252586133,0.4031719532554257
CHI00700,California Ave & Cortez St,2521,1185,3706,41.9003631906085,-87.69670569426722,0.0008025166105976759,0.0009704094718515741,1.6789286125389817,0.3197517539125742
13124,Cannon Dr & Fullerton Ave,630,449,1079,41.926755963718534,-87.63442913614072,0.00020054956948692418,0.0003676910150728749,1.671414455859507,0.4161260426320667
KA1504000171,Marine Dr & Ainslie St,932,566,1498,41.97160059987323,-87.65015496714874,0.0002966860297806561,0.000463503595837967,1.6681756605731093,0.37783711615487314
TA1307000127,Clark St & Grace St,1869,926,2795,41.95078288894276,-87.65917328096413,0.0005949637228112084,0.0007583115366536351,1.6334781384242671,0.3313059033989267
CHI02032,Lake Park Ave & 35th St,975,578,1553,41.83127406107536,-87.60879931822916,0.0003103743337297636,0.0004733305271984893,1.629561934687257,0.37218287186091437
CHI02112,Lincoln Ave & Dickens Ave,1324,713,2037,41.92012092162046,-87.64160491115638,0.00042147242857252,0.0005838835050043648,1.624110764318448,0.35002454590083454
SL-005,Indiana Ave & Roosevelt Rd,4563,1972,6535,41.86788982891442,-87.62304125690044,0.0014525518818552937,0.0016148923869124929,1.6234050505719915,0.3017597551644989
TA1305000014,Clark St & Wrightwood Ave,3146,1421,4567,41.929546846779786,-87.64311987991871,0.001001474516834704,0.0011636724552751786,1.6219793844047463,0.31114517188526386
TA1307000126,Sheffield Ave & Waveland Ave,2611,1212,3823,41.94939623870402,-87.65452752776604,0.0008311665490958079,0.0009925200674127492,1.6135351831694127,0.31702851164007323
CHI00613,Glenwood Ave & Morse Ave,2182,1044,3226,42.00797182203771,-87.6655009414908,0.0006946018422547119,0.0008549430283654373,1.6034118611072539,0.3236205827650341
CHI00635,Spaulding Ave & Armitage Ave,2330,1101,3431,41.91710830171364,-87.71022267093419,0.0007417150744516402,0.0009016209523279181,1.5990587787627797,0.32089769746429614
CHI00782,Wells St & 19th St,849,525,1374,41.85680190840614,-87.6338783213325,0.00027026441983237875,0.00042992824702284927,1.5966382719047052,0.38209606986899564
CHI00300,California Ave & Montrose Ave,1525,786,2311,41.961068630043236,-87.6954394823915,0.00048545729121834817,0.0006436640041142086,1.5820671289586044,0.3401125054089139
CHI02111,Halsted St & Armitage Ave,1093,618,1711,41.91822921010253,-87.64878715319402,0.00034793758642731446,0.0005060869650668968,1.5814937863958236,0.3611922852133255
CHI02061,Clark/Newport Corral,563,411,974,41.94494330418624,-87.6546121554711,0.00017922128193831476,0.0003365723990978877,1.5735111715957295,0.4219712525667351
CHI00407,Halsted St & Willow St,4285,1856,6141,41.91386505222311,-87.64875732160968,0.0013640554051610636,0.0015198987170941109,1.5584331193304723,0.3022309070184009
CHI00634,Campbell Ave & Fullerton Ave,1018,586,1604,41.92463287089113,-87.68930761270502,0.0003240626376788711,0.0004798818147721708,1.5581917709329969,0.3653366583541147
CHI00478,Lincoln Ave & Addison St,1794,887,2681,41.94617604805037,-87.67330770480189,0.000571088774062765,0.0007263740097319377,1.5528523566917267,0.3308466989929131
chargingstx1,Bissell St & Armitage Ave*,1874,918,2792,41.91829887206421,-87.65218374042661,0.0005965553860611045,0.0007517602490799536,1.5520486301884902,0.32879656160458454
CHI00348,Damen Ave & Clybourn Ave,1906,930,2836,41.9319298988992,-87.67785448070448,0.0006067420308604405,0.0007615871804404758,1.5484514958003535,0.32792665726375175
13323,Broadway & Sheridan Rd,2362,1106,3468,41.95283300265321,-87.64999516488382,0.000751901719250976,0.0009057155070614691,1.5381378781049309,0.31891580161476357
15575,Broadway & Thorndale Ave,1043,593,1636,41.98974318762391,-87.66014087775952,0.00033202095392835225,0.00048561419139914213,1.5359323747078988,0.36246943765281175
CHI00414,Broadway & Berwyn Ave,3545,1564,5109,41.97836166365175,-87.65978781022842,0.0011284892441764225,0.0012807767206547357,1.5228747647831327,0.3061264435310237
chargingstx06,Fort Dearborn Dr & 31st St*,461,365,826,41.8386741861613,-87.60882503021912,0.0001467513516404318,0.000298902495549219,1.5215114390878717,0.44188861985472155
CHI00442,Kedzie Ave & Palmer Ct,2134,1014,3148,41.92152516215035,-87.70732283555712,0.0006793218750557082,0.0008303756999641317,1.5105382490842354,0.3221092757306226
13230,Racine Ave & Belmont Ave,1191,642,1833,41.93974183295791,-87.65886550667557,0.00037913418612528044,0.0005257408277879414,1.4660664166266097,0.3502454991816694
CHI00306,Dearborn Pkwy & Delaware Pl,11058,4475,15533,41.8989678594432,-87.6299143461423,0.003520122443470488,0.003664626486528096,1.4450404305760798,0.2880963110796369
TA1309000019,Lakeview Ave & Fullerton Pkwy,2585,1181,3766,41.92586601090819,-87.63897327405134,0.0008228899001963476,0.0009671338280647332,1.442439278683856,0.31359532660647904
13071,Southport Ave & Roscoe St,2570,1175,3745,41.94373877807318,-87.66401991384234,0.0008181149104466589,0.0009622203623844721,1.441054519378132,0.3137516688918558
13389,Clarendon Ave & Junior Ter,1824,883,2707,41.961003732107415,-87.64959926221822,0.0005806387535621423,0.000723098365945097,1.4245961238295461,0.3261913557443665
CHI00484,Damen Ave & Wellington Ave,2306,1069,3375,41.93588020953881,-87.67842094734227,0.0007340750908521383,0.0008754158020331921,1.4134071118105382,0.31674074074074077
TA1308000049,Wells St & Evergreen Ave,2855,1281,4136,41.90672418751004,-87.63484517198503,0.0009088397156907437,0.0010490249227357521,1.4018520704500845,0.3097195357833656
KA1504000135,Wells St & Elm St,5377,2261,7638,41.9032194684408,-87.63434085048122,0.001711674658938399,0.0018515576505117373,1.3988299157333843,0.2960199004975124
CHI02114,Lincoln Ave & Montana St,1031,568,1599,41.92657302367216,-87.65060127647692,0.0003282009621286013,0.0004651414177313874,1.3694045560278607,0.35522201375859913
TA1307000134,Wilton Ave & Belmont Ave,4090,1755,5845,41.94022908571442,-87.65294443025785,0.0013019805384151108,0.0014371887114763818,1.3520817306127098,0.30025662959794697
428,Milwaukee Ave & Fullerton Ave,540,375,915,41.924691564648334,-87.70055199756571,0.00017189963098879216,0.0003070916050163209,1.3519197402752874,0.4098360655737705
TA1307000006,Southport Ave & Wellington Ave,2193,1017,3210,41.935774643148534,-87.66360010418876,0.0006981035014044836,0.0008328324328042623,1.3472893139977868,0.3168224299065421
CHI00641,Troy St & North Ave,933,527,1460,41.90977095598207,-87.70528320961209,0.0002970043624306353,0.00043156606891626964,1.3456170648563432,0.36095890410958903
13133,Damen Ave & Cortland St,1823,872,2695,41.91597709683558,-87.67732740362129,0.0005803204209121631,0.0007140903455312848,1.3376992461912167,0.3235621521335807
CHI00560,Calumet Ave & 21st St,2582,1167,3749,41.85417960656121,-87.61915400392354,0.0008219349022464098,0.0009556690748107906,1.337341725643808,0.31128300880234727
13192,Halsted St & Dickens Ave,2058,963,3021,41.919936386157474,-87.64883104285713,0.0006551285936572856,0.000788611241681912,1.3348264802462646,0.3187686196623635
CHI00464,Lincoln Ave & Belle Plaine Ave,2378,1087,3465,41.95600364152978,-87.68016332750439,0.0007569950416506439,0.0008901561990739755,1.3316115742333166,0.3137085137085137
TA1307000150,Pine Grove Ave & Waveland Ave,2654,1194,3848,41.94946453671912,-87.64645062234086,0.0008448548530449154,0.0009777796703719656,1.329248173270502,0.3102910602910603
13059,Sheridan Rd & Argyle St,1235,641,1876,41.97328633318596,-87.65475553218758,0.0003931408227243672,0.0005249219168412312,1.3178109411686403,0.34168443496801704
CHI00258,Paulina Ave & North Ave,3315,1448,4763,41.909881279124015,-87.66993795198293,0.0010552727346811962,0.0011857830508363537,1.3051031615515751,0.3040100776821331
TA1309000036,Burling St & Diversey Pkwy,1458,726,2184,41.933139242352496,-87.64775987052909,0.0004641290036697388,0.0005945293473115972,1.3040034364185844,0.3324175824175824
CHI02110,Hudson Ave & Armitage Ave,1361,687,2048,41.91817328270689,-87.64000053889988,0.000433250736621752,0.0005625918203898999,1.2934108376814786,0.33544921875
TA1308000009,Shore Dr & 55th St,2205,1015,3220,41.79521184107967,-87.58072181280244,0.0007019234932042346,0.0008311946109108419,1.2927111770660729,0.31521739130434784
CHI00257,Sedgwick St & North Ave,6200,2566,8766,41.911001881294084,-87.63853326680004,0.001973662429871317,0.002101325489258345,1.2766305938702793,0.29272187999087385
CHI02034,Cornell Ave & Hyde Park Blvd,3101,1361,4462,41.802405938237854,-87.58692368554756,0.000987149547585638,0.0011145377984725672,1.2738825088692927,0.3050201703272075
CHI00309,Ravenswood Ave & Irving Park Rd,2355,1070,3425,41.954687774662716,-87.67392957303738,0.0007496733907011213,0.0008762347129799023,1.26561322278781,0.3124087591240876
CHI02131,Milwaukee Ave & Armitage Ave,719,433,1152,41.91771011437784,-87.68864045385494,0.00022888117533507695,0.00035458843992551185,1.2570726459043489,0.3758680555555556
CHI00254,Damen Ave & Pierce Ave,985,536,1521,41.90881234717883,-87.67719109303266,0.00031355766022955604,0.0004389362674366613,1.2537860720710527,0.3523997370151216
CHI00371,Sheridan Rd & Greenleaf Ave,1083,574,1657,42.01058685817503,-87.66241260313272,0.000344754259927522,0.0004700548834116485,1.2530062348412647,0.3464091732045866
CHI00621,Wabash Ave & Cermak Rd,1609,778,2387,41.85261857491486,-87.62649061436606,0.0005121972338166048,0.0006371127165405271,1.2491548272392232,0.3259321323837453
CHI02089,Broadway & Sunnyside Ave,1737,826,2563,41.96341898683663,-87.65607034616501,0.000552943813013948,0.0006764204419826161,1.2347662896866813,0.3222785797893094
CHI02111,Burling St & Armitage Ave,517,351,868,41.918077337341266,-87.64727953229043,0.00016457798003926953,0.00028743774229527633,1.228597622560068,0.4043778801843318
15576,Lakefront Trail & Bryn Mawr Ave,1197,615,1812,41.98404405143117,-87.65228240423548,0.00038104418202515594,0.0005036302322267663,1.2258605020161033,0.3394039735099338
CHI02105,Halsted St & Belden St,1292,650,1942,41.92365067062023,-87.64894271717729,0.00041128578377318416,0.0005322921153616229,1.2100633158843872,0.33470648815653964
TA1307000107,Sheridan Rd & Montrose Ave,2234,1016,3250,41.96166615863305,-87.65463875571353,0.0007111551400536326,0.0008320135218575521,1.2085838180391948,0.31261538461538463
CHI02119,Wood St & Milwaukee Ave,692,416,1108,41.906289858653274,-87.67151036679022,0.00022028619378563734,0.00034066695383143863,1.203807600458013,0.37545126353790614
CHI00628,California Ave & Altgeld St,1465,715,2180,41.92668891274657,-87.69767191589592,0.0004663573322195935,0.0005855213268977852,1.1916399467819168,0.32798165137614677
CHI00552,Richmond St & Diversey Ave,1347,668,2015,41.93190219419406,-87.70119661416147,0.0004287940795220426,0.0005470325124024062,1.1823843288036362,0.3315136476426799
CHI00333,Ashland Ave & Blackhawk St,3679,1574,5253,41.90706585903656,-87.66725179268202,0.0011711458192736413,0.0012889658301218376,1.1782001084819629,0.29963830192271085
CHI00240,Dayton St & North Ave,5750,2374,8124,41.91057944015879,-87.6494228512278,0.0018304127373806572,0.001944094587489989,1.136818501093317,0.2922205809945839
CHI00409,Wentworth Ave & 24th St,768,437,1205,41.85008400316867,-87.63214107866996,0.00024447947518405994,0.00035786408371235264,1.133846085282927,0.362655601659751
CHI00836,W Armitage Ave & N Sheffield Ave,2034,929,2963,41.91780931271774,-87.65344388480845,0.0006474886100577838,0.0007607682694937656,1.1327965943598182,0.31353358083023963
CHI00443,Blue Island Ave & 18th St,2392,1066,3458,41.85755325783252,-87.66153651771123,0.0007614516987503534,0.0008729590691930615,1.1150737044270813,0.3082706766917293
TA1307000064,Lincoln Ave & Diversey Pkwy,1817,840,2657,41.93222347468159,-87.65862103156154,0.0005784104250122876,0.0006878851952365589,1.0947477022427121,0.316146029356417
CHI00268,California Ave & North Ave,1740,810,2550,41.9100427205127,-87.69716604104417,0.0005538988109638858,0.0006633178668352532,1.0941905587136735,0.3176470588235294
CHI00463,Paulina St & Montrose Ave,2320,1035,3355,41.96150733325641,-87.67138875241845,0.0007385317479518478,0.0008475728298450456,1.0904108189319788,0.30849478390462
TA1307000136,Clark St & Wellington Ave,2386,1060,3446,41.93649676558729,-87.64754045053729,0.0007595417028504779,0.0008680456035128004,1.0850390066232254,0.3076030179918746
CHI00418,Mies van der Rohe Way & Chestnut St,7484,3040,10524,41.89858699596777,-87.62191558546554,0.0023824015524446674,0.0024894892779989746,1.0708772555430723,0.28886354998099584
CHI00535,California Ave & Byron St,1119,564,1683,41.95216210222009,-87.69805117729105,0.0003562142353267748,0.00046186577394454663,1.0565153861777181,0.33511586452762926
632,Clark St & Newport St,1090,549,1639,41.94453965875449,-87.65467894227658,0.0003469825884773767,0.0004495821097438938,1.0259952126651708,0.3349603416717511
CHI00380,Ashland Ave & Belle Plaine Ave,1227,602,1829,41.95567765814,-87.66930220586733,0.00039059416152453325,0.0004929843899195339,1.023902283950006,0.32914160743575727
TA1305000041,Damen Ave & Pierce Ave,2601,1134,3735,41.90881247809302,-87.67719153759471,0.0008279832225960155,0.0009286450135693544,1.0066179097333885,0.3036144578313253
KA1503000022,Clark St & Montrose Ave,1280,620,1900,41.961587560911504,-87.6660406086303,0.0004074657919734332,0.0005077247869603172,1.00258994986884,0.3263157894736842
CHI00576,Western Ave & Walton St,2770,1199,3969,41.89841850658995,-87.68659561694807,0.0008817814404425079,0.0009818742251055167,1.0009278466300882,0.30209120685311164
CHI00381,Damen Ave & Leland Ave,3247,1384,4631,41.967081931864854,-87.6790760630236,0.0010336261144826076,0.0011333727502469016,0.9974663576429402,0.2988555387605269
KA1504000133,Rush St & Cedar St,2756,1193,3949,41.90231080735664,-87.62769938282948,0.0008773247833427985,0.0009769607594252556,0.9963597608245709,0.30210179792352493
TA1309000014,Clark St & Leland Ave,1501,705,2206,41.967088745462085,-87.66729676436623,0.0004778173076188463,0.0005773322174306833,0.9951490981183702,0.31958295557570265
CHI00433,Southport Ave & Clark St,1852,841,2693,41.95708224079178,-87.66419977949325,0.0005895520677615613,0.000688704106183269,0.9915203842170779,0.3122911251392499
CHI00773,Hoyne Ave & Balmoral Ave,981,502,1483,41.9798522163089,-87.68193176909541,0.00031228432962963903,0.0004110932952485149,0.9880896561887585,0.3385030343897505
CHI00446,Lincoln Ave & Waveland Ave,2180,968,3148,41.94879684955898,-87.67527800441768,0.0006939651769547534,0.000792705796415463,0.9874061946070956,0.30749682337992373
CHI00366,Lake Park Ave & 47th St,910,474,1384,41.80944270964556,-87.59187475831945,0.00028968271148111267,0.00038816378874062963,0.9848107725951696,0.342485549132948
CHI00716,Walsh Park,3139,1340,4479,41.914607966417684,-87.66796834592277,0.0009992461882848492,0.0010973406685916534,0.9809448030680427,0.299173922750614
13324,Pine Grove Ave & Irving Park Rd,988,503,1491,41.95436811177766,-87.64793716230474,0.0003145126581794938,0.0004119122061952251,0.9739954801573129,0.33735747820254863
TA1309000027,Sheridan Rd & Buena Ave,1632,753,2385,41.958493411025714,-87.6549705258288,0.0005195188847661274,0.0006166399428727724,0.9712105810664496,0.31572327044025156
KA1504000151,Clark St & Bryn Mawr Ave,1310,627,1937,41.98359280483688,-87.66915415810246,0.00041701577147281057,0.0005134571635872885,0.9644139211447794,0.32369643779039753
CHI00529,Leavitt St & Addison St,1244,600,1844,41.946654027207146,-87.68335876481213,0.0003960058165741804,0.0004913465680261135,0.9534075145193309,0.32537960954446854
CHI01287,Greenview Ave & Jarvis Ave,1440,676,2116,42.01596233672472,-87.66857141506931,0.0004583990159701124,0.0005535837999760878,0.9518478400597543,0.31947069943289225
CHI00264,Sheffield Ave & Willow St,4281,1780,6061,41.913689737272136,-87.65285479227533,0.0013627820745611466,0.0014576614851441365,0.9487941058298989,0.2936809107408018
CHI00472,Leavitt St & Lawrence Ave,1783,803,2586,41.96888634707291,-87.6840039369179,0.0005675871149129933,0.0006575854902082818,0.8999837529528844,0.3105181747873163
TA1309000024,Clark St & Schiller St,2740,1175,3915,41.90799548862572,-87.6315031896018,0.0008722314609431305,0.0009622203623844721,0.8998890144134165,0.3001277139208174
TA1309000006,Larrabee St & Armitage Ave,1383,647,2030,41.91808432103622,-87.64374885325262,0.00044025405492129543,0.0005298353825214923,0.8958132760019689,0.3187192118226601
CHI02031,Stony Island Ave & 63rd St,283,219,502,41.780507828401504,-87.58684528264402,9.008813994412626e-05,0.00017934149732953141,0.8925335738540516,0.4362549800796813
CHI00273,Racine Ave & Fullerton Ave,4610,1901,6511,41.9255683555325,-87.6584170100296,0.0014675135164043181,0.0015567497096960693,0.8923619329175123,0.2919674397174013
CHI00616,California Ave & Fletcher St,1401,652,2053,41.93842919203135,-87.69800855684333,0.00044598404262092184,0.0005339299372550433,0.8794589463412142,0.3175840233804189
TA1308000022,Pine Grove Ave & Irving Park Rd,1331,624,1955,41.954342799275274,-87.6480391243267,0.0004237007571223747,0.000511000430747158,0.8729967362478323,0.31918158567774935
TA1309000023,Sheffield Ave & Wrightwood Ave,2541,1093,3634,41.92871111160582,-87.65383325817726,0.0008088832635972608,0.0008950696647542366,0.8618640115697583,0.3007705008255366
CHI02023,Sheffield Ave & Kingsbury St,6333,2567,8900,41.9105248044937,-87.65310982654228,0.0020160006723185567,0.002102144400205055,0.8614372788649837,0.2884269662921348
CHI00604,Wabash Ave & 16th St,3973,1647,5620,41.86038517027122,-87.62581277566564,0.0012647356183675392,0.0013487463292316815,0.8401071086414232,0.29306049822064056
15578,Broadway & Ridge Ave,770,401,1171,41.984044861674136,-87.66027410109014,0.00024511614048401844,0.0003283832896307858,0.8326714914676735,0.34244235695986336
CHI00297,Larrabee St & North Ave,2896,1227,4123,41.910180309725305,-87.6435209791186,0.0009218913543398927,0.0010048037316134019,0.8291237727350919,0.29759883579917534
CHI00382,Greenview Ave & Diversey Pkwy,2762,1173,3935,41.93259211792292,-87.66593715125435,0.0008792347792426739,0.0009605825404910517,0.8134776124837787,0.29809402795425666
TA1309000029,Leavitt St & Armitage Ave,1001,488,1489,41.917805058684685,-87.68244090507368,0.00031865098262922394,0.00039962854199457223,0.809775593653483,0.3277367360644728
CHI00219,St. Louis Ave & Fullerton Ave,1409,646,2055,41.92481766771809,-87.71449532269615,0.0004485307038207558,0.0005290164715747821,0.8048576775402636,0.3143552311435523
CHI01775,Federal St & Polk St,8360,3348,11708,41.87207797258405,-87.62954586276145,0.0026612609538264856,0.0027417138495857128,0.8045289575922716,0.28595831909805264
CHI00625,Damen Ave & Foster Ave,2645,1126,3771,41.97580309175458,-87.6795089044491,0.0008419898591951022,0.0009220937259956729,0.8010386680057066,0.29859453725802176
CHI00260,Wells St & Walton St,7086,2851,9937,41.89993192004712,-87.63443035111392,0.002255705157752928,0.002334715109070749,0.7900995131782107,0.286907517359364
CHI00752,Sheridan Rd & Loyola Ave,1983,865,2848,42.001045100194716,-87.66119954520038,0.0006312536449088423,0.0007083579689043135,0.7710432399547122,0.30372191011235955
CHI01774,State St & Harrison St,4006,1650,5656,41.87405057628851,-87.62771641840409,0.0012752405958168544,0.001351203062071812,0.7596246625495755,0.2917256011315417
TA1307000144,Wolcott (Ravenswood) Ave & Montrose Ave,855,424,1279,41.96140817928065,-87.67617410691231,0.0002721744157322542,0.00034721824140512017,0.7504382567286597,0.3315089913995309
13249,Ashland Ave & Belle Plaine Ave,521,294,815,41.95605799743656,-87.66883569354681,0.0001658513106391865,0.00024075981833279557,0.7490850769360907,0.36073619631901843
15645,Richmond St & Diversey Ave,444,262,706,41.931901952223775,-87.70119587523783,0.00014133969659078466,0.00021455466803806954,0.7321497144728488,0.37110481586402266
15622,California Ave & Montrose Ave,601,323,924,41.961068371327656,-87.69543897775829,0.00019131792263752607,0.00026450823578739107,0.73190313149865,0.3495670995670996
TA1307000166,Halsted St & Willow St,1573,698,2271,41.913865336143715,-87.64875725906776,0.000500737258417352,0.0005715998408037119,0.7086258238635994,0.30735358872743285
20254.0,W Armitage Ave & N Sheffield Ave,629,331,960,41.91781021126767,-87.65344266493487,0.00020023123683694493,0.00027105952336107256,0.7082828652412764,0.34479166666666666
15571,Broadway & Granville Ave,1026,485,1511,41.99477939953892,-87.66028495039832,0.0003266092988787051,0.0003971718091544417,0.7056251027573658,0.32097948378557245
13221,Wood St & Milwaukee Ave,2201,941,3142,41.907654255826145,-87.67255240465832,0.0007006501626043176,0.0007705952008542878,0.6994503824997022,0.29949077021005727
CHI00436,Indiana Ave & 31st St,840,411,1251,41.83884157368473,-87.62185699266244,0.00026739942598256555,0.0003365723990978877,0.6917297311532214,0.328537170263789
13259,California Ave & Francis Pl,872,423,1295,41.91849453188094,-87.69742675123248,0.0002775860707819014,0.00034639933045841,0.6881325967650858,0.32664092664092664
CHI02048,South Shore Dr & 71st St,622,325,947,41.76640949498697,-87.5656886170617,0.0001980029082870902,0.00026614605768081144,0.6814314939372125,0.34318901795142553
CHI00918,Milwaukee Ave & Fullerton Ave,327,210,537,41.92469165434143,-87.70055278533411,0.00010409477654321302,0.00017197129880913971,0.678765222659267,0.39106145251396646
13379,Clarendon Ave & Gordon Ter,2578,1084,3662,41.95786650898422,-87.64950493459261,0.0008206615716464928,0.000887699466233845,0.6703789458735215,0.2960131075914801
CHI00631,Clark St & Elmdale Ave,1307,589,1896,41.9908606837136,-87.66972130962645,0.0004160607735228728,0.00048233854761230133,0.6627777408942852,0.3106540084388186
CHI02137,Clark St & Fletcher St,515,280,795,41.938941269811735,-87.65031597634058,0.00016394131473931102,0.00022929506507885294,0.6535375033954192,0.3522012578616352
CHI02007,Hampden Ct & Diversey Ave,920,437,1357,41.93254990302791,-87.64239367585938,0.0002928660379809051,0.00035786408371235264,0.6499804573144752,0.3220338983050847
15644,Central Park Ave & Elbridge Ave,542,289,831,41.93533750089753,-87.71688823680245,0.00017253629628875063,0.00023666526359924464,0.6412896731049401,0.34777376654632974
CHI00428,Leavitt St & North Ave,2703,1129,3832,41.91020871750339,-87.68235397249781,0.0008604531528938985,0.0009245504588358034,0.6409730594190499,0.2946242171189979
CHI02040,MLK Jr Dr & Pershing Rd,602,312,914,41.824598031916715,-87.61678061823456,0.00019163625528750532,0.000255500215373579,0.6386396008607366,0.3413566739606127
TA1309000055,Emerald Ave & 31st St,703,351,1054,41.83819873469446,-87.64514283116026,0.00022378785293540902,0.00028743774229527633,0.6364988935986732,0.33301707779886147
CHI00341,Campbell Ave & North Ave,2802,1166,3968,41.910534988163995,-87.68955617935103,0.0008919680852418437,0.0009548501638640804,0.6288207862223676,0.2938508064516129
CHI02128,Broadway & Cuyler Ave,370,219,589,41.95541820017236,-87.65149912629201,0.00011778308049232054,0.00017934149732953141,0.6155841683721087,0.37181663837011886
TA1309000041,Sheridan Rd & Lawrence Ave,931,437,1368,41.96951625320122,-87.65469242212984,0.0002963676971306768,0.00035786408371235264,0.6149638658167582,0.3194444444444444
TA1306000032,Sheffield Ave & Willow St,1591,692,2283,41.91368931848083,-87.65285460567648,0.0005064672461169784,0.0005666863751234508,0.6021912900647242,0.30310994305738065
CHI00676,State St & 19th St,1440,633,2073,41.856593661113756,-87.62754236062675,0.0004583990159701124,0.0005183706292675496,0.5997161329743722,0.3053545586107091
KA1503000038,Shields Ave & 31st St,660,329,989,41.83846396484501,-87.63540600653033,0.0002100995489863015,0.0002694217014676522,0.5932215248135068,0.3326592517694641
CHI00400,Cottage Grove Ave & Oakwood Blvd,473,255,728,41.822984259331,-87.60709989786245,0.00015057134344018274,0.00020882229141109822,0.5825094797091548,0.35027472527472525
