start_station_id,start_station_name,weekday_count,weekend_count,total_start_count,start_lat,start_lng,weekday_system_share,weekend_system_share,share_difference_per_10k,weekend_trip_share_at_station
CHI00281,Clark St & Elm St,14633,6367,21000,41.90296998767869,-87.63132637021751,0.004658161667146288,0.005214005997703774,5.5584433055748566,0.3031904761904762
CHI00236,Southport Ave & Wellington Ave,5215,2703,7918,41.93577456031783,-87.66360020550805,0.0016601047696417613,0.002213516288957641,5.5341151931587955,0.3413740843647386
CHI00388,Damen Ave & Cortland St,5092,2651,7743,41.91598345501246,-87.67733416234388,0.001620949853694314,0.002170932919728711,5.499830660343971,0.3423737569417538
CHI02054,Sheffield Ave & Addison St,4460,2405,6865,41.94701630841112,-87.6544150067831,0.0014197636189074315,0.0019694808268380048,5.497172079305733,0.3503277494537509
CHI00385,Clark St & Drummond Pl,7087,3413,10500,41.93124803779719,-87.64433432011518,0.0022560234904029073,0.002794943061121875,5.389195707189678,0.32504761904761903
CHI02039,Calumet Ave & 18th St,4057,2209,6266,41.85762014845633,-87.61941176281643,0.0012914755609657958,0.0018089742812828077,5.174987203170119,0.35253750398978617
TA1308000012,Montrose Harbor,1783,1322,3105,41.963981546448345,-87.63818105342749,0.0005675871149129933,0.0010826002715508699,5.150131566378765,0.42576489533011275
CHI00530,Clark St & Berwyn Ave,5255,2668,7923,41.978027316881686,-87.66827947129714,0.0016728380756409309,0.002184854405822784,5.1201633018185335,0.3367411334090622
13008,Millennium Park,4131,2225,6356,41.88103397799055,-87.62408468741326,0.00131503217706426,0.0018220768564301707,5.070446793659107,0.35006293266205163
CHI00327,Burling St & Diversey Pkwy,5237,2647,7884,41.93313886615203,-87.64775981228499,0.0016671080879413045,0.0021676572759418704,5.00549188000566,0.33574327752409944
CHI00310,Sheffield Ave & Waveland Ave,6288,3045,9333,41.94939381846942,-87.65452641589064,0.0020016757030694907,0.0024935838327325255,4.919081296630347,0.32626165220186437
CHI00270,Sheridan Rd & Argyle St,3536,1972,5508,41.97328676017287,-87.65475588463521,0.0011256242503266092,0.0016148923869124929,4.892681365858836,0.35802469135802467
CHI00290,Sheridan Rd & Montrose Ave,6059,2948,9007,41.961662188030125,-87.65463845410568,0.0019287775262242437,0.0024141494709016375,4.853719446773939,0.32730098812035086
CHI00574,Griffin Museum of Science and Industry,2642,1600,4242,41.79172915823806,-87.5839456416464,0.0008410348612451645,0.0013102575147363024,4.692226534911379,0.3771805752003772
CHI02057,Damen Ave & Pierce Ave,5203,2593,7796,41.90935906027046,-87.67775756250633,0.0016562847778420103,0.00212343608481952,4.671513069775099,0.33260646485377116
CHI00537,Rush St & Cedar St,7064,3311,10375,41.90231052416447,-87.6276979557675,0.0022487018394533845,0.002711414144557436,4.627123051040515,0.3191325301204819
CHI00393,Wells St & Evergreen Ave,7279,3394,10673,41.90672388967568,-87.63484430383708,0.002317143359198922,0.0027793837531343815,4.6224039393545935,0.31799868827883443
CHI00254,Damen Ave & Wicker Park Ave,3198,1793,4991,41.908812062607645,-87.67719084085105,0.0010180278146336246,0.001468307327451369,4.5027951281774445,0.3592466439591264
CHI00316,Damen Ave & Chicago Ave,4960,2476,7436,41.89568597407721,-87.67713495032064,0.0015789299438970538,0.002027623504054428,4.486935601573743,0.3329747175901022
CHI00544,Ritchie Ct & Banks St,5567,2698,8265,41.90686139955505,-87.62621607240742,0.0017721578624344553,0.00220942173422409,4.372638717896346,0.3264367816091954
13042,Michigan Ave & Oak St,4408,2243,6651,41.90096121317548,-87.62377566189093,0.0014032103211085107,0.001836817253470954,4.336069323624433,0.33724251992181625
CHI00563,Broadway & Granville Ave,3272,1796,5068,41.9947794571839,-87.66028493550323,0.0010415844307320888,0.0014707640602914995,4.291796295594107,0.35438042620363064
CHI00468,Sheridan Rd & Buena Ave,4619,2317,6936,41.95848904637889,-87.65499863759455,0.0014703785102541313,0.001897416663527508,4.270381532733767,0.3340542099192618
CHI00285,Lincoln Ave & Diversey Pkwy,4908,2424,7332,41.932223612479724,-87.65861995953877,0.001562376646098133,0.0019850401348254984,4.226634887273654,0.33060556464811786
CHI02055,Wilton Ave & Addison St,2577,1516,4093,41.94745940825102,-87.65321424652268,0.0008203432389965136,0.0012414689952126466,4.21125756216133,0.3703884681162961
CHI00365,Clarendon Ave & Leland Ave,3282,1790,5072,41.967966351323184,-87.65000318997905,0.0010447677572318812,0.0014658505946112384,4.2108283737935714,0.35291798107255523
CHI00607,McCormick Place,3435,1831,5266,41.85137770743077,-87.61883537406528,0.0010934726526787056,0.0014994259434263561,4.0595329074765045,0.3477022407899734
CHI00452,Michigan Ave & Jackson Blvd,5951,2809,8760,41.878543504105785,-87.62414549281367,0.0018943976000264852,0.002300320849308921,4.05923249282436,0.320662100456621
13179,Clark St & Lincoln Ave,3390,1809,5199,41.91569122072471,-87.63460043519196,0.0010791476834296396,0.001481409902598732,4.022622191690924,0.34795152914021926
CHI00239,Broadway & Belmont Ave,6602,3052,9654,41.94010508963892,-87.6454530894687,0.0021016321551629736,0.002499316209359497,3.976840541965233,0.31613838823285684
CHI00622,Milwaukee Ave & The 606,5493,2610,8103,41.913756199306526,-87.68266610379295,0.0017486012463359911,0.0021373575709135936,3.887563245776025,0.32210292484265085
CHI00571,Broadway & Thorndale Ave,3013,1645,4658,41.989742657786216,-87.66014077580428,0.0009591362743874643,0.001347108507338261,3.8797223295079677,0.3531558608844998
13146,Clark St & Armitage Ave,3792,1947,5739,41.91830586543153,-87.63628339005096,0.001207117408721296,0.001594419613244738,3.8730220452344217,0.3392577104025091
15541.1.1,Buckingham Fountain,1383,1010,2393,41.87636887077666,-87.6205544002091,0.00044025405492129543,0.0008271000561772909,3.8684600125599546,0.4220643543669035
TA1309000039,DuSable Lake Shore Dr & Diversey Pkwy,2634,1487,4121,41.932587062840426,-87.63642747761192,0.0008384882000453305,0.001217720577758051,3.7923237771272054,0.36083474884736716
15545,Burnham Harbor,1077,881,1958,41.85741327183125,-87.61379238465165,0.00034284426402764656,0.0007214605440516766,3.7861628002403003,0.44994892747701737
CHI00243,Michigan Ave & 18th St,3992,2010,6002,41.85792550419008,-87.6243352972669,0.001270783938717145,0.00164601100288748,3.75227064170335,0.3348883705431523
CHI00494,Lincoln Ave & Fullerton Ave,8312,3682,11994,41.924162186679254,-87.6463791390857,0.002645980986627482,0.003015230105786916,3.6924911915943395,0.3069868267467067
CHI02109,Clark St & Arlington Pl,2688,1495,4183,41.92693863260991,-87.64148534202475,0.0008556781631442097,0.0012242718653317326,3.6859370218752283,0.35739899593593116
CHI00335,Southport Ave & Belmont Ave,4271,2102,6373,41.93947641793525,-87.66374791082563,0.0013595987480613542,0.0017213508099848175,3.6175206192346323,0.32982896595010197
CHI00455,Clarendon Ave & Gordon Ter,6570,2989,9559,41.95786564274709,-87.64950353104392,0.0020914455103636376,0.002447724819716755,3.562793093531175,0.3126896118840883
CHI00269,Honore St & Division St,4545,2193,6738,41.90311879233037,-87.67393270774095,0.0014468218941556673,0.0017958717061354445,3.490498119797772,0.3254674977738201
CHI00304,Sheridan Rd & Irving Park Rd,7098,3175,10273,41.95424541724804,-87.65440624572166,0.002259525149552679,0.0026000422558048503,3.4051710625217138,0.30906259125863916
13137,Broadway & Barry Ave,3133,1627,4760,41.93758507757606,-87.64409773434959,0.0009973361923849738,0.0013323681102974775,3.3503191791250377,0.34180672268907564
CHI00507,Sheffield Ave & Webster Ave,6137,2786,8923,41.921543579835934,-87.65381825311975,0.0019536074729226247,0.0022814858975345868,3.278784246119621,0.312226829541634
CHI00416,Wabash Ave & Wacker Pl,5826,2664,8490,41.886873079230696,-87.6260306075473,0.0018546060187790796,0.0021815787620359435,3.2697274325686383,0.3137809187279152
CHI00250,Michigan Ave & Ida B Wells Dr,3772,1865,5637,41.876204713365105,-87.62446282992666,0.0012007507557217111,0.0015272689156145026,3.2651815989279154,0.33084974277097745
CHI00441,Larrabee St & Armitage Ave,3707,1838,5545,41.91808447511165,-87.6437488842061,0.00118005913347306,0.0015051583200533275,3.2509918658026744,0.33146979260595133
18001,Clark St & Newport St,1938,1150,3088,41.94453985069481,-87.65467874278647,0.0006169286756597763,0.0009417475887167175,3.2481891305694117,0.37240932642487046
CHI00307,California Ave & Milwaukee Ave,5079,2366,7445,41.92269410514816,-87.69715208315144,0.0016168115292445838,0.0019375432999163074,3.207317706717236,0.3177971793149765
CHI02087,Hampden Ct & Diversey Pkwy,2827,1487,4314,41.93247015745408,-87.64242586471812,0.0008999264014913248,0.001217720577758051,3.177941762667263,0.34469170143718125
TA1308000050,Wells St & Concord Ln,4944,2305,7249,41.91213039962622,-87.63465758163636,0.0015738366214973858,0.0018875897321669857,3.1375311066959997,0.3179748930887019
CHI00524,Wabash Ave & Roosevelt Rd,8920,3849,12769,41.86722579851823,-87.6259612201848,0.002839527237814863,0.0031519882338875175,3.1246099607265454,0.30143315843057406
CHI00289,Milwaukee Ave & Rockwell St,1780,1073,2853,41.920330161719,-87.69309005093346,0.0005666321169630556,0.0008786914458200328,3.120593288569772,0.37609533824044866
CHI00377,Clark St & Wellington Ave,6393,2863,9256,41.936496813816966,-87.64754025961125,0.0020351006313173116,0.0023445420404312714,3.0944140911395985,0.3093128781331029
623,Michigan Ave & 8th St,2652,1407,4059,41.872769742749725,-87.62398015944763,0.0008442181877449569,0.001152207702021236,3.0798951427627905,0.3466371027346637
CHI02088,Broadway & Oakdale Ave,2283,1257,3540,41.93558006096121,-87.64405102729565,0.0007267534399026156,0.0010293710600147077,3.0261762011209203,0.3550847457627119
13431,Adler Planetarium,1937,1111,3048,41.86609552811676,-87.60726802283213,0.000616610343009797,0.00090981006179502,2.93199718785223,0.364501312335958
CHI00311,Broadway & Argyle St,2942,1501,4443,41.97423165710469,-87.65977753613164,0.0009365346562389379,0.0012291853310119937,2.9265067477305577,0.33783479630880037
CHI00313,Wabash Ave & Grand Ave,11444,4803,16247,41.891464316874675,-87.62676062695874,0.0036429988463624764,0.003933229277049038,2.902304306865618,0.2956238074721487
CHI00461,Clark St & Leland Ave,4039,1924,5963,41.96708855767724,-87.66729731141616,0.0012857455732661694,0.0015755846614704037,2.8983908820423436,0.322656381016267
CHI00318,Damen Ave & Division St,4078,1939,6017,41.90326557148156,-87.67843688350924,0.00129816054661536,0.0015878683256710566,2.8970777905569665,0.32225361475818515
LP-,Lincoln Park Conservatory,1713,1019,2732,41.92393635775824,-87.63582610227655,0.0005453038294144462,0.0008344702546976827,2.8916642528323644,0.37298682284040996
TA1309000049,DuSable Lake Shore Dr & Belmont Ave,2294,1243,3537,41.94077330199993,-87.63918988433795,0.0007302550990523874,0.001017906306760765,2.876512077083777,0.3514277636415041
CHI02075,Milwaukee Ave & Fullerton Ave,1571,961,2532,41.92469024320285,-87.70059924029462,0.0005001005931173935,0.0007869734197884917,2.868728266710982,0.3795418641390205
