end_station_name,station_end_trip_count,station_lat,station_lng,search_radius_m,service_category,service_lat,service_lng,name,amenity,shop,tourism,office,leisure,public_transport,railway,healthcare
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.8889423,-87.6357074,Nick's Fishmarket Grill,restaurant,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,tourism,41.888135600000005,-87.6378473,Holiday Inn Chicago Mart Plaza,,,hotel,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8893592,-87.6386978,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.8900973,-87.6363899,Subway,fast_food,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.8902382,-87.637207,Gordon's Ace Hardware - Orleans,,doityourself,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.890353700000006,-87.63724,Petco,,pet,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.889786599999994,-87.6371788,Starbucks,cafe,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.88926159999999,-87.63716940000002,Subway,fast_food,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.888314099999995,-87.6364539,Orleans St & Merchandise Mart Plaza,bicycle_rental,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,health,41.89008539999999,-87.637203,CVS Pharmacy,pharmacy,,,,,,,pharmacy
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,tourism,41.887856799999994,-87.635529,Aaron Montgomery Ward,,,artwork,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.89138609999999,-87.6357742,The UPS Store,post_office,copyshop,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.8900946,-87.6357331,Coco Pazzo,restaurant,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,office,41.88872669999999,-87.6360777,Braintree,,,,company,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,transit,41.888597199999985,-87.63675990000002,Orleans & Merchandise Mart,,,,,,platform,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,tourism,41.8898084,-87.63834680000001,The Athlete,,,artwork,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,transit,41.889821299999994,-87.6368887,Orleans & Hubbard,,,,,,platform,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.8896816,-87.6372631,Reverie,bar,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.889784999999996,-87.6376935,The Hampton Social - River North,restaurant,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.8900951,-87.6377144,Edie's All Day Cafe & Bar,restaurant,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.88979599999999,-87.6378482,The Bassment,bar,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.88818229999998,-87.6375946,Cityscape Bar,bar,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.88861829999999,-87.6372735,Infuse Coffee and Tea Bar,cafe,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.89001639999999,-87.6366442,Orleans St & Hubbard St,bicycle_rental,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.8887204,-87.6371768,Three Fox Five,,bakery,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,transit,41.89141390000001,-87.6399996,Grand & Kingsbury,,,,,,platform,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,transit,41.88981940000001,-87.6369802,Orleans & Hubbard,,,,,,stop_position,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,transit,41.888567099999996,-87.6368619,Orleans & Merchandise Mart,,,,,,stop_position,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.89013169999999,-87.6358006,Eggersmann Kitchens Home Living - Chicago,,cabinet_maker,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890283499999995,-87.638012,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.89028269999999,-87.63805910000002,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890597,-87.6384689,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890597699999994,-87.6384183,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8877973,-87.6375588,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.88785759999999,-87.6370318,Blue Bottle Coffee,cafe,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8892522,-87.6362459,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88895399999999,-87.6367435,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88891859999998,-87.6368089,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.888945599999985,-87.636773,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8890721,-87.6356201,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887402699999996,-87.63836359999999,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88735299999999,-87.6383296,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887312800000004,-87.6382824,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887399800000004,-87.6382956,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887349199999996,-87.6382662,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8873027,-87.6382229,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887221699999984,-87.6381128,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887156499999996,-87.6379899,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887170999999995,-87.6373277,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8872327,-87.6372083,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887337499999994,-87.6370421,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8874444,-87.6368597,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8876025,-87.6370199,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88757730000001,-87.6369107,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88763749999999,-87.63678440000001,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887664799999996,-87.636661,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8876236,-87.6380533,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88755539999999,-87.6380563,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88755439999999,-87.63795340000001,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887485999999996,-87.6379383,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88748249999999,-87.6380533,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8874127,-87.63805,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8874147,-87.6379356,,bench,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88885380000001,-87.638573,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88877010000001,-87.638571,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.888687200000014,-87.638569,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8886048,-87.6385669,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.888358499999995,-87.6385598,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.888219499999984,-87.6385555,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887647399999985,-87.6397436,,loading_dock,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88761029999999,-87.6397433,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.887573800000006,-87.6397423,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.8909006,-87.6360864,Pups Pet Club,,pet,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890456799999995,-87.6366617,Saint Peregrine Shrine,place_of_worship,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.891194899999995,-87.6399005,,parking_entrance,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8901873,-87.635632,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.8900873,-87.6366117,daltile,,tiles,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8898705,-87.6374893,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.89000630000001,-87.6377183,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890009199999994,-87.6375501,,post_box,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88983619999999,-87.6386169,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88971529999999,-87.6385071,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8897798,-87.638421,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88969019999999,-87.63834889999998,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88955189999999,-87.6382376,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88961979999999,-87.6382923,,bicycle_parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88744386328769,-87.63699998164127,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88692935909087,-87.63940932525269,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.88854909485879,-87.63537285447282,Merchandise Mart,,mall,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890513284497835,-87.63635522702471,Assumption Roman Catholic Church,place_of_worship,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88881428150719,-87.64044774776548,Mart Center Self-Park,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.890194475231354,-87.63641327630027,Orleans-Hubbard Self Park,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89011510204247,-87.63931363770132,East Bank Club,,,,,fitness_centre,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,retail,41.88937074544651,-87.63767083477589,The Lock Up,,storage_rental,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88964549328632,-87.63807239640366,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.89051547302754,-87.63770114162834,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88642103000986,-87.63908074996503,Riverpoint,,,,,park,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,food_drink,41.89089990788093,-87.63579688000867,Gene & Georgetti,restaurant,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88814669522115,-87.64262020452432,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.889471600023754,-87.63860560002989,East Bank Club Rooftop Pool,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887425093177946,-87.63737940372606,Wolf Point Riverwalk,,,,,park,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88765129547687,-87.62520548987338,Chicago Riverwalk,,,,,park,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89058673021736,-87.63667320749477,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88649810497202,-87.63652914814676,The Boardwalk - Confluence,,,,,park,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88711965886547,-87.63475180548538,The Jetty,,,,,park,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.890390322800684,-87.63816405373065,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89085655973959,-87.64021147107252,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89005930017057,-87.63923470217674,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88684438480869,-87.63600616795486,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88908924027823,-87.63761401622713,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88916325004659,-87.63639655000321,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8891698630101,-87.63596634565363,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88911660443908,-87.64058456273828,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88899058204442,-87.63622068665619,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88905807393831,-87.6361823254811,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88907464809893,-87.63502177748298,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88789325852442,-87.63598942296882,,,,,,bleachers,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887914996478216,-87.63596620262575,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88792594644199,-87.63551563772347,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.888058548360114,-87.635495524216,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88802307353895,-87.63556918575618,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.8880576016377,-87.6355482759048,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.8880570483601,-87.63560192421602,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88805650163773,-87.63565597590483,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88801655582481,-87.6357529256976,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88804905000013,-87.63582875,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88804794417543,-87.63589757430239,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88804601980641,-87.63596676255086,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.888045180193835,-87.63603193744913,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88804434417543,-87.63609627430239,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88790636779732,-87.63520527097043,theMart River Park,,,,,park,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88807343812984,-87.63557593505217,,,,,,outdoor_seating,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88797792277914,-87.6375087523049,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88797402991697,-87.63784076063955,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88797087804249,-87.63817793669133,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88780374077098,-87.63851534084813,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887557981409074,-87.63843612512827,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88747957870609,-87.63841018354118,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88765262452766,-87.6368993060335,,,,,,outdoor_seating,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88758020843408,-87.63706457043477,,,,,,outdoor_seating,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887686676679785,-87.6365873152047,,,,,,outdoor_seating,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887682034086005,-87.63641678163519,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88762746574234,-87.63646724164293,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887615233363775,-87.63655793770324,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88759075337875,-87.63710419096493,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887546800964294,-87.63738867975067,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88723185721947,-87.63730103721612,,,,,,bleachers,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88721835153198,-87.6380249368794,,,,,,bleachers,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88727430295517,-87.63792656617943,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887279269528335,-87.63739229040344,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887623011105916,-87.63809855599364,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88749375427185,-87.63792440336951,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88734576706033,-87.63814587550247,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88789590623349,-87.63784737234926,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88790029448246,-87.63751736416394,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88782254329806,-87.6374781649482,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887809856277244,-87.63786664706797,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88918725009519,-87.63852805000317,Kingsbury St & Kinzie St,bicycle_rental,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.8887839443423,-87.6388074275842,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.888050219815206,-87.6385657762976,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.888224701240354,-87.63733324264899,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88823675238666,-87.63699204744498,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88853214643812,-87.63726736638613,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.88816218153471,-87.63982788869434,,parking,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88791399218407,-87.63966221634398,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88797823496998,-87.63983129044146,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887900320930534,-87.63949088354748,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88778096828892,-87.63947473742431,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88800972762927,-87.63953893020337,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88759292977092,-87.6394142348943,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887470708554055,-87.6393935516239,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887352906711754,-87.6393667796076,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.8872341333337,-87.63933266666419,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88713803851276,-87.63937570296639,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887025552478065,-87.63978345666557,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887140839903026,-87.63980968900516,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.887072737874604,-87.63931039494857,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88694515129505,-87.63926848857757,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.8869544666472,-87.63922075556323,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88699656026213,-87.6396404042176,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88701382590354,-87.63941379739846,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88698801402404,-87.63951918990614,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88695531325348,-87.63946690286896,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88692078822863,-87.63954523591235,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88696740388739,-87.63949205130933,,,,,,outdoor_seating,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88714227569611,-87.6392737015114,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.891210849375135,-87.63590931130068,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89135630004816,-87.63760835000355,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88923513148827,-87.63888089769384,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88925307119146,-87.63843994172365,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88946899717862,-87.63917056302334,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88931433964814,-87.6390432405907,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,other_amenity,41.89127831890282,-87.64059820748808,,fountain,,,,,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89133567302675,-87.64016044808008,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89137302208769,-87.64000671566063,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89130045807747,-87.64042099426294,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.891296113653,-87.6404731179148,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89121668661762,-87.64049208176802,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89114441031363,-87.64046586463532,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89112320494012,-87.64053630421155,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89128268893598,-87.64063020891722,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.891276839604615,-87.64060616798741,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89134070000832,-87.64072730000407,,,,,,garden,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88749182459765,-87.63814290533385,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.88755235000179,-87.63814440000007,,,,,,hot_tub,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89045075002478,-87.63612095000114,,,,,,swimming_pool,,,
Kingsbury St & Kinzie St,10495,41.8891873,-87.638528,250,recreation,41.89080240000078,-87.6400717999998,,,,,,hot_tub,,,
