topk_union,union_station_count,covered_station_count,uncovered_station_count,covered_return_share,uncovered_return_share,covered_weekday_return_share,covered_weekend_return_share,uncovered_weekday_return_share,uncovered_weekend_return_share,mean_lat_covered,mean_lng_covered,mean_lat_uncovered,mean_lng_uncovered,top_uncovered_stations_by_total_returns
20,29,24,5,0.8527170294091431,0.1472829705908569,0.8738750656793951,0.8025146555611554,0.12612493432060487,0.19748534443884452,41.8888235849386,-87.62875692757427,41.9313683511536,-87.63526476674176,Theater on the Lake; Clark St & Armitage Ave; Clark St & Lincoln Ave; DuSable Lake Shore Dr & Diversey Pkwy; Montrose Harbor
50,72,45,27,0.6856260513794886,0.3143739486205114,0.7069346715143472,0.6329745202478521,0.2930653284856528,0.367025479752148,41.88747290960531,-87.62937398217149,41.92282589435052,-87.6409001242297,Theater on the Lake; Clark St & Armitage Ave; Clark St & Lincoln Ave; Wilton Ave & Belmont Ave; University Ave & 57th St; Broadway & Cornelia Ave; DuSable Lake Shore Dr & Diversey Pkwy; Broadway & Waveland Ave
100,129,75,54,0.6362693836986936,0.36373061630130643,0.6565462467158336,0.5859283058039261,0.34345375328416633,0.414071694196074,41.887580435629744,-87.63086241153496,41.92576442338997,-87.64608501561422,Theater on the Lake; Clark St & Armitage Ave; Clark St & Lincoln Ave; Wilton Ave & Belmont Ave; University Ave & 57th St; Broadway & Cornelia Ave; DuSable Lake Shore Dr & Diversey Pkwy; Broadway & Waveland Ave
