end_station_name,end_lat,end_lng,return_count_weekday,return_count_weekend,total_return_count,heavy_label,topk_group,topk_union,search_radius_m,education,food_drink,health,office,other_amenity,recreation,retail,tourism,transit,total_services_all,total_services_interpretable
Daley Center Plaza,41.88424087537072,-87.62963348535213,18249.0,3266.0,21515.0,weekday-heavy,weekday_only,50,100,0,6,0,3,0,1,2,2,5,19,19
Dearborn Pkwy & Delaware Pl,41.898969,-87.629912,15557.0,5924.0,21481.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,2,2,2
Dearborn St & Erie St,41.893992,-87.629318,16058.0,6012.0,22070.0,weekday-heavy,overlap,50,100,0,8,0,0,0,0,0,0,3,11,11
Dearborn St & Monroe St,41.881319815,-87.6295209193,13388.0,2359.0,15747.0,weekday-heavy,weekday_only,50,100,0,3,0,1,0,0,3,0,10,17,17
Desplaines St & Kinzie St,41.888716036,-87.6444478533,14298.0,5357.0,19655.0,weekday-heavy,overlap,50,100,0,1,0,0,0,0,0,0,2,3,3
DuSable Lake Shore Dr & Belmont Ave,41.940775,-87.639192,10711.0,6146.0,16857.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
DuSable Lake Shore Dr & Diversey Pkwy,41.932588,-87.636427,12317.0,7044.0,19361.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
DuSable Lake Shore Dr & Monroe St,41.880958,-87.616743,20698.0,17218.0,37916.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,3,3,3
DuSable Lake Shore Dr & North Blvd,41.911722,-87.626804,19730.0,14940.0,34670.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,0,0,0
DuSable Lake Shore Dr & Wellington Ave,41.936688449499705,-87.63682901859283,9542.0,5887.0,15429.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Dusable Harbor,41.88697599432289,-87.61281299950515,11732.0,8761.0,20493.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,1,6,1,8,8
Ellis Ave & 55th St,41.79430062054,-87.6014497734,13088.0,4088.0,17176.0,weekday-heavy,weekday_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Ellis Ave & 60th St,41.78509714636001,-87.6010727606,13248.0,4417.0,17665.0,weekday-heavy,weekday_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Franklin St & Monroe St,41.88031616332084,-87.63518440237203,18703.0,774.0,19477.0,weekday-heavy,weekday_only,50,100,0,7,2,2,0,0,5,0,0,16,16
Green St & Madison St,41.88185932803824,-87.64926373958588,13280.0,4796.0,18076.0,weekday-heavy,overlap,50,100,0,1,1,0,1,2,3,1,4,13,12
Halsted St & Roscoe St,41.943667741716816,-87.64895781893892,9475.0,4982.0,14457.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Indiana Ave & Roosevelt Rd,41.86788801019692,-87.6230410031074,13985.0,6983.0,20968.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,4,4,4
Kingsbury St & Erie St,41.8939139,-87.6417358,14745.0,4339.0,19084.0,weekday-heavy,weekday_only,50,100,0,0,0,0,0,0,1,0,0,1,1
Kingsbury St & Kinzie St,41.889172621529056,-87.63849963502554,31094.0,8919.0,40013.0,weekday-heavy,overlap,50,100,0,2,0,0,0,0,0,1,0,3,3
LaSalle St & Illinois St,41.890762,-87.631697,14260.0,5252.0,19512.0,weekday-heavy,overlap,50,100,0,21,0,0,0,0,1,1,3,26,26
LaSalle St & Jackson Blvd,41.878166,-87.631929,13930.0,876.0,14806.0,weekday-heavy,weekday_only,50,100,0,6,0,3,0,0,2,3,4,18,18
Lakefront Trail & Bryn Mawr Ave,41.98404411519213,-87.65228122472763,6778.0,5157.0,11935.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Lakeview Ave & Fullerton Pkwy,41.925858,-87.638973,10132.0,5140.0,15272.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Larrabee St & Kingsbury St,41.897764,-87.642884,15621.0,2597.0,18218.0,weekday-heavy,weekday_only,50,100,0,3,0,1,0,0,2,0,0,6,6
Larrabee St & Webster Ave,41.921822,-87.64414,9969.0,5387.0,15356.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Lincoln Ave & Fullerton Ave,41.924161029067626,-87.64638036489487,11652.0,4908.0,16560.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Lincoln Park Conservatory,41.92393131136619,-87.63582453131676,7981.0,4903.0,12884.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
McClurg Ct & Ohio St,41.892592119709725,-87.61728912591934,15303.0,6651.0,21954.0,weekday-heavy,overlap,50,100,0,4,0,0,0,0,1,1,2,8,8
Michigan Ave & 8th St,41.87277296771354,-87.62398098838872,9895.0,6152.0,16047.0,weekday-heavy,weekend_only,50,100,1,5,0,0,0,0,0,1,10,17,17
Michigan Ave & Lake St,41.886022,-87.624398,14404.0,4544.0,18948.0,weekday-heavy,weekday_only,50,100,0,12,2,7,0,0,4,1,5,31,31
Michigan Ave & Oak St,41.90096039009614,-87.62377663865593,21157.0,13471.0,34628.0,weekday-heavy,overlap,50,100,0,5,0,1,0,0,1,0,3,10,10
Michigan Ave & Washington St,41.88398406449815,-87.62468397185215,16265.0,5556.0,21821.0,weekday-heavy,overlap,50,100,0,7,1,0,0,0,5,4,7,24,24
Millennium Park,41.8810317,-87.62408432,17129.0,10356.0,27485.0,weekday-heavy,overlap,50,100,1,11,0,1,0,0,1,5,4,23,23
Montrose Harbor,41.963982,-87.638181,10026.0,7717.0,17743.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Navy Pier,41.892278,-87.612043,19160.0,15617.0,34777.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,2,2,2
New St & Illinois St,41.89084704062381,-87.61861681938171,13869.0,6424.0,20293.0,weekday-heavy,overlap,50,100,0,2,1,0,0,1,4,0,4,12,12
Orleans St & Merchandise Mart Plaza,41.888243,-87.63638999999999,16865.0,3074.0,19939.0,weekday-heavy,weekday_only,50,100,0,5,0,1,0,0,1,4,2,13,13
Pine Grove Ave & Waveland Ave,41.94947274088333,-87.64645278453827,10937.0,5398.0,16335.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Ravenswood Ave & Lawrence Ave,41.968445,-87.674226,13826.0,3647.0,17473.0,weekday-heavy,weekday_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Shedd Aquarium,41.86722596201104,-87.61535540410257,11191.0,8315.0,19506.0,weekday-heavy,weekend_only,50,100,0,1,0,0,0,0,0,3,0,4,4
Southport Ave & Roscoe St,41.943739,-87.66402,9814.0,4837.0,14651.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Southport Ave & Waveland Ave,41.948226,-87.6640712,11217.0,5566.0,16783.0,weekday-heavy,weekend_only,50,100,0,0,0,0,0,0,0,0,0,0,0
St. Clair St & Erie St,41.89434700980045,-87.62280048612229,15631.0,4030.0,19661.0,weekday-heavy,weekday_only,50,100,0,9,0,1,0,0,2,0,0,12,12
State St & Chicago Ave,41.896617200407526,-87.62857854366302,19184.0,6966.0,26150.0,weekday-heavy,overlap,50,100,0,9,0,0,0,1,1,0,13,24,24
Streeter Dr & Grand Ave,41.892278002970286,-87.61204300164603,17854.0,12071.0,29925.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,2,2,2
Theater on the Lake,41.926277,-87.630834,15407.0,12444.0,27851.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,0,0,0
University Ave & 57th St,41.79147800295527,-87.59986050810642,16397.0,4551.0,20948.0,weekday-heavy,weekday_only,50,100,0,0,0,0,0,0,0,0,0,0,0
Wabash Ave & Grand Ave,41.891466,-87.62676099999999,15575.0,6413.0,21988.0,weekday-heavy,overlap,50,100,0,9,0,1,0,0,3,2,6,21,21
Wabash Ave & Roosevelt Rd,41.867227,-87.625961,12698.0,5124.0,17822.0,weekday-heavy,overlap,50,100,0,6,0,0,0,0,2,0,11,19,19
Wells St & Concord Ln,41.912133,-87.634656,18316.0,9219.0,27535.0,weekday-heavy,overlap,50,100,0,3,0,0,0,0,0,0,1,4,4
Wells St & Elm St,41.903222,-87.634324,18124.0,8113.0,26237.0,weekday-heavy,overlap,50,100,0,7,0,1,0,0,4,0,2,14,14
Wells St & Hubbard St,41.889906,-87.634266,16733.0,4605.0,21338.0,weekday-heavy,weekday_only,50,100,0,6,0,0,0,0,6,0,5,17,17
Wells St & Huron St,41.89478399980203,-87.6343724037867,17689.0,6052.0,23741.0,weekday-heavy,overlap,50,100,0,9,0,0,0,1,2,0,2,14,14
Wilton Ave & Belmont Ave,41.940231918108594,-87.65294373035431,14736.0,6607.0,21343.0,weekday-heavy,overlap,50,100,0,0,0,0,0,0,0,0,0,0,0
