end_station_name,end_lat,end_lng,return_count_weekday,return_count_weekend,total_return_count,heavy_label,topk_group,topk_union,search_radius_m,education,food_drink,health,office,other_amenity,recreation,retail,tourism,transit,total_services_all,total_services_interpretable
Southport Ave & Roscoe St,41.943739,-87.66402,9814.0,4837.0,14651.0,weekday-heavy,weekend_only,50,500,0,0,0,0,0,0,0,0,0,0,0
Southport Ave & Waveland Ave,41.948226,-87.6640712,11217.0,5566.0,16783.0,weekday-heavy,weekend_only,50,500,0,0,0,0,0,0,0,0,0,0,0
St. Clair St & Erie St,41.89434700980045,-87.62280048612229,15631.0,4030.0,19661.0,weekday-heavy,weekday_only,50,500,3,164,5,14,1,5,110,18,109,429,428
State St & Chicago Ave,41.896617200407526,-87.62857854366302,19184.0,6966.0,26150.0,weekday-heavy,overlap,50,500,2,131,1,9,1,5,142,10,83,384,383
Streeter Dr & Grand Ave,41.892278002970286,-87.61204300164603,17854.0,12071.0,29925.0,weekday-heavy,overlap,50,500,0,24,1,0,0,0,12,21,36,94,94
Theater on the Lake,41.926277,-87.630834,15407.0,12444.0,27851.0,weekday-heavy,overlap,50,500,0,0,0,0,0,0,0,0,0,0,0
University Ave & 57th St,41.79147800295527,-87.59986050810642,16397.0,4551.0,20948.0,weekday-heavy,weekday_only,50,500,0,0,0,0,0,0,0,0,0,0,0
Wabash Ave & Grand Ave,41.891466,-87.62676099999999,15575.0,6413.0,21988.0,weekday-heavy,overlap,50,500,1,207,4,26,0,3,87,31,105,464,464
Wabash Ave & Roosevelt Rd,41.867227,-87.625961,12698.0,5124.0,17822.0,weekday-heavy,overlap,50,500,0,35,4,3,0,5,25,5,81,158,158
Wells St & Concord Ln,41.912133,-87.634656,18316.0,9219.0,27535.0,weekday-heavy,overlap,50,500,0,34,3,1,0,0,19,2,45,104,104
Wells St & Elm St,41.903222,-87.634324,18124.0,8113.0,26237.0,weekday-heavy,overlap,50,500,0,54,2,1,1,1,30,0,81,170,169
Wells St & Hubbard St,41.889906,-87.634266,16733.0,4605.0,21338.0,weekday-heavy,weekday_only,50,500,1,143,1,21,0,1,40,16,68,291,291
Wells St & Huron St,41.89478399980203,-87.6343724037867,17689.0,6052.0,23741.0,weekday-heavy,overlap,50,500,1,93,3,9,0,5,31,4,63,209,209
Wilton Ave & Belmont Ave,41.940231918108594,-87.65294373035431,14736.0,6607.0,21343.0,weekday-heavy,overlap,50,500,0,0,0,0,0,0,0,0,0,0,0
