heavy_label,education,food_drink,health,office,recreation,retail,tourism,transit
weekday-heavy,0.375,24.041666666666668,0.9166666666666666,3.1666666666666665,0.5416666666666666,12.083333333333334,3.7916666666666665,23.958333333333332
