end_station_name,end_lat,end_lng,return_count_weekday,return_count_weekend,total_return_count,weekday_station_share,weekend_station_share,total_return_share,weekend_minus_weekday_share_normalized,weekday_minus_weekend_share_normalized,share_difference_orientation
Albany Ave & 16th St,41.85936,-87.70302,59.0,72.0,131.0,1.905830030971353e-05,5.977504657472379e-05,3.046313263322388e-05,4.071674626501026e-05,-4.071674626501026e-05,weekend_oriented
Central Park Blvd & 5th Ave,41.875679,-87.71547,155.0,109.0,264.0,5.006841606789148e-05,9.049277884229018e-05,6.139135126084814e-05,4.04243627743987e-05,-4.04243627743987e-05,weekend_oriented
Wood St & Beach Ave,41.907655,-87.672552,2220.0,912.0,3132.0,0.0007171089269078651,0.0007571505899465013,0.000728324667230971,4.004166303863625e-05,-4.004166303863625e-05,weekend_oriented
Burnham Greenway & 112th St,41.69177385116831,-87.53043115139008,119.0,94.0,213.0,3.843962265857475e-05,7.803964413922273e-05,4.953165840363883e-05,3.960002148064798e-05,-3.960002148064798e-05,weekend_oriented
Addison/Sheffield SW Corral,41.9469539,-87.65441230000002,343.0,180.0,523.0,0.00011079655942765663,0.00014943761643680946,0.00012161998753569535,3.8641057009152836e-05,-3.8641057009152836e-05,weekend_oriented
Damen Ave & St Paul Ave,41.91301,-87.67778000000001,576.0,270.0,846.0,0.0001860606945490677,0.00022415642465521422,0.00019673137563135424,3.809573010614653e-05,-3.809573010614653e-05,weekend_oriented
Evanston Civic Center,42.057044,-87.686554,1044.0,452.0,1496.0,0.0003372350088701852,0.00037525445905243267,0.0003478843238114727,3.801945018224747e-05,-3.801945018224747e-05,weekend_oriented
Leavitt St & Hirsch St,41.90689,-87.68233,454.0,222.0,676.0,0.0001466520057730499,0.00018430639360539835,0.00015719906610732324,3.765438783234846e-05,-3.765438783234846e-05,weekend_oriented
Addison/Racine Corral,41.9470683,-87.6593535,697.0,315.0,1012.0,0.00022514636128593781,0.00026151582876441656,0.0002353335131665845,3.636946747847874e-05,-3.636946747847874e-05,weekend_oriented
Damen Ave & Wabansia Ave,41.91227003510449,-87.67728471402764,2001.0,822.0,2823.0,0.0006463671003345216,0.0006824317817280966,0.0006564688810961147,3.606468139357496e-05,-3.606468139357496e-05,weekend_oriented
Broadway & Roscoe Ave,41.94360000000001,-87.64532000000001,639.0,292.0,931.0,0.00020641108301537196,0.00024242102221971315,0.00021649753039336972,3.6009939204341185e-05,-3.6009939204341185e-05,weekend_oriented
Spaulding Ave & Division St,41.90270659438,-87.709219571,1357.0,570.0,1927.0,0.0004383409071234112,0.0004732191187165633,0.0004481103556047513,3.4878211593152085e-05,-3.4878211593152085e-05,weekend_oriented
Sedgwick St & North Ave,41.910983,-87.638525,8133.0,3206.0,11339.0,0.002627138244388138,0.002661649990535618,0.0026368050452528673,3.451174614747983e-05,-3.451174614747983e-05,weekend_oriented
Waveland/Racine Corral,41.9488214,-87.6592823,744.0,331.0,1075.0,0.0002403283971258791,0.00027479917244768856,0.000249983721990196,3.4470775321809454e-05,-3.4470775321809454e-05,weekend_oriented
Addison/Wilton Corral,41.9473827,-87.6531716,385.0,191.0,576.0,0.00012436348507185947,0.00015856991521905894,0.000133944766387305,3.4206430147199466e-05,-3.4206430147199466e-05,weekend_oriented
Addison/Racine,41.94729999999999,-87.6592,176.0,109.0,285.0,5.68518788899929e-05,9.049277884229018e-05,6.627475420205196e-05,3.364089995229728e-05,-3.364089995229728e-05,weekend_oriented
Grace/Sheffield,41.95120000000001,-87.6546,89.0,75.0,164.0,2.874896148414414e-05,6.226567351533728e-05,3.81370515408299e-05,3.3516712031193144e-05,-3.3516712031193144e-05,weekend_oriented
North Boundary Park,42.01302999999999,-87.70891,372.0,185.0,557.0,0.00012016419856293955,0.00015358866133783196,0.00012952644944050156,3.3424462774892406e-05,-3.3424462774892406e-05,weekend_oriented
Prospect Sq & 91st St,41.7282338,-87.6675239,82.0,72.0,154.0,2.648780721011033e-05,5.977504657472379e-05,3.581162156882808e-05,3.328723936461346e-05,-3.328723936461346e-05,weekend_oriented
Fairfield Ave & Roosevelt Rd,41.866624,-87.694521,185.0,112.0,297.0,5.975907724232209e-05,9.298340578290367e-05,6.906527016845414e-05,3.322432854058158e-05,-3.322432854058158e-05,weekend_oriented
Halsted St & 35th St,41.830661,-87.647172,1625.0,672.0,2297.0,0.0005249108136149913,0.000557900434697422,0.0005341512645688187,3.298962108243069e-05,-3.298962108243069e-05,weekend_oriented
Narragansett Ave & North Ave,41.9095,-87.78491,76.0,69.0,145.0,2.454967497522421e-05,5.72844196341103e-05,3.3718734594026435e-05,3.273474465888609e-05,-3.273474465888609e-05,weekend_oriented
Lavergne Ave & Diversey Ave,41.93128,-87.75141,94.0,76.0,170.0,3.0364071679882576e-05,6.309588249554178e-05,3.953230952403099e-05,3.27318108156592e-05,-3.27318108156592e-05,weekend_oriented
Ping Tom Park (East),41.8579886,-87.6319447,448.0,213.0,661.0,0.00014471387353816377,0.00017683451278355787,0.00015371092114932052,3.21206392453941e-05,-3.21206392453941e-05,weekend_oriented
Western Ave & Fillmore St,41.86856584535612,-87.68623408677644,1531.0,634.0,2165.0,0.0004945467419351087,0.0005263524934496512,0.0005034555889383947,3.180575151454242e-05,-3.180575151454242e-05,weekend_oriented
Racine/Eddy Corral,41.9463404,-87.6591024,506.0,235.0,741.0,0.0001634491518087296,0.00019509911034805682,0.0001723143609253351,3.1649958539327225e-05,-3.1649958539327225e-05,weekend_oriented
Racine Ave & Fullerton Ave,41.925566,-87.658416,7267.0,2865.0,10132.0,0.0023474011584862413,0.002378548728285884,0.002356125647632247,3.114756979964283e-05,-3.114756979964283e-05,weekend_oriented
Lake Park Ave & 47th St,41.809443,-87.591875,1513.0,626.0,2139.0,0.0004887323452304504,0.0005197108216080152,0.00049740947101119,3.0978476377564756e-05,-3.0978476377564756e-05,weekend_oriented
Milwaukee Ave & Agatite Ave,41.9615,-87.75489,285.0,148.0,433.0,9.206128115709078e-05,0.00012287092907026557,0.00010069111778767895,3.080964791317478e-05,-3.080964791317478e-05,weekend_oriented
Dan Ryan Woods & 83rd St,41.742805,-87.680177,143.0,92.0,235.0,4.619215159811924e-05,7.637922617881374e-05,5.464760434204285e-05,3.01870745806945e-05,-3.01870745806945e-05,weekend_oriented
Michigan Ave & Pearson St,41.89766,-87.62351,6057.0,2393.0,8450.0,0.00195654449111754,0.0019866900896293614,0.0019649883263415406,3.0145598511821352e-05,-3.0145598511821352e-05,weekend_oriented
Stony Island Ave & 75th St,41.7586696704,-87.586882871,200.0,114.0,314.0,6.460440782953739e-05,9.464382374331266e-05,7.301850112085725e-05,3.0039415913775278e-05,-3.0039415913775278e-05,weekend_oriented
Sheffield/Newport Corral,41.9446132,-87.6542018,1092.0,461.0,1553.0,0.00035274006674927417,0.00038272633987427316,0.0003611392746518831,2.9986273124998984e-05,-2.9986273124998984e-05,weekend_oriented
Central Ave & Chicago Ave,41.894958,-87.764902,101.0,75.0,176.0,3.2625225953916385e-05,6.226567351533728e-05,4.092756750723209e-05,2.9640447561420895e-05,-2.9640447561420895e-05,weekend_oriented
Racine Ave & Broadway,41.968235,-87.65965479999998,835.0,360.0,1195.0,0.0002697234026883186,0.0002988752328736189,0.00027788888165421785,2.9151830185300326e-05,-2.9151830185300326e-05,weekend_oriented
Rush St & Illinois St,41.89087,-87.62584,836.0,360.0,1196.0,0.00027004642472746633,0.0002988752328736189,0.000278121424651418,2.8828808146152594e-05,-2.8828808146152594e-05,weekend_oriented
Albany Ave & Belmont Ave,41.939638,-87.705263,451.0,210.0,661.0,0.00014568293965560683,0.0001743438858429444,0.00015371092114932052,2.866094618733756e-05,-2.866094618733756e-05,weekend_oriented
Troy St & Elston Ave,41.94524356848,-87.7066499009,1672.0,685.0,2357.0,0.0005400928494549327,0.0005686931514400805,0.0005481038444008297,2.860030198514787e-05,-2.860030198514787e-05,weekend_oriented
Kenmore Ave & School St,41.94166,-87.6556,133.0,86.0,219.0,4.2961931206642365e-05,7.139797229758674e-05,5.0926916386839926e-05,2.8436041090944378e-05,-2.8436041090944378e-05,weekend_oriented
California & 16th St,41.859228,-87.695562,162.0,97.0,259.0,5.2329570341925286e-05,8.053027107983622e-05,6.022863627484722e-05,2.8200700737910935e-05,-2.8200700737910935e-05,weekend_oriented
Stave St & Armitage Ave,41.917741,-87.691392,3045.0,1218.0,4263.0,0.0009836021092047068,0.0010111945378890774,0.0009913307970643773,2.7592428684370665e-05,-2.7592428684370665e-05,weekend_oriented
Sacramento Blvd & Fulton Ave,41.886528,-87.70167,213.0,116.0,329.0,6.880369433845732e-05,9.630424170372166e-05,7.650664607885998e-05,2.7500547365264338e-05,-2.7500547365264338e-05,weekend_oriented
Walsh Park,41.91461,-87.667968,4187.0,1662.0,5849.0,0.0013524932779113653,0.0013798073250998741,0.0013601439906238664,2.7314047188508814e-05,-2.7314047188508814e-05,weekend_oriented
Green St & Washington Blvd,41.88318130575352,-87.64872461685994,4948.0,1958.0,6906.0,0.0015983130497027552,0.0016255491832404053,0.0016059419386644591,2.723613353765005e-05,-2.723613353765005e-05,weekend_oriented
Cottage Grove Ave & 51st St,41.803038,-87.606615,507.0,230.0,737.0,0.0001637721738478773,0.00019094806544703432,0.00017138418893653437,2.7175891599157023e-05,-2.7175891599157023e-05,weekend_oriented
Lincoln Ave & Winona St,41.97491129677,-87.6925025594,1611.0,659.0,2270.0,0.0005203885050669237,0.0005471077179547636,0.0005278726036444138,2.671921288783987e-05,-2.671921288783987e-05,weekend_oriented
Lincoln Ave & Peterson Ave,41.990267,-87.70857,470.0,215.0,685.0,0.00015182035839941287,0.00017849493074396686,0.00015929195308212488,2.667457234455399e-05,-2.667457234455399e-05,weekend_oriented
Meade Ave & Fullerton Ave,41.924751,-87.778272,166.0,96.0,262.0,5.362165849851604e-05,7.970006209963172e-05,6.092626526644776e-05,2.6078403601115687e-05,-2.6078403601115687e-05,weekend_oriented
Dorchester Ave & 49th St,41.805772,-87.592464,773.0,332.0,1105.0,0.00024969603626116203,0.000275629381427893,0.0002569600119062015,2.5933345166730983e-05,-2.5933345166730983e-05,weekend_oriented
Calumet Park,41.71370983035615,-87.53084421157837,87.0,65.0,152.0,2.8102917405848767e-05,5.396358371329231e-05,3.534653557442771e-05,2.5860666307443546e-05,-2.5860666307443546e-05,weekend_oriented
Hampden Ct & Diversey Ave,41.9325593,-87.6423847,1797.0,730.0,2527.0,0.0005804706043483935,0.0006060525555492828,0.0005876361539248607,2.558195120088932e-05,-2.558195120088932e-05,weekend_oriented
State St & Pershing Rd,41.82301523798,-87.62656801850001,52.0,51.0,103.0,1.6797146035679723e-05,4.234065799042935e-05,2.395192871161878e-05,2.554351195474963e-05,-2.554351195474963e-05,weekend_oriented
Public Rack - Springfield Ave & Lawrence Ave,41.9683986,-87.7256873,70.0,58.0,128.0,2.261154274033809e-05,4.815212085186083e-05,2.9765503641623337e-05,2.554057811152274e-05,-2.554057811152274e-05,weekend_oriented
Jeffery Blvd & 71st St,41.76663823695,-87.57645011409998,281.0,140.0,421.0,9.076919300050003e-05,0.00011622925722862959,9.790060182127675e-05,2.546006422812956e-05,-2.546006422812956e-05,weekend_oriented
Albany Ave & Douglas Blvd,41.86310853149135,-87.70312034955664,104.0,71.0,175.0,3.3594292071359445e-05,5.894483759451929e-05,4.0695024510031905e-05,2.5350545523159848e-05,-2.5350545523159848e-05,weekend_oriented
Princeton Ave & 47th St,41.80931770924,-87.633449288,230.0,120.0,350.0,7.4295069003968e-05,9.962507762453964e-05,8.139004902006381e-05,2.533000862057164e-05,-2.533000862057164e-05,weekend_oriented
Wallace St & 28th St,41.843511,-87.6419,200.0,108.0,308.0,6.460440782953739e-05,8.966256986208568e-05,7.162324313765616e-05,2.5058162032548298e-05,-2.5058162032548298e-05,weekend_oriented
Eddy/Seminary Corral,41.9461279,-87.6566721,804.0,342.0,1146.0,0.0002597097194747403,0.000283931471229938,0.0002664942747914089,2.4221751755197694e-05,-2.4221751755197694e-05,weekend_oriented
Rockwell Ave & Logan Blvd,41.92811,-87.69268,283.0,139.0,422.0,9.141523707879542e-05,0.0001153990482484251,9.813314481847693e-05,2.398381116962968e-05,-2.398381116962968e-05,weekend_oriented
Addison/Sheffield SE Corral,41.9470281,-87.654252,250.0,126.0,376.0,8.075550978692174e-05,0.00010460633150576663,8.743616694726854e-05,2.3850821718844888e-05,-2.3850821718844888e-05,weekend_oriented
Central Park Ave & Washington Blvd,41.8827476,-87.7153994,65.0,54.0,119.0,2.0996432544599652e-05,4.483128493104284e-05,2.7672616666821694e-05,2.383485238644319e-05,-2.383485238644319e-05,weekend_oriented
St Clair St & Ohio St,41.89238,-87.62264,1056.0,439.0,1495.0,0.00034111127333995745,0.0003644617423097742,0.00034765178081427254,2.3350468969816755e-05,-2.3350468969816755e-05,weekend_oriented
Avers Ave & Foster Ave,41.97541,-87.72451999999998,149.0,86.0,235.0,4.813028383300536e-05,7.139797229758674e-05,5.464760434204285e-05,2.3267688464581384e-05,-2.3267688464581384e-05,weekend_oriented
Sacramento Blvd & Addison St,41.94609,-87.702988,566.0,248.0,814.0,0.00018283047415759083,0.00020589182709071526,0.0001892899997209484,2.3061352933124432e-05,-2.3061352933124432e-05,weekend_oriented
Rainbow Beach,41.75787096522547,-87.54917675279042,70.0,55.0,125.0,2.261154274033809e-05,4.566149391124734e-05,2.906787465002279e-05,2.304995117090925e-05,-2.304995117090925e-05,weekend_oriented
Francisco Ave & Chicago Ave,41.895745,-87.698653,1397.0,571.0,1968.0,0.0004512617886893187,0.0004740493276967678,0.0004576446184899588,2.2787539007449104e-05,-2.2787539007449104e-05,weekend_oriented
Western Ave & Gunnison St,41.96965951655629,-87.68953755099338,307.0,146.0,453.0,9.91677660183399e-05,0.00012121051110985657,0.00010534197773168258,2.2042745091516673e-05,-2.2042745091516673e-05,weekend_oriented
Cicero Ave & Wrightwood Ave,41.9279057,-87.7467295,230.0,116.0,346.0,7.4295069003968e-05,9.630424170372166e-05,8.045987703126308e-05,2.2009172699753653e-05,-2.2009172699753653e-05,weekend_oriented
Pulaski Rd & 68th St,41.769492215384616,-87.722888,28.0,37.0,65.0,9.044617096135236e-06,3.071773226756639e-05,1.511529481801185e-05,2.1673115171431156e-05,-2.1673115171431156e-05,weekend_oriented
Hoyne Ave & 34th St,41.8320245,-87.6778387,180.0,96.0,276.0,5.8143967046583655e-05,7.970006209963172e-05,6.418186722725031e-05,2.155609505304807e-05,-2.155609505304807e-05,weekend_oriented
Western Ave & Roscoe St,41.943034,-87.687288,1933.0,778.0,2711.0,0.0006244016016724789,0.0006459025865990987,0.0006304240654096942,2.150098492661979e-05,-2.150098492661979e-05,weekend_oriented
Lockwood Ave & Wrightwood Ave,41.927766,-87.758544,319.0,150.0,469.0,0.00010304403048811214,0.00012453134703067456,0.0001090626656868855,2.1487316542562418e-05,-2.1487316542562418e-05,weekend_oriented
Sheffield/Cornelia Corral,41.9452875,-87.6542225,391.0,178.0,569.0,0.0001263016173067456,0.00014777719847640047,0.00013231696540690375,2.1475581169654875e-05,-2.1475581169654875e-05,weekend_oriented
Harlem Ave & Irving Park Rd,41.95326,-87.80714,119.0,72.0,191.0,3.843962265857475e-05,5.977504657472379e-05,4.441571246523482e-05,2.1335423916149042e-05,-2.1335423916149042e-05,weekend_oriented
Kedzie Ave & Chicago Ave,41.89546530305,-87.7061278837,508.0,223.0,731.0,0.00016409519588702498,0.00018513660258560286,0.00016998893095333326,2.104140669857788e-05,-2.104140669857788e-05,weekend_oriented
Lock St & 31st St,41.83796199975824,-87.65904880162913,244.0,120.0,364.0,7.881737755203562e-05,9.962507762453964e-05,8.464565098086637e-05,2.080770007250403e-05,-2.080770007250403e-05,weekend_oriented
Public Rack - Austin Blvd & North Ave,41.90928099999999,-87.775613,19.0,32.0,51.0,6.1374187438060524e-06,2.6566687366543908e-05,1.1859692857209298e-05,2.0429268622737854e-05,-2.0429268622737854e-05,weekend_oriented
Central Ave & Lake St,41.887664,-87.765469,112.0,68.0,180.0,3.617846838454094e-05,5.64542106539058e-05,4.185773949603282e-05,2.027574226936486e-05,-2.027574226936486e-05,weekend_oriented
Kostner Ave & Devon Ave,41.997032,-87.73837,148.0,82.0,230.0,4.7807261793857675e-05,6.807713637676876e-05,5.3484889356041934e-05,2.0269874582911082e-05,-2.0269874582911082e-05,weekend_oriented
Princeton Ave & Garfield Blvd,41.794982,-87.633124,202.0,103.0,305.0,6.525045190783277e-05,8.55115249610632e-05,7.09256141460556e-05,2.026107305323043e-05,-2.026107305323043e-05,weekend_oriented
South Shore Dr & 74th St,41.76218896038,-87.55927465,331.0,153.0,484.0,0.00010692029495788438,0.00012702197397128806,0.00011255081064488824,2.010167901340368e-05,-2.010167901340368e-05,weekend_oriented
Jeffery Blvd & 67th St,41.77351755125,-87.5771428255,319.0,148.0,467.0,0.00010304403048811214,0.00012287092907026557,0.00010859757969248514,1.9826898582153425e-05,-1.9826898582153425e-05,weekend_oriented
Central Park Ave & North Ave,41.90965687563,-87.7166319516,852.0,355.0,1207.0,0.0002752147773538293,0.0002947241879725965,0.00028067939762062006,1.9509410618767198e-05,-1.9509410618767198e-05,weekend_oriented
Monticello Ave & Lawrence Ave,41.96834806534399,-87.71898711572858,667.0,283.0,950.0,0.0002154557001115072,0.00023494914139787266,0.0002209158473401732,1.9493441286365452e-05,-1.9493441286365452e-05,weekend_oriented
Lawndale Ave & 111th St,41.69131919221066,-87.71288573741913,44.0,40.0,84.0,1.4212969722498226e-05,3.320835920817988e-05,1.9533611764815314e-05,1.8995389485681656e-05,-1.8995389485681656e-05,weekend_oriented
Noble St & Potomac Ave,41.90383473134329,-87.66286604477612,80.0,54.0,134.0,2.5841763131814958e-05,4.483128493104284e-05,3.116076162482443e-05,1.8989521799227884e-05,-1.8989521799227884e-05,weekend_oriented
Ashland Ave & 50th St,41.803023,-87.664699,111.0,66.0,177.0,3.585544634539325e-05,5.479379269349681e-05,4.116011050443227e-05,1.893834634810356e-05,-1.893834634810356e-05,weekend_oriented
Kostner Ave & Belmont Ave,41.939191,-87.737112,219.0,108.0,327.0,7.074182657334344e-05,8.966256986208568e-05,7.604156008445962e-05,1.8920743288742243e-05,-1.8920743288742243e-05,weekend_oriented
Western Ave & 111th St,41.691211034981045,-87.68129736185074,52.0,43.0,95.0,1.6797146035679723e-05,3.569898614879337e-05,2.209158473401732e-05,1.890184011311365e-05,-1.890184011311365e-05,weekend_oriented
Portage Park,41.95607,-87.76471999999998,268.0,127.0,395.0,8.656990649158011e-05,0.00010543654048597112,9.185448389407202e-05,1.886663399439101e-05,-1.886663399439101e-05,weekend_oriented
Central Park Ave & Ohio St,41.8918718,-87.7163879,86.0,56.0,142.0,2.777989536670108e-05,4.6491702891451836e-05,3.302110560242589e-05,1.8711807524750757e-05,-1.8711807524750757e-05,weekend_oriented
Campbell Ave & Montrose Ave,41.96152399999999,-87.69117699999998,2420.0,964.0,3384.0,0.0007817133347374025,0.0008003214569171352,0.000786925502525417,1.860812217973273e-05,-1.860812217973273e-05,weekend_oriented
Mango Ave & North Ave,41.90958,-87.7691175,79.0,53.0,132.0,2.551874109266727e-05,4.4001075950838346e-05,3.069567563042407e-05,1.8482334858171075e-05,-1.8482334858171075e-05,weekend_oriented
Kedzie Ave & 21st St,41.85353363213,-87.7050730318,408.0,181.0,589.0,0.00013179299197225628,0.00015026782541701397,0.00013696782535090737,1.8474833444757693e-05,-1.8474833444757693e-05,weekend_oriented
Elston Ave & Carmen Ave,41.97354,-87.74955,187.0,95.0,282.0,6.040512132061746e-05,7.886985311942723e-05,6.557712521045141e-05,1.8464731798809767e-05,-1.8464731798809767e-05,weekend_oriented
State St & 45th St,41.81313,-87.62585,64.0,47.0,111.0,2.0673410505451965e-05,3.9019822069611365e-05,2.5812272689220237e-05,1.83464115641594e-05,-1.83464115641594e-05,weekend_oriented
Merrimac Park,41.95261,-87.78535,155.0,82.0,237.0,5.006841606789148e-05,6.807713637676876e-05,5.5112690336443205e-05,1.8008720308877277e-05,-1.8008720308877277e-05,weekend_oriented
Narragansett Ave & Wrightwood Ave,41.927290000000006,-87.78523,307.0,141.0,448.0,9.91677660183399e-05,0.00011705946620883409,0.00010417926274568168,1.789170019049419e-05,-1.789170019049419e-05,weekend_oriented
Sheridan Rd & Berwyn Ave,41.97828,-87.65529,246.0,117.0,363.0,7.9463421630331e-05,9.713445068392615e-05,8.441310798366618e-05,1.7671029053595156e-05,-1.7671029053595156e-05,weekend_oriented
Central Park Ave & 24th St,41.8481,-87.715068,172.0,88.0,260.0,5.555979073340216e-05,7.305839025799574e-05,6.04611792720474e-05,1.749859952459358e-05,-1.749859952459358e-05,weekend_oriented
Lawndale Ave & 30th St,41.8389124,-87.7168955,108.0,63.0,171.0,3.488638022795019e-05,5.230316575288331e-05,3.9764852521231175e-05,1.7416785524933122e-05,-1.7416785524933122e-05,weekend_oriented
Morgan St & 31st St,41.8378,-87.65114,2463.0,979.0,3442.0,0.000795603282420753,0.0008127745916202026,0.0008004129963630275,1.7171309199449643e-05,-1.7171309199449643e-05,weekend_oriented
Sayre Ave & Diversey Ave,41.93098,-87.80106,104.0,61.0,165.0,3.3594292071359445e-05,5.064274779247432e-05,3.836959453803008e-05,1.7048455721114874e-05,-1.7048455721114874e-05,weekend_oriented
Lake Park Ave & 53rd St,41.79949429373001,-87.5864498959,4826.0,1898.0,6724.0,0.0015589043609267373,0.0015757366444281355,0.001563619113174026,1.6832283501398183e-05,-1.6832283501398183e-05,weekend_oriented
Public Rack - Cicero Ave & Belle Plaine Ave,41.955625,-87.747517,54.0,41.0,95.0,1.7443190113975095e-05,3.403856818838438e-05,2.209158473401732e-05,1.6595378074409283e-05,-1.6595378074409283e-05,weekend_oriented
Milwaukee & Fullerton,41.92469,-87.7006,44.0,37.0,81.0,1.4212969722498226e-05,3.071773226756639e-05,1.8835982773214766e-05,1.6504762545068166e-05,-1.6504762545068166e-05,weekend_oriented
Western Ave & Lyndale St,41.9226,-87.68772000000001,304.0,138.0,442.0,9.819869990089684e-05,0.0001145688392682206,0.00010278400476248058,1.637013936732376e-05,-1.637013936732376e-05,weekend_oriented
Public Rack - Lawndale Ave & Diversey Ave,41.931702,-87.719254,81.0,51.0,132.0,2.6164785170962643e-05,4.234065799042935e-05,3.069567563042407e-05,1.617587281946671e-05,-1.617587281946671e-05,weekend_oriented
Kedzie Ave & Leland Ave,41.96668636205,-87.7080519806,1400.0,564.0,1964.0,0.00045223085480676175,0.00046823786483533636,0.0004567144465011581,1.6007010028574607e-05,-1.6007010028574607e-05,weekend_oriented
Oglesby Ave & 100th St,41.71339748442245,-87.56584167480469,61.0,43.0,104.0,1.9704344388008904e-05,3.569898614879337e-05,2.4184471708818962e-05,1.5994641760784468e-05,-1.5994641760784468e-05,weekend_oriented
Marmora Ave & Irving Park Rd,41.9531072,-87.7747326,145.0,75.0,220.0,4.683819567641461e-05,6.226567351533728e-05,5.115945938404011e-05,1.5427477838922673e-05,-1.5427477838922673e-05,weekend_oriented
Racine Ave & 65th St,41.775393,-87.654308,27.0,29.0,56.0,8.721595056987548e-06,2.4076060425930415e-05,1.302240784321021e-05,1.5354465368942867e-05,-1.5354465368942867e-05,weekend_oriented
Stony Island Ave & 64th St,41.778881,-87.58664699999999,128.0,68.0,196.0,4.134682101090393e-05,5.64542106539058e-05,4.557842745123573e-05,1.5107389643001874e-05,-1.5107389643001874e-05,weekend_oriented
Menard Ave & Lawrence Ave,41.96788,-87.77274,198.0,95.0,293.0,6.395836375124202e-05,7.886985311942723e-05,6.813509817965342e-05,1.491148936818521e-05,-1.491148936818521e-05,weekend_oriented
Cottage Grove Ave & 111th Pl,41.69170975847015,-87.61000156402588,26.0,28.0,54.0,8.398573017839861e-06,2.3245851445725918e-05,1.2557321848809844e-05,1.4847278427886057e-05,-1.4847278427886057e-05,weekend_oriented
Malden St & Wilson Ave,41.96526,-87.66275,377.0,164.0,541.0,0.00012177930875867798,0.0001361542727535375,0.00012580576148529864,1.4374963994859532e-05,-1.4374963994859532e-05,weekend_oriented
Higgins Ave & Austin Ave,41.97342,-87.77865,156.0,78.0,234.0,5.0391438107039165e-05,6.475630045595077e-05,5.4415061344842664e-05,1.4364862348911605e-05,-1.4364862348911605e-05,weekend_oriented
Racine Ave & Webster Ave,41.9216,-87.65859,485.0,206.0,691.0,0.00015666568898662817,0.0001710230499221264,0.00016068721106532599,1.435736093549823e-05,-1.435736093549823e-05,weekend_oriented
Dorchester Ave & 63rd St,41.78040564570001,-87.5914159893,632.0,263.0,895.0,0.00020414992874133816,0.00021834496179378273,0.00020812598249416318,1.4195033052444566e-05,-1.4195033052444566e-05,weekend_oriented
Paulina St & 18th St,41.857901,-87.668745,3115.0,1229.0,4344.0,0.001006213651945045,0.0010203268366713268,0.001010166779837592,1.4113184726281857e-05,-1.4113184726281857e-05,weekend_oriented
Burnham Greenway & 105th St,41.7045750872071,-87.52823173999786,62.0,41.0,103.0,2.0027366427156592e-05,3.403856818838438e-05,2.395192871161878e-05,1.4011201761227786e-05,-1.4011201761227786e-05,weekend_oriented
Damen Ave & 87th St,41.736044,-87.672861,43.0,33.0,76.0,1.388994768335054e-05,2.7396896346748405e-05,1.7673267787213856e-05,1.3506948663397865e-05,-1.3506948663397865e-05,weekend_oriented
Kilbourn Ave & Diversey Ave,41.93179,-87.73934,301.0,133.0,434.0,9.722963378345378e-05,0.00011041779436719812,0.00010092366078487912,1.3188160583744337e-05,-1.3188160583744337e-05,weekend_oriented
2112 W Peterson Ave,41.99117799999999,-87.683593,561.0,234.0,795.0,0.0001812153639618524,0.0001942689013678523,0.00018487168277414495,1.3053537405999921e-05,-1.3053537405999921e-05,weekend_oriented
Halsted St & 18th St,41.85750568031716,-87.64599144458771,2919.0,1151.0,4070.0,0.0009429013322720983,0.0009555705362153761,0.000946449998604742,1.266920394327783e-05,-1.266920394327783e-05,weekend_oriented
Sheridan Rd & Columbia Ave,42.004583,-87.661406,2012.0,798.0,2810.0,0.0006499203427651461,0.0006625067662031887,0.0006534458221325124,1.2586423438042528e-05,-1.2586423438042528e-05,weekend_oriented
Damen Ave & Evergreen Ave,41.90605,-87.67758,190.0,89.0,279.0,6.137418743806053e-05,7.388859923820023e-05,6.487949621885087e-05,1.2514411800139706e-05,-1.2514411800139706e-05,weekend_oriented
Commercial Ave & 83rd St,41.744615,-87.551208,95.0,52.0,147.0,3.0687093719030264e-05,4.317086697063385e-05,3.41838205884268e-05,1.2483773251603585e-05,-1.2483773251603585e-05,weekend_oriented
Western Ave & Division St,41.902893,-87.687275,3044.0,1199.0,4243.0,0.0009832790871655592,0.000995420567265192,0.0009866799371203736,1.214148009963281e-05,-1.214148009963281e-05,weekend_oriented
Indiana Ave & 40th St,41.82167996480192,-87.62159931493291,215.0,98.0,313.0,6.94497384167527e-05,8.136048006004072e-05,7.278595812365706e-05,1.1910741643288015e-05,-1.1910741643288015e-05,weekend_oriented
Austin Blvd & Lake St,41.88794379427211,-87.77427345514297,233.0,105.0,338.0,7.526413512141107e-05,8.71719429214722e-05,7.859953305366162e-05,1.1907807800061129e-05,-1.1907807800061129e-05,weekend_oriented
Sacramento Ave & Lyndale St,41.92235,-87.70241,267.0,118.0,385.0,8.624688445243242e-05,9.796465966413065e-05,8.95290539220702e-05,1.171777521169823e-05,-1.171777521169823e-05,weekend_oriented
Wabash Ave & 87th St,41.73655301831962,-87.62264415621758,118.0,60.0,178.0,3.811660061942706e-05,4.981253881226982e-05,4.139265350163245e-05,1.169593819284276e-05,-1.169593819284276e-05,weekend_oriented
Francisco Ave & 47th St,41.80849,-87.69673000000002,80.0,45.0,125.0,2.5841763131814958e-05,3.7359404109202365e-05,2.906787465002279e-05,1.1517640977387407e-05,-1.1517640977387407e-05,weekend_oriented
